net,length_um
_01554_,348.54µm
_01522_,347.92µm
net285,347.76µm
_01614_,347.75µm
net206,347.38µm
net330,343.66µm
_01470_,342.64µm
_02716_,342.12µm
net431,341.92µm
_00825_,341.62µm
net175,340.74µm
_03373_,338.96µm
net173,338.54µm
_01454_,338.48µm
net331,337.39µm
_06937_,336.24µm
_08348_,335.6µm
net172,335.38µm
net568,333.975µm
_04879_,333.1µm
_01369_,332.32µm
_01502_,332.3µm
net311,331.94µm
_01657_,331.43µm
net237,330.5µm
net17,328.41µm
_01487_,328.18µm
net90,328.16µm
net20,327.82µm
_11035_,327.32µm
net435,325.66µm
net91,325.04µm
_04434_,324.96µm
_03026_,324.34µm
_03334_,322.26µm
_09975_,320.16µm
_01539_,319.98µm
_09958_,319.86µm
net146,319.6µm
_01706_,319.22µm
_01094_,318.82µm
_03191_,318.66µm
net347,318.63µm
_02554_,318.5µm
_09207_,317.8µm
_09964_,316.86µm
_01613_,316.78µm
_04375_,314.98µm
net257,314.74µm
_10898_,314.5µm
_08073_,314µm
net401,313.34µm
_04706_,312.76µm
_06256_,312.36µm
_03288_,310.6µm
net580,309.06µm
net419,308.78µm
_01401_,308.54µm
_10642_,306.78µm
_03020_,305.3µm
_01143_,303.42µm
net93,303.08µm
net92,303.055µm
_06268_,303.02µm
net336,302.58µm
net19,302.54µm
_00572_,301.9µm
_01879_,301.815µm
_05274_,301.66µm
_00397_,301.33µm
net562,301.25µm
net481,301.14µm
_04756_,300.72µm
net332,299.85µm
net547,298.38µm
net159,298.2µm
_03293_,297.9µm
_09124_,297.8µm
net312,296.92µm
net18,296.84µm
_04445_,296.5µm
net26,296.01µm
net459,294.96µm
_00582_,294.86µm
net338,294.575µm
net232,294.48µm
_02939_,293.77µm
_01794_,293.34µm
net27,292.68µm
_01573_,292.34µm
_03171_,292.165µm
_01704_,292.075µm
_06317_,291.615µm
net348,290.04µm
_08578_,289.86µm
_03266_,289.4µm
net571,289.2µm
net53,288.52µm
net345,288.42µm
net234,287.64µm
_07850_,287.3µm
_05567_,285.82µm
net526,285.78µm
_02258_,285.66µm
_10473_,285.58µm
_00817_,285.02µm
_07216_,284.2µm
clknet_1_1__leaf_clk,284.06µm
_00637_,282.58µm
net28,282.12µm
_06246_,281.66µm
_00826_,281.58µm
net506,281.035µm
net48,280.8µm
net339,280.52µm
_10992_,279.96µm
net398,279.935µm
_02960_,279.86µm
_02388_,278.575µm
_04061_,277.34µm
_01814_,277.175µm
_00998_,276.56µm
_05278_,275.87µm
_09293_,275.78µm
net258,275.66µm
_03386_,275.58µm
_05317_,275.58µm
_06316_,275.17µm
_06128_,274.86µm
net95,274.76µm
net556,274.63µm
_06820_,274.1µm
_08684_,273.77µm
net301,273.48µm
_08975_,273.22µm
net335,272.3µm
_05578_,271.8µm
_03422_,271.62µm
net47,271.14µm
net382,271.12µm
_06953_,270.84µm
net171,270.38µm
net245,270.24µm
_08190_,269.6µm
_08357_,269.545µm
net553,269.46µm
_06276_,269.4µm
_05318_,269.315µm
_06587_,268.46µm
_03032_,267.83µm
_04278_,267.72µm
_07104_,267.015µm
_00745_,266.54µm
_03387_,266.06µm
net236,265.9µm
net73,265.24µm
net74,265.04µm
_02986_,265.02µm
_09757_,264.7µm
net350,264.65µm
net524,264.62µm
_04953_,264.37µm
_02604_,264.24µm
_04232_,264.16µm
net216,263.47µm
_02609_,263.44µm
net52,262.64µm
_11122_,261.58µm
net495,260.335µm
net543,260.16µm
net425,259.84µm
_00815_,259.54µm
_09716_,259.5µm
net49,258.8µm
_04862_,258.66µm
net558,258.575µm
_06973_,258.54µm
net16,258.06µm
net145,257.46µm
net72,257.12µm
_10623_,256.94µm
net548,256.26µm
net21,256.16µm
_06836_,255.78µm
_03015_,255.38µm
net458,254.69µm
_10447_,254.6µm
_02516_,254.54µm
net344,254.04µm
net485,253.64µm
_09359_,253.44µm
_05719_,252.6µm
_07067_,252.3µm
_10562_,251.6µm
net587,251.46µm
net58,251.28µm
_04376_,251.06µm
net50,250.64µm
net277,250.55µm
_06976_,249.3µm
_01903_,249.12µm
net520,248.96µm
net430,248.76µm
_03090_,248.09µm
net474,247.905µm
_02861_,247.88µm
net434,247.75µm
net169,247.6µm
net515,245.48µm
_02594_,245.44µm
_01067_,245.34µm
_05296_,244.85µm
_01577_,244.6µm
_03691_,243.82µm
net76,243.49µm
_03181_,243.18µm
_03227_,243.09µm
_08844_,243.06µm
_07388_,243.04µm
net516,242.97µm
net583,242.93µm
_05765_,242.73µm
_00919_,242.26µm
_09487_,241.47µm
_04665_,241.42µm
net355,241.34µm
_07536_,241.27µm
net467,241.265µm
_09603_,241.12µm
net57,240.885µm
_06208_,240.74µm
_07283_,240.14µm
net78,239.81µm
_05654_,239.66µm
net432,239.43µm
_08124_,239.4µm
_07747_,239.34µm
net424,239.24µm
_01801_,238.82µm
_05418_,238.34µm
net400,238.14µm
net373,238.08µm
_00251_,238.06µm
_08191_,238.01µm
net151,237.42µm
_10234_,237.26µm
net343,237.2µm
net305,236.56µm
_01728_,236.14µm
_05360_,235.92µm
net415,235.82µm
_04228_,235.42µm
_05277_,235.04µm
net149,234.96µm
_03170_,234.44µm
_03106_,233.66µm
_03851_,233.18µm
net51,233.16µm
net168,232.88µm
_06230_,232.76µm
_06097_,232.35µm
_05061_,232.26µm
net60,232.14µm
_06090_,231.88µm
net96,231.58µm
net480,231.505µm
_03957_,231.34µm
net395,230.76µm
_05111_,230.74µm
_07696_,230.56µm
net235,229.4µm
_02971_,229.16µm
_08420_,229.04µm
_04632_,229.01µm
_01589_,228.54µm
_10070_,228.44µm
net579,228µm
net31,227.58µm
_01172_,227.14µm
_05284_,226.84µm
net24,226.64µm
_09007_,226.6µm
_01263_,225.74µm
_01028_,225.52µm
_10071_,225.18µm
_05286_,225.16µm
net54,224.74µm
net183,224.46µm
_02566_,224.26µm
net417,224.09µm
_08654_,223.92µm
net290,223.66µm
net391,223.08µm
_04126_,223.045µm
_03415_,222.92µm
net447,222.4µm
net317,222.32µm
_05678_,221.86µm
net75,221.75µm
net167,221.62µm
_05638_,221.14µm
_01199_,221.08µm
_04876_,221.03µm
net486,220.94µm
_00472_,220.61µm
net337,219.86µm
_04986_,219.72µm
_05702_,219.53µm
net262,219.48µm
net321,219.45µm
net148,219.42µm
net273,218.96µm
net284,218.74µm
net32,218.46µm
net570,218.395µm
_02130_,218.34µm
net233,218.16µm
net122,217.44µm
_06180_,217.38µm
net253,217.28µm
net546,217.17µm
_08206_,217.06µm
net334,217.04µm
net468,216.88µm
_00691_,216.74µm
net15,216.46µm
net412,216.22µm
_03779_,215.76µm
_06058_,215.66µm
net405,215.27µm
net497,215.12µm
_08276_,214.34µm
net416,214.03µm
net251,213.92µm
_03094_,213.8µm
net354,213.355µm
_01045_,213.34µm
_10215_,212.68µm
_05691_,212.08µm
_04750_,211.89µm
_02958_,211.86µm
_02883_,211.38µm
net549,211.26µm
net465,211.25µm
net314,211.2µm
_03435_,211.1µm
_00270_,210.76µm
_08769_,210.64µm
net59,209.96µm
_05346_,209.92µm
_09029_,209.86µm
net441,209.565µm
net418,208.88µm
net475,208.86µm
_10157_,208.5µm
_01529_,207.875µm
net61,207.84µm
net471,207.83µm
net392,207.77µm
_05344_,207.54µm
net162,206.98µm
net360,206.52µm
net71,206.4µm
_02589_,206.04µm
_10266_,205.99µm
_03192_,205.765µm
_11124_,205.74µm
net423,205.64µm
_00389_,205.58µm
net535,205.58µm
_11069_,205.54µm
net4,205.275µm
_00583_,204.82µm
_06655_,204.75µm
_01071_,204.28µm
_02612_,204.19µm
_04673_,203.98µm
_06081_,203.7µm
_02568_,203.62µm
_04007_,203.18µm
_02795_,202.64µm
_02817_,201.9µm
_03331_,201.82µm
_10169_,201.4µm
_08875_,201.23µm
_03326_,201.155µm
net569,201µm
_05556_,200.94µm
_02581_,200.92µm
_04832_,200.5µm
net170,200.22µm
_06502_,200.06µm
_02611_,199.28µm
net22,199.04µm
_04229_,198.1µm
_02614_,197.72µm
_07471_,197.48µm
_09062_,197.32µm
net525,196.98µm
_01901_,196.52µm
_00309_,195.94µm
_09604_,195.82µm
_02345_,195.8µm
_03855_,195.64µm
_03881_,195.23µm
_02794_,195.22µm
net397,194.96µm
net340,194.7µm
_04472_,194.68µm
_06201_,194.68µm
_02991_,193.92µm
_07524_,193.44µm
net403,193.38µm
_01540_,193.24µm
_03614_,193µm
net455,192.92µm
_09777_,192.38µm
_08502_,191.64µm
_06325_,191.6µm
net555,191.42µm
_09091_,191.38µm
net318,190.96µm
net25,190.92µm
_01795_,190.85µm
net502,190.685µm
_03320_,190.62µm
net356,190.325µm
_03961_,189.99µm
_07350_,189.86µm
_01366_,189.64µm
_03129_,189.06µm
_00884_,189µm
_10032_,188.76µm
_04549_,188.62µm
net456,188.19µm
_05826_,188.07µm
net394,187.7µm
_03027_,187.11µm
net565,187.03µm
net470,186.9µm
net413,186.835µm
net2,186.74µm
net163,186.7µm
_02086_,186.16µm
_08886_,185.86µm
net376,185.635µm
_00584_,185.58µm
_03109_,185.58µm
_04014_,185.5µm
net560,185.34µm
_05407_,185.18µm
_05787_,185.16µm
_04099_,184.48µm
_00821_,184.34µm
net380,184.14µm
_00578_,183.96µm
_02715_,183.84µm
_01106_,183.82µm
_00715_,183.48µm
_08459_,183.4µm
net478,183.295µm
_07022_,183.26µm
net368,182.98µm
_01928_,182.895µm
_01260_,182.84µm
net29,182.5µm
net270,182.31µm
net544,182.03µm
net10,181.46µm
net422,181.24µm
_03922_,180.8µm
net352,180.77µm
net165,180.26µm
_08820_,180µm
_04623_,179.44µm
_04237_,179.395µm
net160,179.19µm
_05137_,179µm
net101,178.92µm
net121,178.68µm
_10033_,178.2µm
net439,178.08µm
_06684_,177.96µm
_05611_,177.89µm
_05171_,177.77µm
_01414_,176.98µm
net443,176.835µm
net383,176.71µm
_07885_,176.66µm
net576,176.43µm
_04234_,176.37µm
_03301_,176.36µm
net387,176.3µm
_09509_,175.84µm
net488,175.44µm
net552,175.235µm
_03389_,174.82µm
net166,174.82µm
net578,174.715µm
_03890_,174.64µm
net461,173.98µm
net56,173.32µm
net517,173.215µm
_03960_,173.14µm
net527,172.7µm
net462,172.68µm
_01223_,172.64µm
_05548_,172.48µm
_05330_,172.3µm
_06010_,172.28µm
_03269_,172.14µm
_05357_,171.9µm
_02595_,171.535µm
net399,171.38µm
_08781_,171.34µm
net365,170.96µm
net585,170.92µm
net371,170.58µm
_07562_,170.4µm
net154,170.36µm
net472,170.06µm
net150,170.02µm
_01360_,169.6µm
_10468_,169.52µm
_06382_,169.36µm
_08192_,169.36µm
_04810_,169.26µm
_04284_,169.24µm
_04478_,169.215µm
net260,169.02µm
net507,168.875µm
_03125_,168.86µm
_01574_,168.38µm
net582,168.36µm
net408,168.34µm
_07945_,168.16µm
_07148_,168.155µm
_10040_,168.08µm
_10076_,168.08µm
_06111_,167.535µm
_10947_,167.3µm
_00564_,167.18µm
_07484_,167.12µm
_04687_,166.99µm
net186,166.82µm
_00194_,166.14µm
_03735_,165.88µm
_03064_,165.86µm
_01376_,165.34µm
_03105_,165.26µm
_01027_,164.71µm
net30,164.59µm
net179,164.38µm
net341,164.38µm
net484,163.98µm
_03699_,163.86µm
_02590_,163.64µm
_01377_,163.46µm
_03597_,163.4µm
_10030_,163.32µm
_02641_,163.18µm
_04269_,163.1µm
net438,163µm
_07242_,162.93µm
_05641_,162.8µm
_02654_,162.58µm
_07081_,162.5µm
net460,162.1µm
_02634_,162.09µm
net519,161.76µm
net451,161.68µm
_01686_,161.58µm
_05294_,161.43µm
_09901_,160.8µm
net104,160.8µm
_05414_,160.78µm
_04787_,160.72µm
_00404_,160.22µm
_06011_,160.22µm
net476,160.02µm
_03843_,159.88µm
_03543_,159.68µm
_06529_,159.505µm
_00938_,159.18µm
net406,159.16µm
_10795_,158.84µm
_01802_,158.83µm
net102,158.6µm
net510,158.54µm
_10639_,158.42µm
net492,158.35µm
_01503_,158.32µm
_01320_,158.18µm
_03966_,158.14µm
_02938_,157.84µm
_03554_,157.82µm
_06260_,157.6µm
_06856_,157.08µm
_01658_,156.95µm
_01363_,156.82µm
_01076_,156.7µm
_00783_,156.61µm
_05668_,156.5µm
_03983_,156.34µm
_04788_,156.04µm
_03167_,155.76µm
_04246_,155.655µm
_04521_,155.615µm
_06373_,155.56µm
net453,155.36µm
net152,155.34µm
_10701_,155.06µm
net479,154.74µm
_05714_,154.71µm
_01555_,154.6µm
_02584_,154.44µm
_07886_,153.68µm
net407,153.22µm
_04908_,152.99µm
_05142_,152.74µm
net299,152.57µm
_06503_,152.53µm
net466,152.525µm
_01068_,152.24µm
net452,152.205µm
_08462_,151.88µm
_08434_,151.86µm
_04821_,151.68µm
_07516_,151.54µm
net386,151.54µm
_04299_,151.48µm
net503,151.48µm
net563,151.415µm
_04813_,150.88µm
_04309_,150.8µm
_06019_,150.74µm
_02964_,150.635µm
net561,150µm
_02850_,149.5µm
net103,149.48µm
_04257_,149.42µm
_04441_,149.25µm
_01488_,149.08µm
net508,148.96µm
_03579_,148.94µm
_00371_,148.88µm
_04621_,148.64µm
net333,148.44µm
_05365_,148.24µm
_07080_,148.13µm
_10063_,148µm
net280,147.96µm
_05309_,147.94µm
_01449_,147.9µm
net384,147.9µm
_07149_,147.52µm
_01285_,147.34µm
_09311_,147.32µm
_04245_,147.16µm
net499,146.78µm
net393,146.515µm
net366,145.85µm
net436,145.8µm
_10329_,145.4µm
net289,145.205µm
_00566_,145.14µm
net482,145.02µm
_06894_,144.84µm
_00006_,144.36µm
net504,144.24µm
_03086_,144.15µm
_04425_,144.15µm
_03599_,144.12µm
_02192_,144.04µm
_02805_,143.96µm
_02758_,143.78µm
_04279_,143.58µm
_00036_,143.33µm
_00485_,143.26µm
_04443_,143.2µm
net271,143.135µm
_06175_,142.56µm
net361,142.44µm
net346,142.32µm
_04653_,142.2µm
_03104_,141.9µm
_00960_,141.82µm
_09610_,141.8µm
_08542_,141.6µm
_00885_,141.54µm
_04281_,141.36µm
net349,141.01µm
net572,140.56µm
net307,140.48µm
clknet_1_0__leaf_clk,140.46µm
_03885_,140.39µm
_02802_,140.24µm
net573,140.16µm
_04525_,139.975µm
_05307_,139.97µm
_00896_,139.86µm
_01057_,139.74µm
_04382_,139.72µm
_03818_,139.65µm
net409,139.62µm
_01477_,139.42µm
_01616_,139.1µm
_00932_,139µm
_08128_,138.9µm
net500,138.885µm
net448,138.58µm
_10008_,138.52µm
_04427_,138.18µm
_03053_,137.82µm
net426,137.54µm
_00892_,137.52µm
_01897_,137.14µm
_00213_,137µm
net514,137µm
net496,136.995µm
_02615_,136.64µm
_03355_,136.58µm
_00539_,136.56µm
_03388_,136.36µm
_03600_,136.22µm
_04822_,136.05µm
_08938_,136.04µm
_06238_,135.88µm
_02647_,135.835µm
_01819_,135.52µm
_08207_,135.48µm
_01813_,135.435µm
_04310_,135.42µm
net396,135.36µm
_10631_,135.3µm
_03707_,135.18µm
_02231_,135.1µm
_04469_,135.05µm
_02677_,134.9µm
_07360_,134.9µm
_01156_,134.78µm
net316,134.53µm
_05612_,134.52µm
_04274_,134.5µm
_08461_,134.195µm
net529,134.18µm
net493,134.04µm
net370,133.56µm
_04381_,133.495µm
_02799_,133.48µm
_03721_,133µm
_01640_,132.97µm
_03873_,132.72µm
_08203_,132.6µm
_05366_,132.54µm
_06687_,132.32µm
_03357_,132.2µm
_00627_,131.98µm
_00844_,131.76µm
_02542_,131.39µm
_05140_,131µm
_01709_,130.92µm
_01576_,130.9µm
_01258_,130.82µm
net259,130.7µm
_01418_,130.62µm
_03091_,130.56µm
net463,130.54µm
_00586_,130.46µm
net491,130.08µm
net530,129.885µm
_05827_,129.84µm
_06500_,129.78µm
_02247_,129.68µm
_05329_,129.56µm
_08521_,129.46µm
_04600_,129.3µm
net498,129.27µm
net193,129.105µm
_07571_,129.1µm
_05073_,128.82µm
_00363_,128.6µm
_03378_,128.56µm
_09919_,128.44µm
_02936_,128.4µm
_07572_,128.4µm
_02957_,128.34µm
net189,128.32µm
_04010_,128.24µm
_03850_,128.235µm
_08480_,127.9µm
_00744_,127.42µm
_06320_,127.38µm
_02552_,127.32µm
_06439_,127.22µm
_00999_,127.04µm
_00949_,126.94µm
_01461_,126.74µm
_04298_,126.36µm
net505,125.96µm
_01108_,125.86µm
_02656_,125.84µm
_01080_,125.58µm
_10503_,125.52µm
_03144_,125.42µm
_04420_,125.41µm
_05188_,125.34µm
_06977_,125.3µm
_02188_,125.22µm
_07534_,125.02µm
_03926_,124.86µm
_08211_,124.8µm
_02630_,124.75µm
_00011_,124.525µm
_07748_,124.43µm
_09524_,123.98µm
net445,123.94µm
net324,123.9µm
_02025_,123.84µm
_03488_,123.73µm
_04515_,123.7µm
_02034_,123.34µm
_02778_,123.28µm
_01497_,123.26µm
_00654_,123.22µm
_02318_,123.02µm
_11130_,123µm
_02645_,122.74µm
net437,122.56µm
net489,122.25µm
_04283_,122.16µm
net536,122.14µm
_04823_,121.78µm
_09921_,121.78µm
net450,121.435µm
_10761_,121.42µm
_06321_,121.4µm
_03204_,121.32µm
_00955_,121.3µm
_04513_,121.18µm
net294,121.08µm
_00763_,120.9µm
_09725_,120.695µm
net410,120.425µm
_01326_,120.42µm
_03410_,120.42µm
_09871_,120.14µm
_03595_,120.08µm
_04607_,119.8µm
net420,119.8µm
_03367_,119.76µm
_03393_,119.76µm
net278,119.75µm
_08162_,119.68µm
_04786_,119.46µm
_08648_,119.4µm
_03704_,119.32µm
_01051_,119.26µm
_03120_,119.12µm
_04650_,118.62µm
net381,118.61µm
_00888_,118.4µm
_05921_,118.4µm
net469,118.3µm
_07359_,118.08µm
_06076_,117.96µm
_09706_,117.66µm
_09108_,117.56µm
net454,117.56µm
net440,117.51µm
_03631_,117.415µm
_02269_,117.24µm
_02599_,117.16µm
_02642_,116.89µm
_07535_,116.7µm
_08332_,116.68µm
_01241_,116.58µm
_03923_,116.51µm
_00939_,116.48µm
_01000_,116.48µm
net188,116.4µm
_03711_,116.24µm
_03628_,116.22µm
_10676_,116.06µm
_02923_,115.84µm
_03247_,115.7µm
_09051_,115.7µm
_03391_,115.4µm
_01423_,115.04µm
_01707_,115.02µm
_00855_,114.78µm
_07933_,114.5µm
_03099_,114.46µm
_09456_,114.32µm
net325,114.26µm
_05076_,114.24µm
net428,114.14µm
_08234_,114.13µm
_01474_,114.04µm
_04054_,114.04µm
_04354_,113.98µm
_00941_,113.96µm
_03066_,113.92µm
_01198_,113.84µm
net184,113.62µm
_01312_,113.38µm
_02828_,113.26µm
_00721_,113.12µm
_01129_,112.88µm
_04569_,112.85µm
_00641_,112.8µm
_01079_,112.8µm
net161,112.46µm
_01505_,112.26µm
_06670_,112.2µm
_00910_,112.14µm
_04332_,112µm
_00206_,111.99µm
_03400_,111.92µm
_05304_,111.845µm
_02607_,111.68µm
_10369_,111.6µm
_05364_,111.56µm
_00009_,111.425µm
_00752_,111.36µm
_04659_,111.1µm
_03232_,110.9µm
_03700_,110.88µm
net105,110.86µm
_10681_,110.855µm
net509,110.7µm
_07144_,110.64µm
net302,110.6µm
_00895_,110.46µm
net342,110.44µm
_07195_,110.32µm
_04271_,110.3µm
_09155_,110.18µm
_09895_,110.16µm
net551,110.1µm
_03408_,109.74µm
_06530_,109.68µm
_04256_,109.58µm
_01197_,109.42µm
_04991_,109.24µm
_10835_,109.16µm
_02804_,109.02µm
_08651_,108.98µm
net374,108.98µm
_02659_,108.94µm
_05243_,108.9µm
_10851_,108.655µm
_04989_,108.5µm
_03842_,108.48µm
_04295_,108.44µm
_03103_,108.24µm
_01178_,108.22µm
_03216_,108.18µm
_00647_,107.98µm
_04985_,107.78µm
_02417_,107.655µm
_08495_,107.46µm
_06014_,107.28µm
net414,107.225µm
_04661_,107.2µm
_09724_,107.14µm
_04448_,107µm
_00183_,106.96µm
_02682_,106.82µm
_10945_,106.7µm
_05832_,106.48µm
_07966_,106.46µm
_01020_,106.2µm
net213,106µm
_09454_,105.98µm
_03608_,105.9µm
_03044_,105.84µm
_10840_,105.76µm
_07047_,105.68µm
_04497_,105.53µm
_09607_,105.28µm
_03059_,105.14µm
_04115_,105.13µm
_08161_,105.05µm
_03304_,104.98µm
_03050_,104.96µm
_11139_,104.66µm
_04543_,104.56µm
_01541_,104.46µm
net266,104.27µm
_09119_,104.2µm
_04244_,104.18µm
_06332_,104.18µm
_06197_,104.105µm
_01296_,104.06µm
_05622_,103.81µm
_07357_,103.44µm
_00683_,103.395µm
_06808_,103.315µm
_05139_,103.3µm
_03534_,103.27µm
_01375_,103.24µm
_02311_,103.24µm
_01343_,103.22µm
_04912_,103.2µm
net541,103.12µm
_10636_,103.06µm
_05824_,102.98µm
_02541_,102.96µm
_02289_,102.68µm
net123,102.68µm
_07764_,102.42µm
_04958_,102.29µm
_04412_,101.98µm
_02399_,101.74µm
_03761_,101.68µm
_08311_,101.415µm
net377,101.38µm
_03425_,101.36µm
_01265_,101.18µm
net106,100.895µm
_00059_,100.64µm
net421,100.515µm
_03607_,100.44µm
_00007_,100.42µm
_09333_,100.18µm
_04748_,100.1µm
_05054_,100.02µm
_09822_,99.96µm
clknet_0_clk,99.96µm
_08512_,99.795µm
_10558_,99.59µm
_05408_,99.525µm
_04396_,99.52µm
_04710_,99.48µm
_04157_,99.34µm
_00874_,99.32µm
_03211_,99.15µm
_09247_,99.14µm
net313,99.1µm
net540,98.98µm
_03417_,98.805µm
_06067_,98.76µm
_07286_,98.73µm
_01929_,98.56µm
_06374_,98.36µm
_05442_,98.34µm
net511,98.24µm
net586,97.95µm
net306,97.94µm
_04749_,97.88µm
_03446_,97.72µm
_10817_,97.7µm
_04233_,97.66µm
_08239_,97.52µm
_07892_,97.08µm
_03404_,96.8µm
_02598_,96.69µm
_10635_,96.34µm
net82,96.32µm
_08330_,96.31µm
_03136_,96.3µm
_09423_,96.26µm
_07967_,96.16µm
_09630_,95.98µm
net304,95.98µm
net357,95.895µm
_09684_,95.86µm
_03616_,95.78µm
_04755_,95.52µm
_09772_,95.48µm
net477,95.46µm
_03406_,95.34µm
net181,95.34µm
_00511_,95.32µm
_03646_,95.32µm
_00651_,95.04µm
_06671_,94.94µm
_03742_,94.72µm
net215,94.72µm
_09087_,94.66µm
_05865_,94.48µm
_03666_,94.05µm
_03265_,93.56µm
net297,93.4µm
