net,length_um
net294,403.08µm
_11208_,402.72µm
net502,402.09µm
net323,401.705µm
net1058,401.63µm
net1265,401.425µm
net159,401.37µm
_00235_,401.34µm
net1238,400.74µm
net1228,399.44µm
net1148,399.175µm
net265,398.81µm
net1236,398.74µm
net948,398.31µm
net280,397.48µm
_12996_,397.385µm
net35,397.37µm
net1303,397.34µm
net1161,397.25µm
net552,397.24µm
net1192,397.195µm
net1254,396.975µm
net1014,396.96µm
net36,396.77µm
net1185,396.36µm
net565,396.32µm
net1114,396.12µm
net1167,396.08µm
net317,395.56µm
net366,395.5µm
_11735_,395.32µm
net49,395.18µm
_12732_,394.415µm
_14954_,394.355µm
net308,394.28µm
net233,394.23µm
net693,393.84µm
net276,393.54µm
net579,393.16µm
net1292,392.9µm
net788,392.88µm
net403,392.66µm
net326,392.48µm
net454,391.76µm
net320,391.615µm
net278,391.4µm
net282,391.26µm
net295,391.17µm
net312,390.88µm
net274,390.79µm
_13686_,390.78µm
net587,390.52µm
net1090,390.345µm
net296,390.34µm
net774,390.29µm
net1173,390.02µm
net912,389.86µm
net306,389.5µm
net897,389.475µm
_16366_,389.46µm
net526,389.44µm
net1199,389.32µm
net1290,388.86µm
_13721_,388.46µm
net196,388.32µm
net152,388.11µm
net286,388.08µm
net290,388.04µm
net267,388.02µm
net557,388.02µm
net473,387.98µm
net1300,387.875µm
net1262,387.655µm
net273,387.27µm
net1062,387.1µm
net25,386.78µm
net313,386.73µm
net271,386.68µm
net1298,386.64µm
net333,386.61µm
net886,386.47µm
net926,386.34µm
net806,386.275µm
net297,386.19µm
net1214,386.01µm
net1032,385.52µm
net812,385.35µm
net1108,384.895µm
net162,384.88µm
net127,384.79µm
net302,384.59µm
net37,384.42µm
net261,384.34µm
_08874_,384.15µm
net128,384.15µm
net482,384.05µm
net480,384µm
net268,383.67µm
net483,383.44µm
net478,383.435µm
net325,383.42µm
net484,383.34µm
net869,383.24µm
net299,383.1µm
net763,383.05µm
net566,382.99µm
_13534_,382.78µm
net1215,382.58µm
net1233,382.57µm
net236,382.51µm
net949,382.42µm
net257,382.4µm
net370,382.37µm
net260,381.84µm
_10417_,381.79µm
net29,381.54µm
net611,381.435µm
net1155,381.14µm
net1263,381.1µm
net264,381.06µm
net560,381.035µm
net352,380.78µm
net536,380.69µm
net1284,380.52µm
net154,380.17µm
net281,379.91µm
net305,379.75µm
net263,379.59µm
_08039_,379.49µm
net341,379.45µm
net800,379.21µm
net1241,379.07µm
net1056,378.98µm
net401,378.92µm
net481,378.92µm
net882,378.92µm
net1011,378.48µm
net256,378.46µm
net479,378.44µm
net174,378.43µm
net1053,378.42µm
net277,378.36µm
net1144,377.37µm
net1229,377.19µm
net85,377.1µm
_13699_,376.89µm
net287,376.83µm
_10997_,376.76µm
net255,376.62µm
net132,376.32µm
net752,376.31µm
_11779_,376.18µm
net259,376.13µm
net1154,376.01µm
net1007,375.89µm
net288,375.35µm
_04303_,374.62µm
_14578_,373.71µm
_03931_,372.99µm
net680,372.86µm
net1033,372.44µm
_11259_,372.42µm
net562,372.365µm
net38,372.16µm
net1057,371.89µm
net712,371.705µm
net741,371.6µm
_01582_,371.555µm
_09998_,371.07µm
net936,370.88µm
_20246_,370.33µm
_17697_,370.28µm
_14545_,369.17µm
_18051_,369.16µm
net84,368.58µm
net106,367.48µm
net198,367.45µm
_02434_,366.585µm
_11451_,366.32µm
_01849_,365.73µm
_11244_,365.62µm
net604,365.6µm
net44,364.76µm
net54,364.19µm
_10717_,363.36µm
_17953_,363.22µm
net595,363.02µm
net437,362.8µm
_03322_,362.66µm
net721,361.875µm
net1113,361.4µm
net129,361.3µm
_12333_,360.935µm
_16337_,360.595µm
net972,360.55µm
net599,360.48µm
net876,360.36µm
_14683_,360.11µm
net1281,359.84µm
net508,359.46µm
net1132,359.3µm
net498,359.025µm
net527,358.94µm
net39,358.86µm
net953,358.84µm
net41,358.7µm
net186,358.375µm
_17049_,357.76µm
_11206_,357.49µm
net151,357.48µm
net420,357.3µm
_01047_,356.82µm
_01103_,356.71µm
net1145,356.58µm
_20583_,356.305µm
net532,355.75µm
net153,355.6µm
net1078,354.735µm
net130,354.42µm
_05573_,354.31µm
net1040,353.92µm
net1021,353.86µm
_11739_,353.6µm
net449,353.35µm
net43,353.14µm
net1010,352.59µm
_18578_,352.58µm
net858,352.07µm
net952,352.02µm
_09831_,351.84µm
_12470_,350.76µm
net40,350.55µm
net742,349.86µm
_20110_,349.68µm
net107,349.64µm
net719,349.62µm
_18573_,349.34µm
net188,347.98µm
net875,347.92µm
net1018,347.61µm
_13150_,347.24µm
net548,347.23µm
_10998_,347.135µm
net1069,347.06µm
_04293_,346.91µm
_12817_,346µm
net474,345.935µm
_18230_,345.775µm
net446,345.25µm
net1136,344.315µm
_01093_,344.26µm
net879,344µm
net1200,343.795µm
_06642_,343.72µm
net345,342.85µm
_13436_,342.08µm
_09039_,341.965µm
_10066_,341.38µm
_11057_,340.9µm
net1287,340.715µm
_13472_,340.53µm
_19824_,340.29µm
net1164,340.105µm
net1117,339.925µm
_18357_,339.31µm
net709,339.28µm
_01914_,339.06µm
net331,339.06µm
net451,338.64µm
_03378_,338.415µm
net1135,337.87µm
_16196_,337.76µm
_03050_,337.74µm
net1008,337.46µm
net42,337.42µm
_17776_,337.06µm
net724,336.83µm
_17732_,336.81µm
net237,336.72µm
net384,336.51µm
_13161_,336.26µm
_13249_,335.94µm
net660,335.74µm
net1301,334.99µm
_11484_,334.84µm
_18300_,334.78µm
net584,334.59µm
net1016,333.95µm
_07062_,333.46µm
net163,333.06µm
net1025,332.675µm
_02917_,332.49µm
_11948_,332.4µm
_15215_,332.34µm
net1156,332.09µm
net50,331.56µm
_11845_,331.43µm
net2,331.42µm
net210,331.1µm
_16792_,330.74µm
_13989_,330.64µm
_10020_,330.53µm
net937,329.04µm
_17910_,328.97µm
net133,328.66µm
net525,328.275µm
_15192_,327.5µm
net673,327.445µm
_12192_,327.44µm
_04066_,327.08µm
_18677_,326.875µm
net439,326.64µm
net176,325.88µm
_12599_,324.95µm
net433,324.13µm
net833,323.84µm
net327,322.57µm
net1091,322.53µm
net1170,322.38µm
net1210,321.92µm
net349,321.34µm
net319,320.39µm
net1153,319.995µm
net1084,319.92µm
_17292_,319.7µm
_15629_,319.48µm
net1088,319.36µm
_13727_,319.2µm
net563,318.88µm
_00631_,318.48µm
_16621_,318.12µm
net521,318µm
_02949_,317.84µm
net440,316.76µm
net916,316.5µm
_10887_,316.45µm
_03381_,316.34µm
net683,316.055µm
_15224_,315.54µm
net112,315.38µm
net53,315.1µm
_10097_,315.06µm
net1046,313.96µm
_01298_,313.685µm
_17051_,312.58µm
net931,312.53µm
_18135_,312.495µm
net895,312.395µm
_12415_,311.415µm
net89,310.32µm
_14122_,310.02µm
net1165,309.9µm
_02649_,309.46µm
net110,309.14µm
net216,309.12µm
_09995_,308.81µm
_04069_,308.7µm
_15191_,308.07µm
_17721_,307.94µm
net1120,307.94µm
_13865_,307.75µm
_17474_,307.64µm
net815,307.035µm
net676,306.695µm
_01486_,306.66µm
_16873_,306.57µm
net990,306.54µm
net570,306.53µm
net465,306.49µm
_20497_,306.135µm
net164,305.62µm
net793,305.325µm
_11671_,305.31µm
net111,305.225µm
net1079,304.84µm
_12125_,304.79µm
net681,304.245µm
_12572_,304.19µm
_12462_,304.18µm
net854,303.635µm
_11358_,303.12µm
net764,302.96µm
net1196,302.72µm
_14940_,301.9µm
_18878_,301.76µm
net422,301.4µm
_14773_,301.17µm
net392,300.645µm
net215,300.34µm
_13955_,300.06µm
_17269_,299.96µm
_00213_,299.82µm
_14827_,299.58µm
net1257,299.5µm
net929,299.49µm
_03730_,298.945µm
net567,298.83µm
net378,298.33µm
net832,298.09µm
net891,297.755µm
net1115,297.68µm
_13061_,297.07µm
_03336_,296.73µm
net48,296.575µm
net380,296.455µm
_10650_,296.32µm
_16432_,296.29µm
_07589_,296.22µm
_12299_,295.98µm
_18877_,295.36µm
_15897_,295.22µm
_07671_,295.16µm
_05187_,295.015µm
_00007_,294.79µm
_01686_,294.78µm
_14527_,294.77µm
_17245_,294.74µm
_08305_,294.61µm
_02511_,294.32µm
net826,293.69µm
_00878_,293.4µm
_12638_,292.69µm
_18489_,292.54µm
net623,292.28µm
_12941_,292.08µm
_11273_,292.075µm
_12765_,291.9µm
net861,291.78µm
_18648_,291.74µm
_01104_,291.275µm
_00315_,290.77µm
net947,290.54µm
net805,290.445µm
_15608_,290.4µm
_02651_,290.31µm
_20404_,290.26µm
net1273,290.18µm
net492,289.88µm
net417,289.02µm
net1271,288.825µm
net309,288.7µm
net1208,288.67µm
net851,288.64µm
net1158,288.52µm
net505,288.35µm
net241,288.22µm
net1027,287.72µm
net634,287.64µm
_04003_,287.43µm
_13549_,287.315µm
net393,286.69µm
_13508_,286.58µm
_12507_,286.525µm
_09492_,286.42µm
net386,285.9µm
_12721_,285.895µm
net863,285.62µm
net90,285.04µm
_00431_,284.76µm
_13304_,284.62µm
net928,284.25µm
net1223,284.2µm
_13564_,284.14µm
_16370_,284.08µm
_16024_,283.86µm
net1000,283.27µm
_08864_,282.945µm
_11734_,282.49µm
net1005,282.36µm
_13106_,282.3µm
_17068_,282µm
_19060_,281.98µm
net475,281.86µm
_19122_,281.6µm
_07084_,281.12µm
clknet_1_1__leaf_clk,280.4µm
net471,280.32µm
net1022,280.14µm
net346,279.88µm
_01405_,279.3µm
net177,279.25µm
_16577_,278.85µm
_19380_,278.84µm
_11357_,278.8µm
_19465_,278.54µm
net354,278.46µm
_12716_,278.42µm
_11868_,278.32µm
net1190,278.31µm
_05216_,278.2µm
_14717_,278.16µm
_13715_,277.96µm
_18079_,277.7µm
net877,277.65µm
_03116_,277.2µm
net597,277.18µm
net194,276.695µm
_02884_,276.55µm
_12456_,276.39µm
net1297,276.1µm
net155,276.06µm
_09945_,275.765µm
_19529_,275.46µm
_16236_,275.44µm
_12838_,275.25µm
net204,275.12µm
_13117_,274.28µm
_12875_,274.24µm
_00257_,273.92µm
net701,273.79µm
_12974_,273.555µm
_07046_,273.55µm
_12587_,273µm
_20185_,272.42µm
net52,272.16µm
_01750_,272.06µm
net429,271.74µm
_00734_,270.705µm
_09879_,270.255µm
_04818_,269.78µm
_18080_,269.62µm
_15945_,269.5µm
_14483_,269.22µm
_08140_,269.04µm
net1127,268.8µm
_11600_,268.64µm
net368,268.63µm
net1083,268.61µm
net388,268.42µm
_13172_,268.295µm
_13868_,268.19µm
net228,268.04µm
_00462_,268µm
net291,267.9µm
net828,267.89µm
_09723_,267.88µm
_17765_,267.74µm
_16548_,267.33µm
net344,266.735µm
_00463_,266.4µm
net1171,266.38µm
_17069_,266.16µm
net762,266.15µm
net543,266.14µm
net1110,265.98µm
net789,265.94µm
_17649_,265.84µm
net330,265.8µm
_11231_,265.56µm
net1218,265.46µm
net81,265.415µm
net1106,265.395µm
net1102,265.2µm
net698,264.6µm
_13202_,264.57µm
net761,264.5µm
_18908_,264.28µm
net339,264.03µm
net523,263.875µm
net461,263.86µm
_02480_,263.84µm
net230,263.72µm
_20375_,263.54µm
_11686_,263.36µm
_01320_,263.34µm
_00009_,263.32µm
_17955_,263.245µm
net464,263.18µm
_14277_,263.03µm
_08829_,262.91µm
_06244_,262.82µm
_00862_,262.805µm
net226,262.58µm
net1044,262.46µm
net165,262.3µm
net900,262.24µm
_10820_,261.98µm
net822,261.98µm
_00669_,261.95µm
net1225,261.9µm
_16305_,261.88µm
_00224_,261.865µm
net679,261.58µm
net213,261.34µm
net989,261.23µm
_12886_,261.09µm
net447,261µm
_18023_,260.64µm
net1061,260.3µm
_16433_,260.26µm
_17305_,259.9µm
net1201,259.85µm
_20019_,259.63µm
_10807_,259.23µm
_20014_,259.16µm
_12766_,259.065µm
net397,259.04µm
net387,258.92µm
_10787_,258.86µm
_09701_,258.64µm
net868,258.14µm
net347,257.98µm
_08698_,257.69µm
net866,257.515µm
net942,257.34µm
_07176_,257.32µm
net381,256.46µm
_09597_,256.45µm
_06527_,256.2µm
_08972_,255.78µm
_00588_,255.74µm
_13957_,255.595µm
net1082,255.43µm
_17614_,255.195µm
net1139,255.16µm
_07535_,255.11µm
_15160_,255.1µm
_07538_,254.54µm
_17067_,253.98µm
_19260_,253.69µm
_14981_,253.12µm
net970,253.07µm
net629,252.82µm
_00719_,252.7µm
net697,252.69µm
net1087,252.4µm
_00209_,252.24µm
net1006,252.2µm
net996,252.16µm
net272,251.9µm
_11261_,251.86µm
_15979_,251.76µm
_06497_,251.72µm
net542,251.68µm
net15,251.36µm
net178,251.29µm
net966,251.24µm
net520,251.08µm
net292,251.02µm
net214,250.27µm
_07982_,250.2µm
_09877_,250.1µm
_19023_,250.06µm
_14905_,249.83µm
_10888_,249.64µm
net10,249.34µm
_19210_,249.24µm
_14982_,248.88µm
_14007_,248.875µm
_16220_,248.83µm
net950,248.52µm
_12985_,248.48µm
net692,248.4µm
net795,248.02µm
net1224,247.945µm
net633,247.88µm
_00708_,247.855µm
_17798_,247.83µm
net114,247.49µm
net684,247.45µm
_09297_,247.16µm
_14018_,247.06µm
_13608_,247µm
_13468_,246.98µm
_13591_,246.95µm
net3,246.855µm
net487,246.435µm
net982,246.39µm
_14279_,246.36µm
_11059_,246.26µm
net414,246.24µm
net856,246.075µm
net522,245.97µm
net923,245.68µm
_15813_,245.26µm
net1175,244.92µm
net357,244.77µm
_14890_,244.72µm
net1017,244.585µm
net8,244.24µm
_06862_,244.07µm
_19102_,243.89µm
net1157,243.18µm
_15065_,243.12µm
_15639_,242.625µm
_13775_,242.48µm
_07018_,242.43µm
_19263_,242.42µm
_17544_,242.36µm
_13050_,242.04µm
_01297_,241.98µm
_09899_,241.9µm
_12717_,241.82µm
net704,241.78µm
_08041_,241.72µm
net1205,241.64µm
net631,241.62µm
_11079_,241.18µm
net1104,241.12µm
_15293_,241.1µm
_14454_,241.01µm
_13893_,240.87µm
net690,240.69µm
net984,240.58µm
_09661_,240.14µm
_14698_,239.41µm
_10970_,239.36µm
_01675_,239.24µm
net180,238.52µm
net4,238.35µm
_19025_,238.28µm
net906,238.16µm
_13720_,237.8µm
_14281_,237.74µm
_15227_,237.66µm
_06378_,237.595µm
_14303_,237.33µm
_03523_,237.07µm
net919,236.98µm
net874,236.835µm
net922,236.8µm
_10920_,236.57µm
_13826_,236.14µm
net1068,236.13µm
_12725_,236.04µm
net994,236.02µm
net632,235.95µm
_10955_,235.86µm
net1251,235.72µm
net436,235.62µm
_13896_,235.56µm
_05953_,235.22µm
_08052_,235.1µm
net991,234.98µm
net1143,234.86µm
_15746_,234.78µm
_16326_,234.615µm
net901,234.45µm
net687,234.19µm
_16415_,234.14µm
net898,234.13µm
net699,233.96µm
_11834_,233.89µm
net1221,233.88µm
_18140_,233.72µm
_12951_,233.52µm
net510,233.5µm
net978,233.455µm
_02609_,233.41µm
_07461_,233.4µm
_12269_,233.38µm
net1013,232.84µm
_12790_,232.64µm
net887,232.55µm
_12581_,232.12µm
net1042,232.1µm
net860,231.86µm
_07359_,231.72µm
net844,231.69µm
_02947_,231.62µm
_06346_,231.14µm
net1012,231.13µm
_09662_,231.12µm
net419,231.09µm
_01716_,230.7µm
_11128_,230.68µm
_12737_,230.66µm
_17325_,230.615µm
net113,230.36µm
_19264_,230.34µm
net739,229.97µm
_08338_,229.93µm
_11604_,229.74µm
net202,229.74µm
_16239_,229.72µm
_14210_,229.42µm
net765,229.285µm
_17405_,229.2µm
_01302_,228.835µm
_13309_,228.73µm
net385,228.61µm
net1211,228.6µm
_11444_,228.59µm
_17401_,228.435µm
net1249,228.31µm
net409,228.035µm
_11893_,227.98µm
net706,227.915µm
_16304_,227.68µm
_12908_,227.54µm
_04710_,227.44µm
_12747_,227.41µm
_15814_,227.36µm
net355,227.075µm
net1151,226.9µm
_02181_,226.8µm
_11554_,226.66µm
_01598_,226.49µm
net1237,226.405µm
net300,226.38µm
_14387_,226.24µm
_15870_,226.22µm
_15122_,225.86µm
net583,225.625µm
net686,225.615µm
_15093_,225.545µm
_14150_,225.32µm
_12508_,225.215µm
_11618_,225.195µm
_10364_,225.07µm
_18919_,224.96µm
net672,224.42µm
net983,224.375µm
net1002,224.12µm
net379,223.985µm
net377,223.96µm
_06416_,223.93µm
_13556_,223.7µm
_00189_,223.5µm
_11233_,223.16µm
_02500_,223.06µm
_20037_,222.99µm
net427,222.86µm
net999,222.805µm
_14004_,222.76µm
net511,222.74µm
net1039,222.225µm
net1239,222.12µm
net585,221.96µm
net1037,221.83µm
_14282_,221.61µm
net1124,221.53µm
_11952_,221.46µm
_02379_,221.44µm
net514,220.9µm
_05269_,220.71µm
net652,220.615µm
_09486_,220.48µm
_15750_,220.34µm
net11,220.02µm
net951,219.86µm
net939,219.84µm
net518,219.835µm
net1,219.66µm
_17200_,219.54µm
_05090_,218.62µm
_11607_,218.56µm
net348,218.48µm
_16661_,218.32µm
_12831_,218.17µm
_15622_,218.125µm
net1001,217.98µm
_08336_,217.96µm
net438,217.89µm
net892,217.555µm
_13677_,217.22µm
net441,217.135µm
net116,216.96µm
net187,216.8µm
_05019_,216.75µm
net376,216.42µm
net899,216.135µm
_04176_,216µm
net1095,215.605µm
_00697_,215.56µm
net253,215.36µm
_13040_,215.18µm
_05091_,215.1µm
_01687_,214.95µm
_13151_,214.92µm
net630,214.54µm
_11284_,214.48µm
_15129_,214.46µm
_03303_,214.23µm
net847,214.13µm
net1150,214.12µm
_13820_,213.96µm
_08801_,213.82µm
_11478_,213.82µm
_11345_,213.62µm
_20498_,213.42µm
_11056_,213.32µm
_13470_,213.28µm
net819,213.24µm
_16763_,212.82µm
_16564_,212.7µm
_17406_,212.23µm
net501,212.075µm
_16565_,211.92µm
_08656_,211.85µm
net1141,211.4µm
net203,211.34µm
net938,211.28µm
_07115_,211.12µm
net708,211.12µm
net156,210.86µm
_00356_,210.62µm
_19579_,210.58µm
_02508_,210.31µm
_02261_,210.28µm
net1133,210.15µm
_17321_,209.64µm
_17813_,209.52µm
_18161_,209.48µm
_04700_,209.42µm
net240,209.04µm
net707,208.91µm
net415,208.84µm
net166,208.73µm
net1122,208.69µm
_20564_,208.44µm
net905,208.36µm
_12455_,208.22µm
_11878_,208.02µm
_13908_,208µm
_13083_,207.88µm
_17935_,207.88µm
net1020,207.78µm
_14306_,207.6µm
_02507_,207.28µm
_11606_,207.18µm
_09071_,206.99µm
_08436_,206.8µm
net967,206.56µm
_08901_,206.48µm
_07346_,206.325µm
net1116,206.055µm
_05281_,205.92µm
net896,205.88µm
net995,205.87µm
_07064_,205.6µm
_15653_,205.29µm
net1137,205.24µm
_02096_,204.98µm
net184,204.96µm
_08643_,204.94µm
_13512_,204.885µm
_08263_,204.7µm
_00884_,204.38µm
_12795_,204.33µm
net809,204.3µm
net182,204.24µm
net918,204.12µm
net841,203.975µm
_13066_,203.86µm
_18338_,203.5µm
_14314_,203.385µm
_11921_,203.23µm
net668,203.14µm
_19312_,203.115µm
net181,203.04µm
_13403_,202.94µm
net1064,202.83µm
net711,202.715µm
_12977_,202.645µm
_04175_,202.35µm
_19556_,202.295µm
net955,202.26µm
net596,202.22µm
_08490_,202.18µm
net964,202.11µm
_07306_,202.06µm
net390,202.06µm
net814,202.02µm
_07345_,201.94µm
_20529_,201.89µm
net890,201.86µm
_13879_,201.7µm
net1296,201.6µm
_15670_,201.54µm
_18511_,201.51µm
_11474_,201.5µm
_18816_,201.445µm
_12656_,201.43µm
net55,201.4µm
_11010_,201.36µm
_12798_,201.32µm
net1080,201.28µm
net755,201.24µm
_16724_,201.03µm
_02828_,200.87µm
net245,200.86µm
_10761_,200.84µm
net209,200.64µm
net682,200.58µm
net1299,200.37µm
net1195,200.1µm
_13062_,200.09µm
_04347_,199.695µm
_12167_,199.66µm
_13794_,199.5µm
net509,199.41µm
_01191_,199.01µm
_11867_,199.005µm
_12935_,198.52µm
net908,198.32µm
_11053_,198.16µm
net757,198.08µm
net974,198.07µm
_00774_,197.82µm
_16298_,197.77µm
net1183,197.58µm
_07496_,197.42µm
_04791_,197.2µm
net767,197.16µm
_15671_,197.12µm
_13194_,197.08µm
_03786_,196.92µm
_01524_,196.88µm
net221,196.795µm
net838,196.62µm
_12611_,196.26µm
_01105_,196.08µm
_11434_,195.82µm
_14330_,195.61µm
net497,195.58µm
_19420_,195.5µm
net490,195.33µm
_13086_,195.3µm
_00222_,195.05µm
net1279,195.02µm
_13537_,194.875µm
_09728_,194.7µm
_20344_,194.28µm
_00378_,194.11µm
_08971_,193.54µm
net1166,193.42µm
net506,193.105µm
_07580_,192.84µm
_09690_,192.8µm
net1149,192.735µm
_15594_,192.4µm
_12592_,192.31µm
net1028,192.26µm
_01892_,191.99µm
_18467_,191.64µm
_13875_,191.12µm
_12833_,191µm
net865,190.98µm
net1182,190.58µm
net1280,190.465µm
net1128,190.36µm
_09712_,190.16µm
net831,190.06µm
_18092_,189.96µm
_13303_,189.91µm
_07240_,189.9µm
net466,189.89µm
_04743_,189.78µm
_16829_,189.78µm
net1015,189.67µm
_14307_,189.4µm
_14421_,189.3µm
_11003_,189.24µm
net626,188.97µm
net933,188.92µm
_08030_,188.715µm
_07378_,188.46µm
_10307_,188.26µm
_17545_,188.25µm
_17477_,188.24µm
_05841_,188.11µm
_09894_,188µm
_00010_,187.805µm
net443,187.365µm
_13533_,187.32µm
_08986_,187.28µm
net932,186.765µm
_00341_,186.75µm
_10777_,186.7µm
_19036_,186.66µm
_00293_,186.51µm
_20173_,186.46µm
net100,186.38µm
_05955_,186.26µm
_06451_,186.16µm
net1023,186.12µm
net115,185.92µm
_00243_,185.855µm
_15563_,185.82µm
_00301_,185.78µm
_12288_,185.72µm
_19601_,185.7µm
_11126_,185.58µm
net798,185.24µm
_15027_,185.18µm
net1035,185.14µm
net1134,185.12µm
_04512_,185.02µm
_12793_,184.72µm
_12584_,184.64µm
net778,184.61µm
