net,length_um
_20246_,360.31µm
net38,359.9µm
net1216,359.8µm
_11208_,359.77µm
net153,359.01µm
_15228_,358.25µm
_12809_,357.91µm
net651,357.79µm
net680,357.19µm
net1059,356.06µm
net151,356.03µm
net1085,355.8µm
net130,355.775µm
net268,355.49µm
_03931_,354.49µm
net712,354.32µm
net1036,354.295µm
_14683_,354.12µm
net759,353.74µm
_11023_,353.73µm
_20583_,353.52µm
net837,353.36µm
net393,352.47µm
net398,351.775µm
net567,350.34µm
_17953_,350.32µm
net866,350.165µm
net765,350.155µm
_06494_,350.13µm
net410,349.63µm
_14578_,349.09µm
net351,348.995µm
_12470_,348.685µm
net1011,348.64µm
net1049,347.27µm
net951,346.6µm
net614,346.28µm
net1031,346.22µm
_16196_,345.61µm
_11779_,345.155µm
net39,344.635µm
_00631_,344.28µm
net1101,343.46µm
net1090,343.44µm
_03381_,343µm
net412,343µm
net942,342.56µm
_11484_,342.54µm
net170,342.29µm
net40,342.21µm
_18135_,342.16µm
net41,341.69µm
net470,341.43µm
net196,341.2µm
_03786_,341.08µm
_02949_,340.83µm
_11845_,339.14µm
net1081,338.43µm
_10020_,337.52µm
_00431_,337.46µm
_03322_,337.23µm
net1056,336.9µm
net50,336.72µm
_15215_,336.7µm
net982,336.67µm
net848,336.42µm
net1122,336.155µm
_07463_,335.56µm
net43,335.36µm
_13721_,335.325µm
net974,335.28µm
net433,334.955µm
net237,334.78µm
_12192_,334.47µm
_14827_,334.3µm
net199,333.64µm
_13699_,333.61µm
_16337_,333.34µm
net851,332.93µm
net1116,332.8µm
net625,332.76µm
net1110,332.74µm
_13472_,332.7µm
_06642_,332.36µm
net107,332.315µm
net976,332.015µm
net418,331.46µm
net482,331.32µm
_01750_,331.26µm
_01914_,330.66µm
net368,328.94µm
_15192_,328.82µm
_09039_,328.585µm
net619,328.575µm
net133,328.34µm
_17051_,328.13µm
net357,327.66µm
net233,327.42µm
_19824_,327.39µm
net607,326.44µm
net966,326.38µm
net254,326.3µm
_17732_,325.66µm
net1063,324.895µm
_09831_,324.68µm
_14122_,324.4µm
_11057_,324.21µm
net1052,324.1µm
net315,323.71µm
net873,323.58µm
_04069_,323.33µm
net1171,323.17µm
_03336_,323.08µm
net1041,322.61µm
net770,321.955µm
_01047_,321.78µm
_15191_,321.53µm
net737,321.345µm
_11273_,321.115µm
_13865_,320.91µm
_12599_,320.18µm
_17910_,319.82µm
net226,319.66µm
_17292_,319.36µm
net961,318.8µm
_04066_,318.26µm
net640,318µm
net111,317.82µm
_18357_,316.855µm
_02917_,316.62µm
_03050_,316.32µm
net1202,316.06µm
_14940_,315.48µm
_17776_,315.28µm
_13061_,314.85µm
_04003_,314.61µm
net42,313.14µm
net950,312.58µm
net1194,312.08µm
_14286_,311.755µm
net464,311.62µm
net963,311.155µm
_08864_,311.12µm
net334,310.925µm
_07084_,310.88µm
_08305_,310.5µm
_12974_,310.095µm
net968,310.07µm
net381,309.72µm
_01298_,309.625µm
_10887_,309.57µm
net228,309.52µm
_13727_,308.64µm
_15746_,308.39µm
net555,307.42µm
_12415_,307.22µm
net1028,306.84µm
_15224_,306.78µm
net110,305.835µm
_15629_,305.08µm
_17721_,305.05µm
net382,304.82µm
_02511_,304.735µm
_13955_,304.595µm
net962,304.33µm
net1117,303.56µm
_12875_,303.32µm
net189,303.27µm
net515,303.27µm
net231,302.68µm
net1032,302.6µm
_00460_,302.4µm
_11284_,302.095µm
net1097,302.06µm
net921,302.05µm
_11600_,301.68µm
_12838_,301.595µm
_13161_,301.44µm
net761,300.85µm
_16873_,300.76µm
net194,300.435µm
net931,299.84µm
_18877_,299.64µm
_16372_,299.57µm
_18300_,299.26µm
net820,298.87µm
net998,298.73µm
net396,298.37µm
_14277_,298.34µm
_13549_,298.19µm
net1045,298.02µm
net529,297.495µm
net210,297.4µm
_12716_,297.28µm
net566,296.46µm
_16370_,296.42µm
net1099,296.2µm
net463,295.915µm
net2,295.76µm
net985,295.74µm
_08829_,295.33µm
_09879_,295.23µm
net1062,295.18µm
_08228_,295.14µm
_11734_,294.97µm
net952,294.905µm
_13564_,294.7µm
_12299_,293.36µm
net1154,293.36µm
_18489_,293.28µm
_09492_,293.18µm
_17245_,293.02µm
_13868_,292.74µm
net432,292.39µm
net929,292.21µm
_01486_,292.03µm
_18878_,292.02µm
net816,291.87µm
_08140_,291.66µm
net401,291.1µm
_00862_,290.295µm
_15608_,290.24µm
_12683_,290.2µm
net706,290.16µm
_03116_,289.98µm
net89,289.94µm
_12633_,289.86µm
_09995_,289.81µm
net163,289.79µm
_13508_,289.54µm
net175,289.24µm
_18648_,289.06µm
net615,288.92µm
net702,288.67µm
_02609_,288.645µm
_11686_,288.44µm
_16577_,288.305µm
_10970_,288.04µm
net832,287.66µm
net776,287.48µm
net232,287.16µm
_12765_,286.66µm
net1079,286.48µm
_15897_,285.98µm
net1167,285.46µm
_16432_,285.26µm
_07535_,284.24µm
net981,284.24µm
net176,284.04µm
_12587_,283.87µm
_13826_,283.86µm
_07046_,283.46µm
_20014_,283.32µm
net288,283.26µm
net380,283.235µm
net865,283.23µm
_10650_,283.09µm
_11357_,282.78µm
_11948_,282.7µm
_07461_,282.62µm
_15945_,282.54µm
_19260_,282.51µm
_07788_,282.38µm
_03730_,281.825µm
net1196,281.51µm
_17269_,281.41µm
_09723_,281.355µm
_09701_,281.21µm
net789,280.11µm
_12507_,280.1µm
_15227_,279.93µm
_02947_,279.84µm
net695,279.66µm
net112,279.6µm
_19060_,279.26µm
_18079_,279.245µm
_10920_,279.1µm
_19380_,278.1µm
_14773_,277.83µm
_00719_,277.72µm
net1135,277.42µm
net399,277.14µm
net1012,277.135µm
net1043,276.71µm
_07671_,276.62µm
net466,276.46µm
net936,276.32µm
net635,276.24µm
_10910_,276.2µm
_20404_,275.915µm
net383,275.76µm
net871,275.56µm
net627,275.455µm
net810,275.415µm
net959,275.28µm
_13715_,275.24µm
_13040_,275.11µm
_17765_,275µm
net610,274.78µm
net833,274.695µm
net90,274.52µm
_12508_,273.72µm
net703,273.715µm
net811,273.635µm
net943,273.155µm
_10955_,273.12µm
net904,272.765µm
_12462_,272.68µm
net641,272.45µm
_13117_,272.26µm
_13436_,271.73µm
_09297_,271.3µm
_15750_,270.56µm
_11670_,270.51µm
_20019_,270.44µm
_13932_,270.385µm
_01598_,270.24µm
_17305_,270.12µm
_05019_,270.1µm
_05216_,269.64µm
net528,269.56µm
net780,269.52µm
_13106_,269.2µm
net749,268.98µm
_11358_,268.7µm
_13957_,268.62µm
net429,268.35µm
_12269_,267.46µm
net155,267.02µm
net1165,266.8µm
_11345_,266.76µm
_10097_,266.13µm
_06378_,266.02µm
_18140_,266.02µm
_16024_,265.92µm
net354,265.87µm
_00708_,265.675µm
_14483_,265.4µm
_13608_,265.32µm
_09899_,264.44µm
_12766_,264.315µm
net52,264.08µm
_07589_,263.8µm
net378,263.74µm
_14890_,263.42µm
_01302_,263.155µm
net1141,262.9µm
_06244_,262.82µm
net978,262.705µm
net622,261.3µm
_07306_,261.18µm
_12717_,261.17µm
_14303_,261.09µm
_19122_,260.18µm
net1093,260.09µm
net773,259.08µm
net164,258.64µm
_01686_,258.62µm
net1197,258.555µm
_17405_,258.44µm
_16415_,257.62µm
net867,257.4µm
net836,257.36µm
_11444_,257.15µm
net562,257.15µm
_20375_,257.14µm
net113,257.02µm
net684,256.74µm
net764,256.735µm
_12656_,256.57µm
_01320_,256.06µm
_18908_,255.98µm
_14004_,255.93µm
_17068_,255.76µm
_10820_,255.7µm
_12638_,255.62µm
_14905_,255.45µm
_17200_,255.35µm
_07018_,255.245µm
net361,254.94µm
_11231_,254.82µm
_17614_,254.69µm
net193,254.56µm
net1241,254.44µm
_14018_,254.17µm
net937,254.095µm
net465,254.04µm
_17314_,253.93µm
_15065_,253.86µm
net731,253.65µm
net631,253.24µm
_17955_,253.175µm
_17649_,252.98µm
_08972_,252.52µm
net1140,252.36µm
_10761_,252.34µm
_14007_,252.08µm
_11059_,251.76µm
_08801_,251.69µm
_02884_,251.47µm
_02434_,251.415µm
_06495_,251.34µm
_05187_,251.24µm
_16661_,250.94µm
_02170_,250.72µm
_01716_,250.7µm
_16239_,250.38µm
_08698_,250.32µm
net849,249.46µm
_02489_,249.44µm
net173,249.42µm
net345,249.2µm
_00315_,249.1µm
net7,248.86µm
_01297_,248.78µm
net178,248.62µm
_15870_,248.58µm
_15979_,248.58µm
_15293_,248.15µm
net741,247.92µm
_16548_,247.73µm
_15160_,247.69µm
net214,247.09µm
_11261_,247.04µm
net1014,247.04µm
_16433_,246.97µm
_15639_,246.96µm
_12725_,246.925µm
net181,246.72µm
net1094,246.695µm
_13172_,246.58µm
_12985_,246.305µm
net1084,246.26µm
net564,246.055µm
net863,246.05µm
net45,246.01µm
net359,245.41µm
net517,245.25µm
_13050_,245.16µm
_11604_,244.94µm
net1218,244.855µm
_12737_,244.76µm
_18765_,244.68µm
_06862_,244.6µm
net733,244.54µm
_04150_,244.44µm
net460,244.42µm
net180,243.66µm
net613,243.635µm
net935,243.32µm
_11671_,243.09µm
_09454_,243µm
net349,242.96µm
net230,242.94µm
_11606_,242.84µm
net1022,242.63µm
net1125,242.62µm
_11834_,242.3µm
_10807_,242.03µm
_17544_,241.94µm
net1054,241.67µm
_14281_,241.4µm
_19465_,241.26µm
net461,241.06µm
_07480_,241.02µm
_09728_,240.86µm
net808,240.855µm
net187,240.12µm
net565,239.98µm
net784,239.9µm
_17069_,239.86µm
net949,239.79µm
net156,239.64µm
_16220_,239.45µm
net792,239.115µm
net685,239.1µm
_16305_,239.03µm
net960,238.84µm
_07240_,238.74µm
_13202_,238.57µm
_13150_,238.46µm
_12125_,238.42µm
_07524_,238.3µm
net698,238.24µm
_19102_,238.04µm
net799,237.85µm
net802,237.58µm
_06527_,237.33µm
_08052_,237.3µm
_17397_,237.29µm
net213,237.23µm
_20498_,237.2µm
_08041_,236.915µm
net1009,236.815µm
_01687_,236.74µm
net355,236.735µm
net841,236.72µm
_11079_,236.68µm
_15570_,236.665µm
_13893_,236.56µm
net81,236.465µm
_18023_,236.04µm
_14210_,235.98µm
net838,235.65µm
net114,235.58µm
_14698_,235.52µm
_00734_,235.5µm
_03523_,235.5µm
_12456_,235.25µm
_06346_,235.24µm
_17325_,235.22µm
_09662_,235.12µm
_11056_,234.88µm
net1151,234.72µm
net822,234.6µm
_00588_,234.38µm
net726,234.34µm
net339,234.02µm
net1066,233.96µm
_00669_,233.48µm
_16298_,233.44µm
net1147,233.15µm
_12790_,232.98µm
_13403_,232.64µm
_14387_,232.555µm
net350,232.4µm
net182,232.34µm
_11618_,232.23µm
_08941_,232.19µm
net485,232.15µm
_07496_,231.76µm
net186,231.54µm
_15653_,231.43µm
net854,231.315µm
_12581_,231.3µm
_06416_,231.23µm
_12747_,231.14µm
_00189_,230.96µm
net957,230.905µm
_17401_,230.89µm
_04818_,230.76µm
net958,230.62µm
net8,230.5µm
net883,230.44µm
net954,230.145µm
net858,230.08µm
net1112,230.08µm
_09661_,229.98µm
_09909_,229.94µm
_13556_,229.89µm
_02649_,229.88µm
net1034,229.515µm
_15806_,229.48µm
net397,229.44µm
net3,229.4µm
net454,229.35µm
_19529_,229.11µm
_13151_,229.02µm
net633,229.005µm
_13066_,228.74µm
_01105_,228.5µm
_12853_,228.46µm
_10787_,228.12µm
net1100,227.36µm
net390,227.13µm
_13458_,226.91µm
net953,226.87µm
_10387_,226.42µm
_13309_,226.02µm
_17067_,226.02µm
_16618_,225.8µm
_13794_,225.74µm
_14454_,225.645µm
_07062_,225.56µm
net925,225.295µm
_10888_,225.06µm
net1037,224.9µm
_11921_,224.62µm
_19210_,224.43µm
_11128_,224.41µm
_06752_,224.4µm
net448,224.4µm
net850,224.15µm
_02651_,223.9µm
_13591_,223.63µm
net852,223.17µm
_11607_,223.16µm
_11003_,223.02µm
net353,222.96µm
_11558_,222.82µm
_19023_,222.74µm
_15590_,222.6µm
_11953_,222.42µm
net823,222.34µm
_07580_,222.26µm
_02070_,222.02µm
net200,221.8µm
net423,221.6µm
_12908_,221.52µm
net516,221.465µm
_15563_,221.4µm
net341,221.2µm
net859,221.175µm
net5,221.015µm
_15671_,220.87µm
net796,220.82µm
_14982_,220.76µm
_02480_,220.59µm
_04176_,220.42µm
net116,220.395µm
_11126_,219.97µm
_03303_,219.82µm
_07176_,219.82µm
_14981_,219.82µm
net379,219.34µm
_16365_,218.94µm
net420,218.7µm
_17323_,218.64µm
net692,218.47µm
_11474_,218.46µm
net606,218.355µm
_08643_,218.26µm
_13468_,218.16µm
net908,218.105µm
net787,218.08µm
net1179,218.04µm
_17813_,217.68µm
_04880_,217.59µm
_05281_,217.58µm
_14279_,217.44µm
_13775_,217.16µm
_07241_,217.08µm
_19579_,217.045µm
net1004,217.03µm
_11879_,216.755µm
net933,216.56µm
_12793_,216.215µm
net211,215.99µm
_17406_,215.82µm
net868,215.575µm
_04710_,215.38µm
_13896_,215.36µm
_08338_,215.09µm
net1091,214.84µm
_14282_,214.83µm
_06823_,214.54µm
_13533_,214.19µm
_15622_,214.18µm
net1,213.8µm
_14473_,213.33µm
_19025_,212.8µm
net620,212.76µm
net165,212.7µm
net813,212.63µm
net1073,212.63µm
_13199_,212.62µm
net338,212.44µm
_12886_,212.315µm
_13537_,212.085µm
_09894_,211.83µm
_11434_,211.68µm
net719,211.645µm
_09877_,211.44µm
_16588_,211.195µm
net794,211.165µm
net446,210.86µm
_08656_,210.84µm
_13512_,210.82µm
_09945_,210.685µm
net876,210.635µm
_00995_,210.26µm
_14330_,210.13µm
net905,210.12µm
net1019,210.12µm
_12977_,209.95µm
net645,209.66µm
_07923_,209.42µm
net736,209.1µm
net1142,209.1µm
_02508_,209.07µm
_11233_,208.94µm
_12611_,208.9µm
net1128,208.7µm
net629,208.47µm
net932,208.3µm
_13875_,207.98µm
_09932_,207.79µm
_00356_,207.58µm
net602,207.5µm
net352,207.41µm
net969,207.18µm
net245,207.08µm
_15093_,206.595µm
net340,206.595µm
_17676_,206.385µm
_09597_,206.3µm
_18491_,206.3µm
_14150_,206.28µm
_18338_,206.12µm
net1225,206.085µm
net630,205.585µm
_17935_,205.555µm
_11896_,205.54µm
_05016_,204.98µm
_08030_,204.91µm
_09071_,204.49µm
_11868_,204.48µm
net558,204.37µm
_05888_,204.36µm
_16326_,204.26µm
_03808_,204.255µm
_01892_,204.08µm
_05089_,203.86µm
net87,203.48µm
_04797_,203.32µm
_00878_,203.18µm
_17710_,203.1µm
net1027,203.01µm
_00697_,203µm
_11176_,202.9µm
_20529_,202.68µm
_09202_,202.38µm
_01473_,202.1µm
_08336_,202.02µm
_00209_,201.86µm
net424,201.84µm
_08986_,201.66µm
_17430_,201.62µm
net444,201.46µm
_12455_,201.35µm
_18816_,201.255µm
_19308_,201.1µm
net779,200.97µm
_03797_,200.94µm
_18511_,200.885µm
_14633_,200.78µm
_12951_,200.44µm
_15027_,200.26µm
net456,199.855µm
_14306_,199.82µm
net55,199.7µm
_08263_,199.675µm
_10028_,199.64µm
_04743_,199.56µm
net618,199.26µm
_09455_,199.14µm
net450,199.14µm
_00002_,198.9µm
_12591_,198.9µm
net632,198.89µm
_07538_,198.83µm
_08436_,198.79µm
net1040,198.79µm
_00378_,198.76µm
_04512_,198.7µm
_19236_,198.7µm
_15122_,198.6µm
net585,198.14µm
clknet_1_1__leaf_clk,198µm
net777,197.92µm
_12588_,197.9µm
_00001_,197.62µm
_00884_,197.6µm
net1092,197.56µm
_08006_,197.55µm
_04275_,197.32µm
_17700_,197.04µm
net166,196.92µm
_05887_,196.88µm
_12833_,196.88µm
net829,196.88µm
_13470_,196.84µm
net65,196.835µm
_12013_,196.78µm
_05955_,196.76µm
_11053_,196.64µm
net748,196.435µm
_11769_,196.36µm
net922,196.02µm
net402,195.955µm
_03119_,195.78µm
net793,195.63µm
net648,195.56µm
net451,195.555µm
_04392_,195.29µm
_07346_,195.085µm
_12474_,194.66µm
net457,194.64µm
_13879_,194.54µm
_15129_,194.14µm
net637,194.02µm
_12831_,193.88µm
net817,193.78µm
net1198,193.78µm
_13534_,193.64µm
_08264_,193.29µm
net1074,193.18µm
_07564_,193.04µm
_00367_,192.72µm
_13083_,192.6µm
_12864_,192.48µm
net752,192.205µm
_13720_,192.18µm
_00243_,191.91µm
net209,191.785µm
net449,191.535µm
_07030_,191.2µm
_12167_,191.04µm
_14174_,191µm
_00258_,190.96µm
net744,190.94µm
_18161_,190.7µm
_00000_,190.505µm
net1127,190.5µm
net786,190.42µm
_11914_,190.3µm
_12795_,190.24µm
net1083,190.2µm
net1195,190.14µm
net1193,190.1µm
_12235_,189.78µm
net1169,189.54µm
_01715_,189.26µm
_20564_,189.21µm
_00341_,189.2µm
net1048,189.14µm
net709,189.08µm
_04272_,189.04µm
_13139_,188.85µm
_01484_,188.74µm
net772,188.74µm
_02096_,188.695µm
net839,188.645µm
net853,188.645µm
net435,188.435µm
_02069_,188.22µm
_05841_,188.18µm
net169,187.9µm
net598,187.82µm
net626,187.615µm
net940,187.59µm
_00005_,187.3µm
net986,187.03µm
_02261_,187.02µm
_14768_,186.9µm
net98,186.82µm
net882,186.77µm
_13194_,186.605µm
_13007_,186.58µm
net716,186.535µm
_15670_,186.26µm
net1055,186.2µm
_06621_,186.08µm
_01894_,185.97µm
_20421_,185.96µm
_08901_,185.94µm
net1061,185.915µm
_18093_,185.71µm
net946,185.52µm
_03594_,185.44µm
_04791_,185.3µm
_20037_,184.92µm
_05269_,184.46µm
_16610_,184.29µm
_16304_,184.24µm
net605,184.04µm
_13719_,183.955µm
_07345_,183.94µm
net79,183.86µm
net1072,183.83µm
_07468_,183.82µm
_09984_,183.8µm
net798,183.78µm
_14175_,183.7µm
