Instance name, X location, Y location, Voltage
FILLER_0_300_1705, 789.84, 829.6, 1.79994
FILLER_0_298_1701, 789.84, 824.16, 1.79976
FILLER_0_296_1701, 789.84, 818.72, 1.7998
FILLER_0_294_1701, 789.84, 813.28, 1.79983
FILLER_0_292_1701, 789.84, 807.84, 1.7998
FILLER_0_290_1701, 789.84, 802.4, 1.79977
FILLER_0_288_1701, 789.84, 796.96, 1.79958
FILLER_0_286_1701, 789.84, 791.52, 1.79961
FILLER_0_284_1701, 789.84, 786.08, 1.79943
FILLER_0_282_1701, 789.84, 780.64, 1.79964
FILLER_0_280_1701, 789.84, 775.2, 1.79942
FILLER_0_278_1701, 789.84, 769.76, 1.79859
FILLER_0_272_1698, 789.84, 753.44, 1.79807
_37316_, 789.84, 748, 1.79841
_37317_, 789.84, 748, 1.79841
_36401_, 789.84, 742.56, 1.79781
_36402_, 789.84, 742.56, 1.79781
_36403_, 789.84, 742.56, 1.79781
_37315_, 789.84, 742.56, 1.79781
_37318_, 789.84, 742.56, 1.79781
_37346_, 789.84, 742.56, 1.79781
_38362_, 789.84, 742.56, 1.79781
FILLER_0_268_1700, 789.84, 742.56, 1.79781
FILLER_0_269_1700, 789.84, 742.56, 1.79781
_35571_, 789.84, 737.12, 1.79835
_36404_, 789.84, 737.12, 1.79835
_36405_, 789.84, 737.12, 1.79835
_36406_, 789.84, 737.12, 1.79835
_37349_, 789.84, 737.12, 1.79835
_37350_, 789.84, 737.12, 1.79835
FILLER_0_267_1697, 789.84, 737.12, 1.79835
_36429_, 789.84, 731.68, 1.79832
_37348_, 789.84, 731.68, 1.79832
_37351_, 789.84, 731.68, 1.79832
_37352_, 789.84, 731.68, 1.79832
FILLER_0_264_1703, 789.84, 731.68, 1.79832
FILLER_0_265_1700, 789.84, 731.68, 1.79832
_36430_, 789.84, 726.24, 1.79895
_36431_, 789.84, 726.24, 1.79895
_36432_, 789.84, 726.24, 1.79895
_36435_, 789.84, 726.24, 1.79895
FILLER_0_263_1718, 789.84, 726.24, 1.79895
_34833_, 789.84, 720.8, 1.79881
_35574_, 789.84, 720.8, 1.79881
_35598_, 789.84, 720.8, 1.79881
_35599_, 789.84, 720.8, 1.79881
_35600_, 789.84, 720.8, 1.79881
_35601_, 789.84, 720.8, 1.79881
FILLER_0_260_1698, 789.84, 720.8, 1.79881
FILLER_0_260_1704, 789.84, 720.8, 1.79881
FILLER_0_261_1710, 789.84, 720.8, 1.79881
FILLER_0_262_1716, 789.84, 720.8, 1.79881
_43214_, 789.84, 715.36, 1.79944
_40730_, 789.84, 709.92, 1.79949
_41979_, 789.84, 709.92, 1.79949
_41981_, 789.84, 709.92, 1.79949
