net,length_um
net403,5.92µm
net439,5.92µm
_000_,5.91µm
_184_,5.91µm
_201_,5.91µm
net420,5.9µm
net360,5.84µm
net303,5.8µm
net368,5.8µm
_114_,5.72µm
_016_,5.61µm
_110_,5.56µm
net390,5.56µm
net485,5.56µm
net317,5.46µm
net393,5.46µm
net494,5.46µm
net318,5.38µm
net477,5.38µm
_094_,5.33µm
_167_,5.22µm
_211_,5.15µm
net321,5.14µm
net475,5.14µm
net311,5.1µm
net365,5.1µm
_216_,5.07µm
_238_,5.07µm
_170_,5µm
reset,4.95µm
_162_,4.88µm
net428,4.88µm
net466,4.88µm
_232_,4.87µm
_019_,4.76µm
_116_,4.61µm
net372,4.605µm
net491,4.56µm
net487,4.54µm
_223_,4.53µm
net295,4.46µm
net348,4.46µm
net366,4.46µm
net417,4.46µm
net427,4.46µm
_189_,4.44µm
_239_,4.42µm
_064_,4.27µm
_105_,4.27µm
_025_,4.22µm
net425,4.22µm
net327,4.145µm
net392,4.145µm
net312,4.12µm
net476,4.1µm
_048_,4.08µm
_093_,4.08µm
_178_,4.08µm
net343,4µm
_043_,3.88µm
_164_,3.88µm
_078_,3.81µm
_017_,3.76µm
_056_,3.76µm
_070_,3.76µm
_088_,3.76µm
_084_,3.69µm
net344,3.685µm
_120_,3.66µm
net329,3.66µm
_075_,3.59µm
net333,3.54µm
net399,3.54µm
net441,3.54µm
net456,3.54µm
net493,3.54µm
_108_,3.3µm
_213_,3.3µm
net293,3.3µm
net302,3.3µm
net350,3.3µm
net415,3.3µm
net423,3.3µm
net482,3.3µm
_194_,3.23µm
net424,3.225µm
net481,3.225µm
net503,3.225µm
_034_,3.2µm
_210_,3.2µm
net341,3.2µm
net490,3.2µm
_045_,3.18µm
_090_,3.15µm
_038_,3.13µm
_159_,3.13µm
_228_,3.13µm
net325,3.08µm
net396,3.08µm
net400,3.08µm
_153_,3.03µm
_021_,2.89µm
_174_,2.89µm
_190_,2.89µm
_212_,2.89µm
_219_,2.89µm
_009_,2.84µm
_013_,2.84µm
_015_,2.84µm
_022_,2.84µm
_040_,2.84µm
_050_,2.84µm
_096_,2.84µm
_099_,2.84µm
_121_,2.84µm
_127_,2.84µm
_132_,2.84µm
_134_,2.84µm
_152_,2.84µm
_160_,2.84µm
_168_,2.84µm
_179_,2.84µm
_202_,2.84µm
_222_,2.84µm
net406,2.84µm
_018_,2.77µm
_137_,2.77µm
net301,2.765µm
net397,2.765µm
net291,2.76µm
net483,2.76µm
_024_,2.74µm
_195_,2.74µm
net320,2.74µm
net334,2.74µm
net340,2.74µm
net388,2.74µm
_014_,2.69µm
_061_,2.69µm
_073_,2.69µm
_101_,2.69µm
_102_,2.69µm
_103_,2.69µm
_124_,2.69µm
_138_,2.69µm
_146_,2.69µm
_155_,2.69µm
_166_,2.69µm
_169_,2.69µm
_180_,2.69µm
_185_,2.69µm
_192_,2.69µm
_200_,2.69µm
_220_,2.69µm
net498,2.62µm
_057_,2.57µm
_001_,2.55µm
net289,2.52µm
net156,2.5µm
_077_,2.43µm
_182_,2.43µm
_003_,2.38µm
_006_,2.38µm
_011_,2.38µm
_012_,2.38µm
_028_,2.38µm
_031_,2.38µm
_032_,2.38µm
_035_,2.38µm
_042_,2.38µm
_046_,2.38µm
_054_,2.38µm
_062_,2.38µm
_065_,2.38µm
_067_,2.38µm
_074_,2.38µm
_097_,2.38µm
_117_,2.38µm
_131_,2.38µm
_154_,2.38µm
_163_,2.38µm
_187_,2.38µm
_229_,2.38µm
_231_,2.38µm
_234_,2.38µm
_235_,2.38µm
_237_,2.38µm
net310,2.305µm
net322,2.305µm
net328,2.3µm
net338,2.3µm
net339,2.3µm
net357,2.3µm
net381,2.3µm
net412,2.3µm
net418,2.3µm
net431,2.3µm
net434,2.3µm
net461,2.3µm
net472,2.3µm
net484,2.3µm
_036_,2.28µm
_227_,2.28µm
_233_,2.28µm
net306,2.28µm
net315,2.28µm
net330,2.28µm
net345,2.28µm
net391,2.28µm
net401,2.28µm
net413,2.28µm
net465,2.28µm
net489,2.28µm
_005_,2.23µm
_029_,2.23µm
_030_,2.23µm
_037_,2.23µm
_053_,2.23µm
_058_,2.23µm
_059_,2.23µm
_060_,2.23µm
_063_,2.23µm
_066_,2.23µm
_068_,2.23µm
_069_,2.23µm
_080_,2.23µm
_082_,2.23µm
_098_,2.23µm
_100_,2.23µm
_104_,2.23µm
_107_,2.23µm
_111_,2.23µm
_115_,2.23µm
_118_,2.23µm
_125_,2.23µm
_128_,2.23µm
_129_,2.23µm
_130_,2.23µm
_135_,2.23µm
_136_,2.23µm
_139_,2.23µm
_141_,2.23µm
_144_,2.23µm
_147_,2.23µm
_150_,2.23µm
_156_,2.23µm
_161_,2.23µm
_165_,2.23µm
_173_,2.23µm
_175_,2.23µm
_176_,2.23µm
_177_,2.23µm
_188_,2.23µm
_193_,2.23µm
_197_,2.23µm
_204_,2.23µm
_205_,2.23µm
_207_,2.23µm
_208_,2.23µm
_209_,2.23µm
_214_,2.23µm
_215_,2.23µm
_217_,2.23µm
_112_,2.21µm
_122_,2.21µm
_148_,2.21µm
_230_,2.21µm
net371,2.18µm
net405,2.18µm
net462,2.18µm
net506,2.18µm
_002_,2.16µm
_142_,2.16µm
net290,2.16µm
net331,2.16µm
net358,2.16µm
net359,2.16µm
net385,2.16µm
net398,2.16µm
net429,2.16µm
net444,2.16µm
net451,2.16µm
net453,2.16µm
_079_,2.04µm
net299,2.005µm
net479,2.005µm
net349,1.845µm
net294,1.84µm
net296,1.84µm
net300,1.84µm
net305,1.84µm
net307,1.84µm
net308,1.84µm
net309,1.84µm
net316,1.84µm
net326,1.84µm
net342,1.84µm
net347,1.84µm
net352,1.84µm
net355,1.84µm
net362,1.84µm
net364,1.84µm
net369,1.84µm
net375,1.84µm
net379,1.84µm
net382,1.84µm
net387,1.84µm
net395,1.84µm
net402,1.84µm
net404,1.84µm
net407,1.84µm
net409,1.84µm
net410,1.84µm
net416,1.84µm
net419,1.84µm
net422,1.84µm
net433,1.84µm
net437,1.84µm
net440,1.84µm
net443,1.84µm
net445,1.84µm
net446,1.84µm
net450,1.84µm
net452,1.84µm
net454,1.84µm
net463,1.84µm
net469,1.84µm
net474,1.84µm
net488,1.84µm
net497,1.84µm
net508,1.84µm
_026_,1.82µm
_039_,1.82µm
_047_,1.82µm
_085_,1.82µm
_087_,1.82µm
_089_,1.82µm
_091_,1.82µm
_092_,1.82µm
_109_,1.82µm
_113_,1.82µm
_119_,1.82µm
_126_,1.82µm
_143_,1.82µm
_145_,1.82µm
_157_,1.82µm
_171_,1.82µm
_181_,1.82µm
_191_,1.82µm
_199_,1.82µm
_203_,1.82µm
net304,1.82µm
net313,1.82µm
net332,1.82µm
net335,1.82µm
net351,1.82µm
net376,1.82µm
net380,1.82µm
net394,1.82µm
net447,1.82µm
net468,1.82µm
net458,1.745µm
_151_,1.7µm
net314,1.7µm
net383,1.7µm
net435,1.7µm
net442,1.7µm
net460,1.7µm
net473,1.7µm
net478,1.7µm
net336,1.545µm
net354,1.545µm
net421,1.545µm
net449,1.545µm
net464,1.545µm
_004_,1.36µm
_007_,1.36µm
_008_,1.36µm
_010_,1.36µm
_020_,1.36µm
_023_,1.36µm
_027_,1.36µm
_033_,1.36µm
_044_,1.36µm
_049_,1.36µm
_051_,1.36µm
_052_,1.36µm
_071_,1.36µm
_072_,1.36µm
_076_,1.36µm
_083_,1.36µm
_095_,1.36µm
_106_,1.36µm
_123_,1.36µm
_140_,1.36µm
_149_,1.36µm
_172_,1.36µm
_183_,1.36µm
_186_,1.36µm
_196_,1.36µm
_198_,1.36µm
_218_,1.36µm
_221_,1.36µm
_225_,1.36µm
_226_,1.36µm
_236_,1.36µm
net436,1.36µm
net501,1.36µm
net324,1.085µm
net455,1.085µm
