Instance name, X location, Y location, Voltage
_21669_, 577.4, 299.2, 1.79996
_21671_, 577.4, 299.2, 1.79996
input80, 577.4, 299.2, 1.79996
_16718_, 577.4, 293.76, 1.79988
_20698_, 577.4, 293.76, 1.79988
_21666_, 577.4, 293.76, 1.79988
_21672_, 577.4, 293.76, 1.79988
input82, 577.4, 293.76, 1.79988
input83, 577.4, 293.76, 1.79988
input84, 577.4, 293.76, 1.79988
ANTENNA_fanout372_A, 577.4, 293.76, 1.79988
ANTENNA__16933__B, 577.4, 293.76, 1.79988
ANTENNA__21666__A1, 577.4, 293.76, 1.79988
ANTENNA__20695__B, 577.4, 293.76, 1.79988
ANTENNA__21670__A, 577.4, 293.76, 1.79988
ANTENNA__20651__A, 577.4, 293.76, 1.79988
ANTENNA_23, 577.4, 293.76, 1.79988
_11629_, 577.4, 288.32, 1.79978
_11630_, 577.4, 288.32, 1.79978
_20703_, 577.4, 288.32, 1.79978
_21667_, 577.4, 288.32, 1.79978
_21668_, 577.4, 288.32, 1.79978
_21673_, 577.4, 288.32, 1.79978
_21674_, 577.4, 288.32, 1.79978
ANTENNA_input76_A, 577.4, 288.32, 1.79978
ANTENNA_input78_A, 577.4, 288.32, 1.79978
ANTENNA__20697__B1, 577.4, 288.32, 1.79978
ANTENNA__20695__A_N, 577.4, 288.32, 1.79978
ANTENNA__18098__C, 577.4, 288.32, 1.79978
_11631_, 577.4, 282.88, 1.79966
_21438_, 577.4, 282.88, 1.79966
_21677_, 577.4, 282.88, 1.79966
ANTENNA__21595__A, 577.4, 282.88, 1.79966
_11565_, 577.4, 277.44, 1.79978
_11859_, 577.4, 277.44, 1.79978
_17851_, 577.4, 277.44, 1.79978
_19094_, 577.4, 277.44, 1.79978
_19097_, 577.4, 277.44, 1.79978
_20702_, 577.4, 277.44, 1.79978
_20713_, 577.4, 277.44, 1.79978
ANTENNA__20703__A, 577.4, 277.44, 1.79978
_11469_, 577.4, 272, 1.79975
_11632_, 577.4, 272, 1.79975
_11852_, 577.4, 272, 1.79975
_11860_, 577.4, 272, 1.79975
_19096_, 577.4, 272, 1.79975
_21682_, 577.4, 272, 1.79975
ANTENNA__16721__B2, 577.4, 272, 1.79975
ANTENNA_fanout397_A, 577.4, 272, 1.79975
ANTENNA__20713__A1, 577.4, 272, 1.79975
_11633_, 577.4, 266.56, 1.79976
_11634_, 577.4, 266.56, 1.79976
_11635_, 577.4, 266.56, 1.79976
_11853_, 577.4, 266.56, 1.79976
_16714_, 577.4, 266.56, 1.79976
ANTENNA__11471__A0, 577.4, 266.56, 1.79976
ANTENNA__11469__B, 577.4, 266.56, 1.79976
ANTENNA__19097__A, 577.4, 266.56, 1.79976
FILLER_0_61_1047, 577.4, 266.56, 1.79976
_11566_, 577.4, 261.12, 1.79979
_11636_, 577.4, 261.12, 1.79979
_11850_, 577.4, 261.12, 1.79979
_11855_, 577.4, 261.12, 1.79979
_11864_, 577.4, 261.12, 1.79979
_16709_, 577.4, 261.12, 1.79979
FILLER_0_59_1048, 577.4, 261.12, 1.79979
_11568_, 577.4, 255.68, 1.79983
_11569_, 577.4, 255.68, 1.79983
_11637_, 577.4, 255.68, 1.79983
_11867_, 577.4, 255.68, 1.79983
_19113_, 577.4, 255.68, 1.79983
_19114_, 577.4, 255.68, 1.79983
FILLER_0_56_1031, 577.4, 255.68, 1.79983
FILLER_0_56_1037, 577.4, 255.68, 1.79983
FILLER_0_57_1048, 577.4, 255.68, 1.79983
_11562_, 577.4, 250.24, 1.79974
_11638_, 577.4, 250.24, 1.79974
_11639_, 577.4, 250.24, 1.79974
_11868_, 577.4, 250.24, 1.79974
_11870_, 577.4, 250.24, 1.79974
_17876_, 577.4, 250.24, 1.79974
_19111_, 577.4, 250.24, 1.79974
