net,length_um
_05140_,36.99µm
_02074_,36.98µm
_07643_,36.98µm
_10850_,36.98µm
_14991_,36.98µm
_18901_,36.98µm
_20465_,36.98µm
_05858_,36.96µm
_08645_,36.96µm
_09512_,36.96µm
_10579_,36.96µm
_09558_,36.94µm
_03090_,36.935µm
_07635_,36.9µm
_03472_,36.88µm
_09199_,36.88µm
_10345_,36.88µm
_19498_,36.865µm
_06407_,36.86µm
_08271_,36.86µm
_14989_,36.86µm
_14925_,36.85µm
_07974_,36.84µm
_12501_,36.82µm
_10562_,36.81µm
_11504_,36.8µm
_17680_,36.8µm
_16653_,36.76µm
_20072_,36.76µm
_13221_,36.74µm
_16307_,36.72µm
_06654_,36.7µm
_17621_,36.7µm
_18370_,36.7µm
_13781_,36.68µm
_16822_,36.68µm
_18793_,36.68µm
_20034_,36.68µm
_01170_,36.675µm
_06891_,36.665µm
_07402_,36.64µm
_14031_,36.64µm
_14874_,36.64µm
_19454_,36.64µm
_00478_,36.62µm
_01541_,36.62µm
_02257_,36.62µm
_09762_,36.62µm
_12902_,36.62µm
_14802_,36.62µm
_19588_,36.62µm
_19727_,36.62µm
_02972_,36.6µm
_10943_,36.6µm
_04140_,36.59µm
_05301_,36.58µm
_12295_,36.58µm
_04021_,36.56µm
_08217_,36.56µm
_14516_,36.56µm
_17988_,36.56µm
_02780_,36.52µm
_16677_,36.515µm
_04229_,36.5µm
_16005_,36.5µm
_04388_,36.48µm
_06987_,36.48µm
_16191_,36.475µm
_05445_,36.44µm
_09339_,36.44µm
_11805_,36.42µm
_14184_,36.42µm
_05508_,36.4µm
_08759_,36.4µm
_06995_,36.38µm
_11097_,36.38µm
_03099_,36.375µm
_14543_,36.36µm
_16939_,36.36µm
_18229_,36.36µm
_17159_,36.32µm
_18927_,36.32µm
_18667_,36.28µm
_00359_,36.275µm
_02187_,36.27µm
_15030_,36.24µm
_15037_,36.24µm
_09111_,36.23µm
_07233_,36.22µm
_13959_,36.22µm
_18099_,36.21µm
_01388_,36.2µm
_08724_,36.2µm
_11266_,36.2µm
_13958_,36.2µm
_17314_,36.2µm
_15810_,36.18µm
_18549_,36.18µm
_07272_,36.16µm
_16333_,36.16µm
_19884_,36.16µm
net227,36.16µm
_07492_,36.14µm
_01181_,36.135µm
_02285_,36.12µm
_06792_,36.12µm
_11114_,36.1µm
_12597_,36.1µm
_01627_,36.08µm
_08262_,36.08µm
_08512_,36.08µm
_18284_,36.08µm
_00695_,36.07µm
_14250_,36.04µm
_03488_,36.02µm
_13735_,36.02µm
_19366_,36.02µm
_12368_,35.995µm
_05924_,35.98µm
_15785_,35.98µm
_07282_,35.97µm
_07039_,35.96µm
_06686_,35.955µm
_01363_,35.94µm
_03658_,35.94µm
_07037_,35.92µm
_09018_,35.92µm
_16676_,35.92µm
_09477_,35.9µm
_12620_,35.9µm
_12881_,35.89µm
_07557_,35.88µm
_15317_,35.88µm
_18308_,35.88µm
_06062_,35.86µm
_10305_,35.86µm
_15836_,35.86µm
_16183_,35.86µm
_17235_,35.86µm
_19453_,35.86µm
_02474_,35.84µm
_12099_,35.84µm
_07157_,35.82µm
_20254_,35.805µm
_19706_,35.8µm
_16917_,35.79µm
_10538_,35.78µm
_08856_,35.76µm
_09880_,35.76µm
_20584_,35.76µm
_19177_,35.745µm
_20573_,35.735µm
_04155_,35.725µm
_15323_,35.72µm
_06486_,35.66µm
_07032_,35.66µm
_09168_,35.66µm
_15528_,35.66µm
_15857_,35.66µm
_17504_,35.66µm
_04961_,35.64µm
_07000_,35.64µm
_18334_,35.64µm
_18481_,35.62µm
_00641_,35.6µm
_06056_,35.6µm
_15232_,35.6µm
_19598_,35.6µm
_20046_,35.6µm
_20258_,35.6µm
_18652_,35.58µm
_07066_,35.56µm
_08376_,35.56µm
_13970_,35.56µm
_19596_,35.56µm
_14241_,35.55µm
_00018_,35.54µm
_04158_,35.54µm
_04285_,35.54µm
_19447_,35.54µm
_20537_,35.53µm
_00548_,35.52µm
_05896_,35.52µm
_11891_,35.52µm
_08631_,35.5µm
_20070_,35.48µm
_06409_,35.46µm
_08828_,35.46µm
_12486_,35.45µm
_00660_,35.44µm
_04203_,35.44µm
_14436_,35.42µm
_18247_,35.41µm
_02590_,35.4µm
_14662_,35.4µm
_20575_,35.4µm
_09045_,35.38µm
_12722_,35.36µm
_16516_,35.36µm
_00540_,35.32µm
_14647_,35.32µm
_08574_,35.3µm
_13020_,35.3µm
_05271_,35.26µm
_08396_,35.26µm
_17509_,35.26µm
_01938_,35.24µm
_04909_,35.24µm
_17048_,35.24µm
_11482_,35.22µm
_14192_,35.22µm
_18243_,35.22µm
_20259_,35.22µm
_20501_,35.22µm
_00167_,35.2µm
_18759_,35.2µm
_09413_,35.19µm
_04993_,35.18µm
_07151_,35.18µm
_11668_,35.18µm
_17818_,35.18µm
_03408_,35.16µm
_09648_,35.16µm
_17885_,35.16µm
_18908_,35.16µm
_00803_,35.12µm
_06495_,35.12µm
_09050_,35.12µm
_15289_,35.1µm
_04123_,35.08µm
_15024_,35.08µm
_20238_,35.08µm
_04088_,35.06µm
_05093_,35.06µm
_08823_,35.06µm
_02986_,35.04µm
_13426_,35.04µm
_14997_,35.02µm
net135,35.02µm
_14227_,35.01µm
_18826_,35µm
_20089_,35µm
_13803_,34.975µm
_14794_,34.975µm
_16244_,34.96µm
_17368_,34.96µm
_20397_,34.95µm
_06922_,34.94µm
_15506_,34.93µm
_12752_,34.92µm
_14931_,34.92µm
_09173_,34.9µm
_15096_,34.9µm
_15899_,34.88µm
_10647_,34.86µm
_10987_,34.86µm
_16426_,34.86µm
_18129_,34.86µm
_18854_,34.86µm
_13259_,34.84µm
_15480_,34.84µm
_15527_,34.84µm
_19258_,34.84µm
_01006_,34.82µm
_02953_,34.82µm
_12606_,34.82µm
_20261_,34.8µm
_15849_,34.79µm
_03373_,34.78µm
_20039_,34.78µm
_04063_,34.76µm
_05649_,34.76µm
_12327_,34.76µm
_12509_,34.76µm
_17749_,34.76µm
_19272_,34.76µm
_16960_,34.74µm
_10216_,34.72µm
_14242_,34.72µm
_14377_,34.72µm
_15969_,34.72µm
_16978_,34.72µm
_05910_,34.7µm
_06177_,34.7µm
_06287_,34.7µm
_19162_,34.7µm
_06404_,34.695µm
_04433_,34.68µm
_12229_,34.68µm
_19159_,34.68µm
_18735_,34.675µm
_08989_,34.66µm
_08510_,34.64µm
_20419_,34.64µm
_06295_,34.635µm
_03760_,34.62µm
_19327_,34.62µm
net139,34.62µm
_06650_,34.58µm
_07329_,34.58µm
_15210_,34.58µm
_15381_,34.58µm
_13343_,34.56µm
_06890_,34.54µm
_07475_,34.54µm
_15428_,34.54µm
_07353_,34.5µm
_03162_,34.46µm
_12490_,34.46µm
_15353_,34.46µm
_05180_,34.44µm
_09468_,34.42µm
_18786_,34.42µm
_19609_,34.42µm
_07667_,34.4µm
_16215_,34.4µm
_04001_,34.38µm
_08378_,34.38µm
_05997_,34.36µm
_16821_,34.36µm
_01136_,34.34µm
_10923_,34.34µm
net250,34.34µm
_17784_,34.32µm
_04294_,34.3µm
_10304_,34.3µm
_12585_,34.3µm
_14564_,34.3µm
_17198_,34.3µm
_00030_,34.29µm
_13527_,34.29µm
_01847_,34.28µm
_18212_,34.28µm
_02600_,34.26µm
_11301_,34.26µm
_13688_,34.26µm
_06430_,34.24µm
_19528_,34.24µm
_07824_,34.22µm
_11791_,34.22µm
_12336_,34.22µm
_05545_,34.21µm
_03134_,34.18µm
_03951_,34.16µm
_20237_,34.16µm
_02755_,34.15µm
_17395_,34.125µm
_03770_,34.12µm
_00289_,34.1µm
_04702_,34.1µm
_13307_,34.1µm
_15316_,34.1µm
_18224_,34.08µm
_04292_,34.06µm
_06825_,34.06µm
_08032_,34.06µm
_13718_,34.06µm
_02604_,34.04µm
_15903_,34.04µm
_17594_,34.04µm
_17615_,34.04µm
_01411_,34.02µm
_10376_,34.02µm
_18975_,34.02µm
_06634_,34µm
_20175_,33.99µm
_15291_,33.98µm
_18585_,33.98µm
_13227_,33.96µm
_02373_,33.94µm
_07792_,33.94µm
_09694_,33.92µm
_19852_,33.92µm
_12195_,33.9µm
_15231_,33.9µm
_18758_,33.9µm
_03723_,33.88µm
_20345_,33.88µm
_00849_,33.86µm
_01864_,33.86µm
_10469_,33.86µm
_04792_,33.84µm
_07302_,33.84µm
_07731_,33.84µm
_03065_,33.8µm
_03070_,33.8µm
_12223_,33.8µm
_14979_,33.8µm
_17432_,33.8µm
_18958_,33.8µm
_00997_,33.78µm
_08449_,33.78µm
_16631_,33.78µm
_16690_,33.75µm
_15021_,33.74µm
_19631_,33.74µm
_00975_,33.72µm
_02344_,33.72µm
_08481_,33.72µm
_00161_,33.7µm
_14177_,33.69µm
_02410_,33.68µm
_17097_,33.68µm
_19243_,33.68µm
_13423_,33.66µm
_18817_,33.66µm
_12211_,33.64µm
_05455_,33.62µm
_06237_,33.62µm
_08520_,33.62µm
_04678_,33.6µm
_13863_,33.6µm
_13778_,33.56µm
_15395_,33.56µm
_16583_,33.56µm
_00699_,33.54µm
_06168_,33.52µm
_09872_,33.52µm
_05051_,33.5µm
_17804_,33.5µm
_18030_,33.5µm
_19413_,33.5µm
_14529_,33.48µm
_16411_,33.48µm
_17506_,33.48µm
_02478_,33.46µm
_06276_,33.46µm
_07401_,33.46µm
_08421_,33.46µm
_18866_,33.46µm
_19514_,33.46µm
_09193_,33.42µm
_15654_,33.42µm
_05200_,33.4µm
_08332_,33.4µm
_08957_,33.4µm
_11295_,33.4µm
_10117_,33.38µm
_16675_,33.38µm
_12033_,33.36µm
_18649_,33.36µm
_13449_,33.34µm
_12204_,33.32µm
_16869_,33.32µm
_03929_,33.3µm
_07690_,33.3µm
_08638_,33.3µm
_11082_,33.3µm
_05630_,33.28µm
_06558_,33.28µm
_12193_,33.28µm
_16160_,33.28µm
_17716_,33.28µm
_04033_,33.26µm
_07029_,33.26µm
_08630_,33.26µm
_09292_,33.26µm
_15833_,33.26µm
_18882_,33.26µm
_18976_,33.26µm
_20140_,33.26µm
_01017_,33.24µm
_15678_,33.24µm
_08550_,33.22µm
_11477_,33.2µm
_14378_,33.18µm
_14521_,33.17µm
_19148_,33.17µm
_07390_,33.16µm
_19347_,33.15µm
_02297_,33.14µm
_02401_,33.14µm
_14212_,33.14µm
_20370_,33.14µm
_02859_,33.12µm
_10265_,33.12µm
_10814_,33.12µm
_06134_,33.1µm
_13710_,33.1µm
_16372_,33.1µm
_17766_,33.095µm
_07342_,33.09µm
_14301_,33.08µm
_19016_,33.08µm
_20284_,33.08µm
_01283_,33.04µm
_11426_,33.04µm
_12663_,33.04µm
_14012_,33.04µm
_15917_,33.04µm
_19845_,33.04µm
_04343_,33.02µm
_12171_,33.02µm
_13171_,33.02µm
_10966_,33µm
_16431_,33µm
_18957_,33µm
net66,33µm
_06061_,32.98µm
_17530_,32.98µm
_03395_,32.96µm
_09365_,32.96µm
_13390_,32.96µm
_17023_,32.96µm
_11087_,32.94µm
_20318_,32.94µm
_00166_,32.92µm
_14300_,32.92µm
_09494_,32.9µm
_12848_,32.9µm
_18380_,32.9µm
_02348_,32.88µm
_05452_,32.88µm
_17626_,32.88µm
_06673_,32.85µm
_02213_,32.84µm
_05017_,32.84µm
_10036_,32.84µm
_12593_,32.82µm
_06508_,32.8µm
_10902_,32.8µm
_12326_,32.8µm
_14469_,32.8µm
_15451_,32.8µm
_18448_,32.8µm
_19254_,32.8µm
_04144_,32.79µm
_04734_,32.78µm
_11700_,32.78µm
_12062_,32.76µm
_12630_,32.76µm
_17802_,32.76µm
_08730_,32.75µm
_01431_,32.72µm
_10266_,32.72µm
_04054_,32.7µm
_17133_,32.7µm
_00358_,32.68µm
_01636_,32.68µm
_05769_,32.68µm
_08519_,32.68µm
_18993_,32.68µm
_15720_,32.675µm
_00656_,32.66µm
_18542_,32.66µm
_18894_,32.66µm
_02008_,32.64µm
_13646_,32.64µm
_15851_,32.635µm
_11841_,32.62µm
_15342_,32.62µm
_17013_,32.62µm
_03231_,32.6µm
_18355_,32.6µm
_07023_,32.58µm
_12854_,32.58µm
_13011_,32.58µm
_13108_,32.58µm
_19587_,32.58µm
_02776_,32.56µm
_08683_,32.56µm
_05286_,32.54µm
_11673_,32.54µm
_14257_,32.54µm
_15978_,32.54µm
_19785_,32.54µm
_20405_,32.54µm
_16025_,32.52µm
_10141_,32.515µm
_10301_,32.5µm
_10414_,32.5µm
_18602_,32.5µm
_19726_,32.5µm
_01294_,32.48µm
_14001_,32.47µm
_19669_,32.455µm
_18783_,32.44µm
_07913_,32.43µm
_13103_,32.42µm
_16757_,32.42µm
_19055_,32.42µm
net688,32.42µm
_05688_,32.4µm
_09167_,32.4µm
_15284_,32.4µm
_16492_,32.4µm
_18169_,32.4µm
_01638_,32.38µm
_04924_,32.38µm
_17375_,32.38µm
_19002_,32.38µm
_09236_,32.36µm
_15789_,32.36µm
_01886_,32.34µm
_04468_,32.34µm
_19200_,32.34µm
_04714_,32.3µm
_07061_,32.3µm
_09581_,32.3µm
_09583_,32.3µm
_18881_,32.3µm
_20599_,32.28µm
_03076_,32.265µm
_00312_,32.26µm
_13189_,32.26µm
_20280_,32.26µm
_00394_,32.245µm
_07898_,32.24µm
_13622_,32.24µm
_13809_,32.24µm
_16861_,32.24µm
_08582_,32.23µm
_03827_,32.22µm
_13874_,32.22µm
_14888_,32.2µm
_14969_,32.2µm
_01893_,32.18µm
_15236_,32.18µm
_20706_,32.18µm
_09196_,32.16µm
_16991_,32.16µm
_19551_,32.155µm
_03549_,32.14µm
_06392_,32.14µm
_07045_,32.14µm
_08732_,32.14µm
_01092_,32.12µm
_03189_,32.12µm
_16384_,32.12µm
_01235_,32.11µm
_15189_,32.11µm
_12118_,32.1µm
_20154_,32.09µm
_06126_,32.08µm
_07416_,32.08µm
_07934_,32.08µm
_09550_,32.08µm
_14771_,32.08µm
_18026_,32.08µm
_00748_,32.06µm
_03986_,32.06µm
_09283_,32.06µm
_10937_,32.06µm
_00133_,32.04µm
_04964_,32.04µm
_06223_,32.02µm
_09000_,32.02µm
_09943_,32.02µm
_14262_,32.02µm
_14594_,32.02µm
_18937_,32.02µm
_04271_,32µm
_15092_,32µm
_18251_,32µm
_07457_,31.99µm
_14124_,31.98µm
_10520_,31.96µm
_11935_,31.96µm
_16726_,31.96µm
_04816_,31.94µm
_08731_,31.92µm
_16889_,31.92µm
_00357_,31.9µm
_05226_,31.9µm
_15521_,31.9µm
_16168_,31.9µm
_02353_,31.88µm
_16895_,31.88µm
_06176_,31.84µm
_13722_,31.84µm
_14243_,31.84µm
_18295_,31.84µm
_00781_,31.82µm
_07436_,31.82µm
_11754_,31.8µm
_13698_,31.8µm
_17556_,31.795µm
_00085_,31.78µm
_02252_,31.78µm
_10537_,31.78µm
_15209_,31.78µm
_18779_,31.78µm
_01452_,31.76µm
_14178_,31.76µm
_15083_,31.76µm
_20347_,31.76µm
_03500_,31.74µm
_12226_,31.74µm
_06871_,31.72µm
_03108_,31.7µm
_06991_,31.7µm
_15157_,31.7µm
_20331_,31.7µm
_00618_,31.68µm
_10316_,31.68µm
_14990_,31.68µm
_03117_,31.66µm
_08114_,31.66µm
_00428_,31.64µm
_00636_,31.64µm
_05442_,31.625µm
_09745_,31.62µm
_12782_,31.62µm
_09866_,31.6µm
_11124_,31.6µm
_20704_,31.585µm
_00248_,31.58µm
_04366_,31.58µm
_10382_,31.58µm
_18071_,31.56µm
_09616_,31.55µm
_01840_,31.54µm
_04587_,31.54µm
_07422_,31.54µm
_07883_,31.54µm
_11322_,31.54µm
_14013_,31.535µm
_16791_,31.53µm
_18986_,31.53µm
_03229_,31.52µm
_05761_,31.52µm
_15728_,31.52µm
_18304_,31.52µm
_14903_,31.5µm
_00980_,31.48µm
_10185_,31.48µm
_13392_,31.48µm
_08747_,31.475µm
_05293_,31.46µm
_06377_,31.46µm
_13097_,31.46µm
_14093_,31.46µm
_18743_,31.46µm
_19968_,31.46µm
_14465_,31.445µm
_00151_,31.44µm
_11419_,31.44µm
_20005_,31.44µm
_08367_,31.43µm
_04663_,31.42µm
_09272_,31.42µm
_13257_,31.42µm
_15830_,31.42µm
_19736_,31.42µm
_17088_,31.4µm
_13764_,31.39µm
_01517_,31.38µm
_09529_,31.38µm
_11713_,31.38µm
_13592_,31.38µm
_17012_,31.38µm
_17165_,31.38µm
_10818_,31.36µm
_13196_,31.34µm
_05232_,31.32µm
_06857_,31.32µm
_09824_,31.32µm
_13266_,31.32µm
_10385_,31.3µm
_13014_,31.3µm
_20492_,31.3µm
_06032_,31.295µm
_02378_,31.28µm
_11483_,31.28µm
_12636_,31.28µm
_05048_,31.26µm
_05978_,31.26µm
_08259_,31.26µm
_11436_,31.26µm
_11647_,31.26µm
_20195_,31.26µm
_03587_,31.24µm
_10792_,31.24µm
_16442_,31.24µm
_19297_,31.24µm
_04161_,31.22µm
_04500_,31.22µm
_09019_,31.22µm
_09555_,31.22µm
_01002_,31.2µm
_02645_,31.2µm
_13954_,31.18µm
_14239_,31.16µm
_06353_,31.14µm
_15166_,31.14µm
_16211_,31.14µm
_18662_,31.14µm
_00042_,31.12µm
_05865_,31.12µm
_19432_,31.12µm
_15591_,31.11µm
_08634_,31.1µm
_00122_,31.095µm
_01230_,31.08µm
_10735_,31.08µm
_13796_,31.08µm
_16231_,31.08µm
_17760_,31.08µm
_18447_,31.08µm
_08580_,31.06µm
_13555_,31.06µm
_19230_,31.06µm
_07310_,31.045µm
_07812_,31.04µm
_19649_,31.04µm
_16054_,31.02µm
_05149_,31µm
_06308_,31µm
_10116_,31µm
_13400_,31µm
_14011_,31µm
_14440_,31µm
_14875_,31µm
_14540_,30.98µm
_14603_,30.98µm
_00934_,30.96µm
_15223_,30.96µm
_16535_,30.96µm
_18417_,30.96µm
_18502_,30.96µm
_14118_,30.945µm
_04882_,30.94µm
_17652_,30.94µm
_00684_,30.92µm
_04080_,30.92µm
_10302_,30.92µm
_14846_,30.92µm
_17884_,30.92µm
_18568_,30.92µm
_02703_,30.895µm
_12274_,30.89µm
_14546_,30.885µm
_08727_,30.88µm
_17996_,30.88µm
_20638_,30.88µm
_03148_,30.86µm
_10312_,30.86µm
_10655_,30.86µm
_11154_,30.84µm
_13052_,30.84µm
_15929_,30.84µm
_16551_,30.84µm
_17929_,30.84µm
_02812_,30.82µm
_03787_,30.82µm
_10167_,30.82µm
_17482_,30.82µm
_10260_,30.8µm
_18419_,30.8µm
_18946_,30.8µm
_13734_,30.79µm
_08393_,30.78µm
_12264_,30.78µm
_13557_,30.78µm
_04149_,30.76µm
_05808_,30.76µm
_14204_,30.76µm
_17467_,30.76µm
_01475_,30.75µm
_01159_,30.74µm
_02802_,30.74µm
_05653_,30.74µm
_07703_,30.74µm
_08995_,30.72µm
_15911_,30.72µm
_19617_,30.72µm
_09574_,30.71µm
_08104_,30.7µm
_16068_,30.7µm
_17786_,30.7µm
_12669_,30.69µm
_09769_,30.68µm
_20732_,30.68µm
_07494_,30.66µm
_08787_,30.66µm
_09311_,30.66µm
_20299_,30.66µm
_03249_,30.64µm
_16270_,30.64µm
_01583_,30.62µm
_01903_,30.62µm
_02100_,30.62µm
_04535_,30.62µm
_04881_,30.62µm
_05877_,30.62µm
_14139_,30.62µm
_19005_,30.62µm
_04414_,30.6µm
_03077_,30.58µm
_17836_,30.58µm
_05654_,30.56µm
_14147_,30.56µm
_03556_,30.54µm
_05155_,30.54µm
_07031_,30.54µm
_10495_,30.54µm
_12589_,30.54µm
_12608_,30.54µm
_02566_,30.52µm
_10487_,30.52µm
_13560_,30.52µm
_20589_,30.52µm
_07382_,30.5µm
_14089_,30.5µm
_15991_,30.5µm
_05707_,30.48µm
_06389_,30.48µm
_18860_,30.48µm
_08135_,30.46µm
_11052_,30.46µm
_19125_,30.46µm
_20577_,30.46µm
_05835_,30.445µm
_11712_,30.44µm
_12451_,30.44µm
_12596_,30.435µm
_16881_,30.42µm
_18811_,30.42µm
_11835_,30.4µm
_16823_,30.4µm
_17636_,30.4µm
_20576_,30.39µm
_00436_,30.38µm
_03097_,30.38µm
_15214_,30.38µm
_20700_,30.38µm
_04788_,30.36µm
_05239_,30.36µm
_05874_,30.36µm
_14385_,30.36µm
_16856_,30.36µm
_00611_,30.34µm
_09650_,30.32µm
_13274_,30.32µm
_09896_,30.3µm
_10766_,30.3µm
_15418_,30.29µm
_03154_,30.285µm
_13910_,30.28µm
_16542_,30.28µm
_18275_,30.28µm
_20328_,30.28µm
_01519_,30.26µm
_05044_,30.26µm
_12136_,30.26µm
_15238_,30.255µm
_09522_,30.25µm
_05563_,30.245µm
_03146_,30.24µm
_10946_,30.24µm
_11551_,30.24µm
_12385_,30.24µm
_13026_,30.24µm
_15257_,30.24µm
_18497_,30.24µm
_01025_,30.22µm
_08434_,30.22µm
_12801_,30.22µm
_00214_,30.2µm
_06589_,30.2µm
_17882_,30.2µm
_18196_,30.2µm
_18977_,30.2µm
_20204_,30.2µm
_20677_,30.19µm
_01245_,30.18µm
_07822_,30.18µm
_15996_,30.18µm
_18029_,30.18µm
_20081_,30.18µm
_04115_,30.16µm
_09387_,30.16µm
_10192_,30.16µm
_13394_,30.16µm
_14052_,30.16µm
_14438_,30.16µm
_16480_,30.16µm
_17306_,30.16µm
_18385_,30.16µm
_05768_,30.14µm
_07695_,30.14µm
_11863_,30.14µm
_12922_,30.14µm
_13058_,30.14µm
_16030_,30.14µm
_12252_,30.135µm
_09833_,30.12µm
_11530_,30.12µm
_12933_,30.12µm
_13078_,30.12µm
_13891_,30.12µm
_14361_,30.12µm
_17684_,30.12µm
_18204_,30.12µm
_01514_,30.1µm
_08506_,30.1µm
_00074_,30.08µm
_08303_,30.08µm
_09484_,30.08µm
_10921_,30.08µm
_11075_,30.08µm
_17616_,30.08µm
_20513_,30.08µm
_15458_,30.07µm
_14695_,30.06µm
_18283_,30.06µm
_03695_,30.055µm
_04812_,30.055µm
_14660_,30.04µm
_17630_,30.04µm
_17711_,30.04µm
_00429_,30.02µm
_05538_,30.02µm
_11084_,30.02µm
_00397_,30µm
_01339_,30µm
_01469_,30µm
_08374_,30µm
_09815_,30µm
_13739_,30µm
_17851_,30µm
_05267_,29.98µm
_07947_,29.98µm
_16736_,29.98µm
_06940_,29.96µm
_06523_,29.92µm
_20679_,29.91µm
_11013_,29.9µm
_02325_,29.88µm
_03552_,29.88µm
_03654_,29.88µm
_04731_,29.88µm
_06639_,29.88µm
_01098_,29.87µm
_00663_,29.86µm
_05334_,29.86µm
_16107_,29.86µm
_20742_,29.86µm
_00313_,29.84µm
_05571_,29.84µm
_06881_,29.835µm
_02212_,29.82µm
_03981_,29.82µm
_05096_,29.82µm
_11804_,29.82µm
_12526_,29.82µm
_13659_,29.82µm
_17693_,29.82µm
_18992_,29.82µm
_19439_,29.82µm
_19997_,29.82µm
_04219_,29.8µm
_19370_,29.8µm
_16933_,29.79µm
_00586_,29.78µm
_02954_,29.78µm
_03372_,29.78µm
_03611_,29.78µm
_08571_,29.78µm
_10464_,29.78µm
_15311_,29.78µm
_16727_,29.78µm
_17320_,29.78µm
_18039_,29.775µm
_13163_,29.765µm
_11378_,29.76µm
_16484_,29.76µm
_14409_,29.74µm
_02185_,29.72µm
_13248_,29.72µm
_15352_,29.72µm
_12014_,29.7µm
_13510_,29.7µm
_20137_,29.7µm
_09313_,29.68µm
_09401_,29.68µm
_11300_,29.68µm
_00162_,29.66µm
_00481_,29.66µm
_02133_,29.66µm
_03399_,29.66µm
_03627_,29.66µm
_03628_,29.66µm
_06647_,29.66µm
_08384_,29.66µm
_12892_,29.66µm
_15816_,29.66µm
_16974_,29.66µm
_14609_,29.625µm
_09654_,29.61µm
_08000_,29.6µm
_14411_,29.6µm
_18130_,29.6µm
_18321_,29.6µm
_20701_,29.585µm
_02941_,29.58µm
_03754_,29.58µm
_04142_,29.58µm
_04696_,29.58µm
_10415_,29.58µm
_17525_,29.58µm
_08895_,29.575µm
_12199_,29.575µm
_05689_,29.56µm
_00850_,29.54µm
_03618_,29.54µm
_06568_,29.54µm
_08992_,29.54µm
_09931_,29.54µm
_18445_,29.54µm
_06485_,29.5µm
_07472_,29.5µm
_15931_,29.465µm
_02958_,29.46µm
_03232_,29.46µm
_08612_,29.46µm
_08666_,29.46µm
_10871_,29.46µm
_13207_,29.46µm
_13333_,29.46µm
_00794_,29.44µm
_16319_,29.44µm
_20235_,29.44µm
_00184_,29.42µm
_10674_,29.42µm
_16101_,29.42µm
_18870_,29.42µm
_01133_,29.4µm
_01476_,29.4µm
_07757_,29.4µm
_09982_,29.4µm
_15550_,29.4µm
_16390_,29.4µm
_16528_,29.4µm
_17015_,29.4µm
_00967_,29.38µm
_01042_,29.38µm
_08184_,29.38µm
_14304_,29.38µm
_20507_,29.38µm
_03276_,29.37µm
_05908_,29.36µm
_07984_,29.36µm
_20047_,29.36µm
_15363_,29.355µm
_05086_,29.34µm
_11534_,29.34µm
_17348_,29.34µm
_03818_,29.33µm
_00163_,29.32µm
_01912_,29.32µm
_03784_,29.32µm
_05762_,29.32µm
_06507_,29.32µm
_07216_,29.32µm
_13016_,29.32µm
_15844_,29.32µm
_16774_,29.32µm
_17008_,29.32µm
_17848_,29.32µm
_18995_,29.32µm
net248,29.32µm
_12447_,29.315µm
_14860_,29.315µm
_00287_,29.3µm
_17475_,29.3µm
_13435_,29.29µm
_03195_,29.28µm
_06373_,29.28µm
_11292_,29.28µm
_20213_,29.28µm
_20263_,29.28µm
_19523_,29.26µm
_13692_,29.255µm
_00469_,29.24µm
_04576_,29.24µm
_06127_,29.24µm
_16663_,29.24µm
_20709_,29.24µm
_06573_,29.23µm
_01522_,29.22µm
_02358_,29.22µm
_09649_,29.21µm
_14035_,29.21µm
_07884_,29.2µm
_14933_,29.2µm
_17763_,29.2µm
_15551_,29.18µm
_17215_,29.18µm
_04466_,29.16µm
_13793_,29.16µm
_14163_,29.14µm
_19907_,29.14µm
_01808_,29.12µm
_12539_,29.12µm
_14635_,29.12µm
_16485_,29.12µm
_18466_,29.12µm
_18883_,29.12µm
_05224_,29.1µm
_13082_,29.1µm
_17189_,29.1µm
_17238_,29.1µm
_00786_,29.095µm
_08034_,29.085µm
_01992_,29.08µm
_02615_,29.08µm
_14512_,29.07µm
_18622_,29.06µm
_02586_,29.055µm
_12475_,29.04µm
_16055_,29.04µm
_18173_,29.04µm
_07563_,29.02µm
_16022_,29.02µm
_00443_,29µm
_10471_,29µm
_18293_,29µm
_12499_,28.995µm
_06884_,28.98µm
_09066_,28.96µm
_10494_,28.96µm
_19022_,28.96µm
_10292_,28.95µm
_05282_,28.94µm
_10099_,28.94µm
_13788_,28.94µm
_20400_,28.94µm
_20526_,28.94µm
_11218_,28.925µm
_00249_,28.92µm
_04242_,28.92µm
_18183_,28.92µm
_00128_,28.9µm
_00940_,28.9µm
_03617_,28.9µm
_07581_,28.9µm
_19393_,28.9µm
_19533_,28.9µm
_16826_,28.885µm
_08003_,28.88µm
_20369_,28.87µm
_04574_,28.86µm
_04931_,28.86µm
_05781_,28.86µm
_07524_,28.86µm
_16228_,28.86µm
_18710_,28.86µm
_18782_,28.86µm
_20319_,28.86µm
_09022_,28.84µm
_11644_,28.84µm
_18254_,28.84µm
_18913_,28.84µm
_19211_,28.84µm
_00866_,28.82µm
_01616_,28.82µm
_20000_,28.82µm
_20762_,28.82µm
_05285_,28.8µm
_09503_,28.8µm
_18048_,28.8µm
_04307_,28.78µm
_04472_,28.78µm
_05078_,28.78µm
_07750_,28.78µm
_12437_,28.78µm
_15846_,28.78µm
net28,28.78µm
_09003_,28.74µm
_13847_,28.74µm
_14561_,28.74µm
_15958_,28.73µm
_03965_,28.72µm
_14728_,28.72µm
_17627_,28.72µm
_00863_,28.7µm
_01152_,28.7µm
