Instance name, X location, Y location, Voltage
input149, 789.84, 786.08, 1.59992
ANTENNA_input144_A, 789.84, 786.08, 1.59992
ANTENNA_input147_A, 789.84, 786.08, 1.59992
ANTENNA_input148_A, 789.84, 786.08, 1.59992
ANTENNA_input149_A, 789.84, 786.08, 1.59992
FILLER_0_285_1702, 789.84, 786.08, 1.59992
FILLER_0_285_1709, 789.84, 786.08, 1.59992
FILLER_0_282_1700, 789.84, 780.64, 1.59993
FILLER_0_283_1704, 789.84, 780.64, 1.59993
FILLER_0_284_1709, 789.84, 780.64, 1.59993
_38154_, 789.84, 775.2, 1.59995
FILLER_0_280_1701, 789.84, 775.2, 1.59995
FILLER_0_281_1705, 789.84, 775.2, 1.59995
FILLER_0_282_1709, 789.84, 775.2, 1.59995
_40213_, 789.84, 769.76, 1.59995
FILLER_0_279_1707, 789.84, 769.76, 1.59995
FILLER_0_280_1709, 789.84, 769.76, 1.59995
_40215_, 789.84, 764.32, 1.59994
FILLER_0_276_1704, 789.84, 764.32, 1.59994
FILLER_0_277_1705, 789.84, 764.32, 1.59994
FILLER_0_278_1709, 789.84, 764.32, 1.59994
_38157_, 789.84, 758.88, 1.59994
_38158_, 789.84, 758.88, 1.59994
FILLER_0_274_1702, 789.84, 758.88, 1.59994
FILLER_0_276_1709, 789.84, 758.88, 1.59994
_38159_, 789.84, 753.44, 1.59994
_40216_, 789.84, 753.44, 1.59994
FILLER_0_272_1702, 789.84, 753.44, 1.59994
FILLER_0_273_1705, 789.84, 753.44, 1.59994
FILLER_0_274_1709, 789.84, 753.44, 1.59994
FILLER_0_271_1705, 789.84, 748, 1.59995
FILLER_0_272_1709, 789.84, 748, 1.59995
FILLER_0_268_1702, 789.84, 742.56, 1.59992
FILLER_0_269_1709, 789.84, 742.56, 1.59992
FILLER_0_270_1709, 789.84, 742.56, 1.59992
_38165_, 789.84, 737.12, 1.59991
_38166_, 789.84, 737.12, 1.59991
FILLER_0_267_1705, 789.84, 737.12, 1.59991
FILLER_0_268_1709, 789.84, 737.12, 1.59991
_38167_, 789.84, 731.68, 1.59992
_40239_, 789.84, 731.68, 1.59992
FILLER_0_264_1700, 789.84, 731.68, 1.59992
FILLER_0_265_1701, 789.84, 731.68, 1.59992
FILLER_0_265_1709, 789.84, 731.68, 1.59992
FILLER_0_266_1709, 789.84, 731.68, 1.59992
_35949_, 789.84, 726.24, 1.59991
FILLER_0_262_1698, 789.84, 726.24, 1.59991
FILLER_0_264_1709, 789.84, 726.24, 1.59991
FILLER_0_260_1702, 789.84, 720.8, 1.59992
FILLER_0_261_1709, 789.84, 720.8, 1.59992
FILLER_0_262_1709, 789.84, 720.8, 1.59992
FILLER_0_258_1703, 789.84, 715.36, 1.59991
FILLER_0_259_1707, 789.84, 715.36, 1.59991
FILLER_0_260_1709, 789.84, 715.36, 1.59991
FILLER_0_257_1701, 789.84, 709.92, 1.59993
FILLER_0_257_1709, 789.84, 709.92, 1.59993
FILLER_0_258_1709, 789.84, 709.92, 1.59993
_40241_, 789.84, 704.48, 1.59989
FILLER_0_254_1701, 789.84, 704.48, 1.59989
FILLER_0_255_1702, 789.84, 704.48, 1.59989
FILLER_0_256_1709, 789.84, 704.48, 1.59989
FILLER_0_252_1698, 789.84, 699.04, 1.59991
FILLER_0_253_1705, 789.84, 699.04, 1.59991
FILLER_0_254_1709, 789.84, 699.04, 1.59991
_40246_, 789.84, 693.6, 1.5999
FILLER_0_252_1709, 789.84, 693.6, 1.5999
FILLER_0_248_1701, 789.84, 688.16, 1.59991
FILLER_0_249_1705, 789.84, 688.16, 1.59991
FILLER_0_250_1709, 789.84, 688.16, 1.59991
FILLER_0_247_1705, 789.84, 682.72, 1.59993
FILLER_0_248_1709, 789.84, 682.72, 1.59993
_38195_, 789.84, 677.28, 1.59991
FILLER_0_244_1699, 789.84, 677.28, 1.59991
FILLER_0_245_1709, 789.84, 677.28, 1.59991
FILLER_0_246_1709, 789.84, 677.28, 1.59991
_38204_, 789.84, 671.84, 1.59994
_40244_, 789.84, 671.84, 1.59994
FILLER_0_242_1692, 789.84, 671.84, 1.59994
FILLER_0_242_1701, 789.84, 671.84, 1.59994
FILLER_0_243_1701, 789.84, 671.84, 1.59994
FILLER_0_243_1709, 789.84, 671.84, 1.59994
FILLER_0_244_1709, 789.84, 671.84, 1.59994
_38206_, 789.84, 666.4, 1.59991
_38207_, 789.84, 666.4, 1.59991
_38208_, 789.84, 666.4, 1.59991
FILLER_0_242_1709, 789.84, 666.4, 1.59991
_38210_, 789.84, 660.96, 1.59989
FILLER_0_238_1698, 789.84, 660.96, 1.59989
FILLER_0_240_1709, 789.84, 660.96, 1.59989
FILLER_0_236_1698, 789.84, 655.52, 1.59988
FILLER_0_237_1707, 789.84, 655.52, 1.59988
FILLER_0_238_1709, 789.84, 655.52, 1.59988
_35973_, 789.84, 650.08, 1.59985
_38205_, 789.84, 650.08, 1.59985
_40399_, 789.84, 650.08, 1.59985
FILLER_0_236_1709, 789.84, 650.08, 1.59985
_35974_, 789.84, 644.64, 1.59981
FILLER_0_233_1693, 789.84, 644.64, 1.59981
FILLER_0_234_1709, 789.84, 644.64, 1.59981
_38432_, 789.84, 639.2, 1.59983
_40400_, 789.84, 639.2, 1.59983
FILLER_0_230_1698, 789.84, 639.2, 1.59983
FILLER_0_231_1702, 789.84, 639.2, 1.59983
FILLER_0_232_1709, 789.84, 639.2, 1.59983
_35980_, 789.84, 633.76, 1.59981
_38434_, 789.84, 633.76, 1.59981
_40385_, 789.84, 633.76, 1.59981
FILLER_0_228_1700, 789.84, 633.76, 1.59981
FILLER_0_230_1709, 789.84, 633.76, 1.59981
FILLER_0_226_1704, 789.84, 628.32, 1.5998
FILLER_0_227_1708, 789.84, 628.32, 1.5998
FILLER_0_228_1709, 789.84, 628.32, 1.5998
_38435_, 789.84, 622.88, 1.59976
FILLER_0_224_1704, 789.84, 622.88, 1.59976
FILLER_0_225_1709, 789.84, 622.88, 1.59976
FILLER_0_226_1709, 789.84, 622.88, 1.59976
FILLER_0_222_1698, 789.84, 617.44, 1.59971
FILLER_0_223_1705, 789.84, 617.44, 1.59971
FILLER_0_224_1709, 789.84, 617.44, 1.59971
_38437_, 789.84, 612, 1.59983
_40402_, 789.84, 612, 1.59983
FILLER_0_221_1709, 789.84, 612, 1.59983
FILLER_0_222_1709, 789.84, 612, 1.59983
_36201_, 789.84, 606.56, 1.59984
_38436_, 789.84, 606.56, 1.59984
_38438_, 789.84, 606.56, 1.59984
_40380_, 789.84, 606.56, 1.59984
FILLER_0_218_1705, 789.84, 606.56, 1.59984
FILLER_0_219_1693, 789.84, 606.56, 1.59984
FILLER_0_220_1709, 789.84, 606.56, 1.59984
_36203_, 789.84, 601.12, 1.5995
FILLER_0_216_1699, 789.84, 601.12, 1.5995
FILLER_0_217_1706, 789.84, 601.12, 1.5995
FILLER_0_218_1709, 789.84, 601.12, 1.5995
FILLER_0_216_1709, 789.84, 595.68, 1.59964
_36204_, 789.84, 590.24, 1.59914
_38439_, 789.84, 590.24, 1.59914
FILLER_0_212_1705, 789.84, 590.24, 1.59914
FILLER_0_213_1703, 789.84, 590.24, 1.59914
FILLER_0_214_1709, 789.84, 590.24, 1.59914
FILLER_0_211_1705, 789.84, 584.8, 1.59989
FILLER_0_212_1709, 789.84, 584.8, 1.59989
_31763_, 789.84, 579.36, 1.59972
FILLER_0_208_1704, 789.84, 579.36, 1.59972
FILLER_0_210_1709, 789.84, 579.36, 1.59972
_34055_, 789.84, 573.92, 1.59973
_34056_, 789.84, 573.92, 1.59973
FILLER_0_206_1703, 789.84, 573.92, 1.59973
FILLER_0_207_1709, 789.84, 573.92, 1.59973
FILLER_0_208_1709, 789.84, 573.92, 1.59973
FILLER_0_204_1703, 789.84, 568.48, 1.59984
FILLER_0_206_1709, 789.84, 568.48, 1.59984
_34057_, 789.84, 563.04, 1.59975
_36205_, 789.84, 563.04, 1.59975
_36206_, 789.84, 563.04, 1.59975
FILLER_0_202_1699, 789.84, 563.04, 1.59975
FILLER_0_203_1698, 789.84, 563.04, 1.59975
FILLER_0_204_1709, 789.84, 563.04, 1.59975
FILLER_0_200_1702, 789.84, 557.6, 1.5999
FILLER_0_202_1709, 789.84, 557.6, 1.5999
_34058_, 789.84, 552.16, 1.59984
_36207_, 789.84, 552.16, 1.59984
FILLER_0_198_1701, 789.84, 552.16, 1.59984
FILLER_0_199_1693, 789.84, 552.16, 1.59984
FILLER_0_199_1708, 789.84, 552.16, 1.59984
FILLER_0_200_1709, 789.84, 552.16, 1.59984
_31961_, 789.84, 546.72, 1.59988
_31962_, 789.84, 546.72, 1.59988
_38440_, 789.84, 546.72, 1.59988
FILLER_0_196_1698, 789.84, 546.72, 1.59988
FILLER_0_197_1694, 789.84, 546.72, 1.59988
FILLER_0_197_1701, 789.84, 546.72, 1.59988
FILLER_0_197_1709, 789.84, 546.72, 1.59988
FILLER_0_198_1709, 789.84, 546.72, 1.59988
_36208_, 789.84, 541.28, 1.59988
FILLER_0_194_1699, 789.84, 541.28, 1.59988
FILLER_0_195_1705, 789.84, 541.28, 1.59988
FILLER_0_196_1709, 789.84, 541.28, 1.59988
_31963_, 789.84, 535.84, 1.59969
_34041_, 789.84, 535.84, 1.59969
_38441_, 789.84, 535.84, 1.59969
_38442_, 789.84, 535.84, 1.59969
FILLER_0_192_1705, 789.84, 535.84, 1.59969
FILLER_0_193_1704, 789.84, 535.84, 1.59969
FILLER_0_194_1709, 789.84, 535.84, 1.59969
