Instance name, X location, Y location, Voltage
input94, 376.96, 448.8, 2.61076e-05
input95, 376.96, 448.8, 2.61076e-05
_19250_, 376.96, 443.36, 6.80978e-05
_19251_, 376.96, 443.36, 6.80978e-05
_20985_, 376.96, 443.36, 6.80978e-05
_20986_, 376.96, 443.36, 6.80978e-05
_21795_, 376.96, 443.36, 6.80978e-05
input96, 376.96, 443.36, 6.80978e-05
fanout349, 376.96, 443.36, 6.80978e-05
ANTENNA_input89_A, 376.96, 443.36, 6.80978e-05
ANTENNA_input92_A, 376.96, 443.36, 6.80978e-05
ANTENNA_input94_A, 376.96, 443.36, 6.80978e-05
ANTENNA__19251__A, 376.96, 443.36, 6.80978e-05
_19252_, 376.96, 437.92, 6.87262e-05
_20987_, 376.96, 437.92, 6.87262e-05
_21794_, 376.96, 437.92, 6.87262e-05
input100, 376.96, 437.92, 6.87262e-05
ANTENNA_input95_A, 376.96, 437.92, 6.87262e-05
ANTENNA__20987__A1, 376.96, 437.92, 6.87262e-05
ANTENNA__20985__A, 376.96, 437.92, 6.87262e-05
ANTENNA__19251__B, 376.96, 437.92, 6.87262e-05
FILLER_0_141_710, 376.96, 437.92, 6.87262e-05
FILLER_0_142_697, 376.96, 437.92, 6.87262e-05
FILLER_0_142_701, 376.96, 437.92, 6.87262e-05
_18007_, 376.96, 432.48, 8.28794e-05
_20725_, 376.96, 432.48, 8.28794e-05
_20726_, 376.96, 432.48, 8.28794e-05
ANTENNA_input96_A, 376.96, 432.48, 8.28794e-05
ANTENNA_input100_A, 376.96, 432.48, 8.28794e-05
ANTENNA_fanout349_A, 376.96, 432.48, 8.28794e-05
ANTENNA__18007__A, 376.96, 432.48, 8.28794e-05
ANTENNA__18006__A, 376.96, 432.48, 8.28794e-05
ANTENNA__19250__A, 376.96, 432.48, 8.28794e-05
ANTENNA__18007__B, 376.96, 432.48, 8.28794e-05
ANTENNA__19250__B, 376.96, 432.48, 8.28794e-05
FILLER_0_139_703, 376.96, 432.48, 8.28794e-05
FILLER_0_140_721, 376.96, 432.48, 8.28794e-05
_12579_, 376.96, 427.04, 0.00015042
_18006_, 376.96, 427.04, 0.00015042
_19103_, 376.96, 427.04, 0.00015042
_21684_, 376.96, 427.04, 0.00015042
ANTENNA__18006__B, 376.96, 427.04, 0.00015042
FILLER_0_137_709, 376.96, 427.04, 0.00015042
FILLER_0_139_719, 376.96, 427.04, 0.00015042
_12582_, 376.96, 421.6, 0.000183124
_12583_, 376.96, 421.6, 0.000183124
_18008_, 376.96, 421.6, 0.000183124
_19254_, 376.96, 421.6, 0.000183124
_20728_, 376.96, 421.6, 0.000183124
_20729_, 376.96, 421.6, 0.000183124
_20730_, 376.96, 421.6, 0.000183124
_21619_, 376.96, 421.6, 0.000183124
_21697_, 376.96, 421.6, 0.000183124
FILLER_0_136_701, 376.96, 421.6, 0.000183124
FILLER_0_136_715, 376.96, 421.6, 0.000183124
_12584_, 376.96, 416.16, 0.000159781
_19105_, 376.96, 416.16, 0.000159781
_21699_, 376.96, 416.16, 0.000159781
ANTENNA__18009__A, 376.96, 416.16, 0.000159781
FILLER_0_134_720, 376.96, 416.16, 0.000159781
