net,length_um
net248,298.48µm
net89,298.115µm
_07653_,296.44µm
_07770_,295.12µm
net54,294.98µm
_06502_,294.02µm
net413,292.73µm
net259,292.025µm
net247,292µm
net393,291.7µm
net267,291.52µm
net58,291.18µm
_07602_,289.54µm
_05638_,289.4µm
net488,287.3µm
_04653_,287.16µm
net283,287.16µm
net214,286.81µm
net169,286.36µm
_04756_,286.03µm
_00583_,285.2µm
net165,285.2µm
net167,284.8µm
_03266_,284.74µm
_05317_,284.1µm
net32,283.7µm
net390,283.54µm
net428,283.53µm
net80,283.315µm
_08190_,282.04µm
_07047_,281.97µm
net588,281.87µm
_09603_,281.86µm
_04375_,281.81µm
_00564_,281.56µm
net237,281.5µm
_01656_,281.48µm
_07283_,281.3µm
net51,280.52µm
net512,280.415µm
net56,279.68µm
_05678_,278.26µm
_10947_,278.26µm
net74,278.12µm
_03030_,278.06µm
_06415_,276.955µm
net469,276.32µm
net59,276.08µm
_03334_,276.04µm
net452,275.765µm
_09564_,275.235µm
_04953_,274.9µm
net546,274.82µm
net95,274.8µm
net333,274.46µm
_07747_,274.44µm
_00644_,274.2µm
net162,273.88µm
_06208_,273.58µm
_03097_,272.98µm
_06164_,272.875µm
_05318_,271.1µm
net18,270.9µm
net493,270.78µm
net66,270.7µm
_03029_,270.14µm
_11122_,269.44µm
_02554_,269.24µm
_01447_,269µm
_06246_,268.8µm
net322,268.62µm
_04954_,268.56µm
net534,267.88µm
_03779_,267.78µm
clknet_1_0__leaf_clk,267.58µm
net382,267.35µm
_05303_,266.65µm
net392,265.94µm
net241,265.86µm
net464,265.76µm
_01067_,265.58µm
net90,265.28µm
_01369_,264.82µm
_00998_,264.78µm
net76,263.26µm
_03287_,262.76µm
net400,262.73µm
_04305_,262.41µm
net411,262.25µm
_08191_,261.9µm
_01495_,261.7µm
net254,260.84µm
net91,260.36µm
net439,260.1µm
_06268_,259.9µm
net553,259.6µm
_05278_,259.52µm
net530,258.04µm
net394,257.94µm
net156,257.84µm
net63,257.14µm
_04246_,256.97µm
_07471_,256.63µm
_06180_,256.48µm
_02927_,256.475µm
net479,256.38µm
net231,256.36µm
net570,255.955µm
_06081_,254.965µm
_04862_,254.62µm
net92,254.5µm
net408,254.435µm
_04396_,253.84µm
net269,253.63µm
net15,252.86µm
_01657_,252.46µm
net275,252.46µm
_03818_,252.455µm
net499,251.035µm
net71,251.02µm
net433,250.97µm
_08769_,250.9µm
_05702_,250.28µm
_05611_,249.86µm
net391,249.4µm
net529,248.24µm
_03026_,247.22µm
_04487_,246.62µm
net151,246.42µm
_07562_,246.08µm
_08513_,245.68µm
_06058_,245.25µm
net60,245.1µm
_03691_,244.82µm
_04445_,243.71µm
_01903_,243.7µm
_06317_,242.235µm
net93,242.16µm
net384,242.12µm
net473,241.96µm
net538,241.88µm
net266,241.82µm
_01454_,240.94µm
net577,240.44µm
_08875_,240.28µm
_00472_,240.22µm
net583,240.08µm
net50,239.84µm
_06213_,239.4µm
net49,239.4µm
net314,238.9µm
net94,238.035µm
_00844_,237.93µm
_03236_,237.78µm
_10157_,237.36µm
_03890_,236.12µm
_01704_,235.84µm
_02883_,235.65µm
net377,235.65µm
_03855_,235.1µm
_04706_,234.02µm
_00251_,233µm
_05277_,232.94µm
_01801_,231.915µm
_10266_,231.74µm
net310,231.335µm
_01202_,231.14µm
_09000_,230.77µm
net48,230.47µm
_01464_,230.1µm
_03304_,229.84µm
net311,229.74µm
_03286_,229.46µm
net508,229.26µm
_01260_,229.24µm
_03410_,229.12µm
_00349_,228.14µm
net545,227.76µm
net430,227.675µm
_06977_,227.4µm
_03435_,227.14µm
_05111_,227.06µm
_00309_,226.6µm
_04376_,226.52µm
_06187_,226.285µm
_01366_,226.14µm
_03237_,225.94µm
net455,225.315µm
_10215_,224.66µm
_02609_,224.1µm
net436,223.74µm
net461,223.6µm
net47,223.2µm
_06403_,223.18µm
net420,222.86µm
net497,222.86µm
_00715_,222.8µm
net540,222.8µm
net567,222.665µm
net422,222.42µm
_02960_,221.82µm
net78,221.68µm
net152,221.5µm
_00683_,221.44µm
_03331_,221.34µm
net478,221.235µm
net532,221.1µm
_04203_,220.82µm
_04228_,220.6µm
_03406_,219.89µm
_03355_,219.76µm
_08192_,219.14µm
net122,218.82µm
net501,218.375µm
_00638_,218.32µm
net330,218.22µm
net236,218.08µm
net73,217.855µm
_03320_,217.42µm
_06820_,217.42µm
net419,217.26µm
_03367_,216.82µm
net492,216.82µm
_02615_,216.64µm
_01076_,216.46µm
net472,216.235µm
_01614_,216.1µm
net416,215.88µm
_11125_,215.79µm
net549,215.6µm
net216,215.46µm
net431,215.265µm
net386,215.19µm
net121,215µm
_01613_,214.54µm
_09086_,214.32µm
_07731_,214.04µm
_04565_,213.73µm
net189,213.31µm
_04225_,213.22µm
net293,212.84µm
net96,212.37µm
net19,211.86µm
_06491_,211.2µm
_09007_,210.935µm
_11035_,210.34µm
_02566_,209.02µm
_08348_,208.92µm
_05826_,208.625µm
_09975_,208.56µm
_04006_,208.24µm
_01263_,208.155µm
net537,207.98µm
net462,207.62µm
_04472_,207.61µm
net435,207.45µm
net526,206.57µm
_01397_,206.495µm
_05556_,206.015µm
_09964_,205.78µm
_01382_,205.6µm
net454,205.45µm
_08073_,205.26µm
_01265_,205.22µm
_09634_,205.16µm
_03326_,205.08µm
_00397_,204.81µm
net440,204.32µm
_00884_,204.3µm
net388,204.13µm
net308,204.08µm
_08357_,203.98µm
net424,203.76µm
net291,203.735µm
_07104_,203.615µm
_03358_,203.4µm
net262,203.32µm
net340,203.22µm
net466,202.83µm
net580,202.55µm
net26,202.22µm
_00904_,202.02µm
_04632_,201.78µm
_11065_,201.5µm
net543,201.37µm
_01706_,201.135µm
net313,201.07µm
_03960_,200.42µm
_06239_,199.88µm
_00637_,199.775µm
net564,199.025µm
net349,198.88µm
_02805_,197.92µm
_09029_,197.92µm
net523,197.58µm
_02595_,197.375µm
_03269_,197.3µm
net294,197.035µm
_10898_,196.71µm
_09757_,196.57µm
_07216_,196.56µm
net503,196.255µm
_03165_,196.24µm
net298,196.08µm
_04610_,195.84µm
_10562_,195.7µm
net475,195.58µm
_02568_,195.56µm
net157,195.39µm
net371,194.8µm
net474,194.58µm
_08975_,194.42µm
_08820_,194.23µm
_01094_,194.2µm
net321,193.32µm
_03851_,193.25µm
_04677_,193.24µm
net61,193.04µm
_06644_,192.94µm
_08684_,192.84µm
_03966_,192.78µm
net524,192.735µm
_08502_,192.72µm
_04061_,192.68µm
_03204_,192.08µm
_02188_,191.86µm
_02542_,191.85µm
_01204_,191.74µm
_03174_,191.64µm
net380,191.22µm
net491,190.57µm
_01616_,190.36µm
net346,190.24µm
_03064_,189.62µm
net232,189µm
net25,188.81µm
_00955_,188.8µm
_04007_,188.76µm
net541,188.42µm
net406,188.24µm
_02345_,188.1µm
net295,187.93µm
_04014_,187.855µm
_01901_,187.62µm
_02634_,187.5µm
_02086_,187.42µm
_04284_,187.28µm
_10644_,187.08µm
net264,187µm
net75,186.96µm
net539,186.48µm
net398,186.27µm
_02923_,185.8µm
_06230_,185.74µm
net459,185.615µm
_03885_,185.58µm
net423,185.56µm
_06973_,185.5µm
_06325_,184.96µm
_02584_,184.92µm
net445,184.21µm
net397,183.92µm
_09871_,183.86µm
net548,183.78µm
_10070_,183.42µm
net482,183.035µm
_01707_,183.02µm
_10795_,182.98µm
_00654_,182.68µm
net465,182.5µm
_03207_,182.44µm
_03422_,182.375µm
_03961_,182.2µm
_03850_,180.58µm
_03144_,180.28µm
_09207_,180.12µm
net17,180.1µm
_04054_,179.805µm
_10071_,179.74µm
net27,179.61µm
_06500_,178.975µm
net484,178.975µm
net427,178.755µm
_05284_,178.59µm
_10558_,178.4µm
net348,178.13µm
_07850_,177.52µm
_03182_,177.06µm
_05567_,176.84µm
net376,176.65µm
_05765_,175.54µm
net586,175.18µm
_02715_,175.12µm
net544,175.02µm
_03106_,174.74µm
net550,174.555µm
_04650_,174.4µm
_04986_,173.66µm
_05346_,173.6µm
_05344_,173.515µm
_00821_,173.28µm
_03307_,173.28µm
net481,173.28µm
net389,173.275µm
net233,173.22µm
net374,173µm
_03404_,172.92µm
_03192_,172.665µm
_04434_,172.62µm
net396,172.18µm
_07388_,171.78µm
net263,171.65µm
net569,171.475µm
_04010_,171.38µm
_08654_,171.28µm
_09051_,170.94µm
_03252_,170.88µm
net513,170.8µm
_04278_,170.76µm
_04661_,170.68µm
net425,170.28µm
_01703_,170.09µm
_01199_,170µm
_09293_,169.78µm
_01156_,169.68µm
net2,169.66µm
net502,169.26µm
net477,169.12µm
net460,169.1µm
net286,169.06µm
_00938_,168.88µm
net284,168.7µm
_10406_,168.66µm
_02943_,168.64µm
_04229_,167.79µm
net160,167.55µm
_10373_,167.41µm
net385,167.005µm
_02611_,166.94µm
_10514_,166.92µm
_03094_,166.435µm
net334,166.08µm
net365,165.78µm
_04244_,165.6µm
net450,165.42µm
net448,165.385µm
_03225_,165.26µm
_01281_,165.2µm
_01577_,165.08µm
_05286_,165.07µm
_07360_,164.92µm
_06587_,164.36µm
net363,164.27µm
net28,164.18µm
net449,164.14µm
_01275_,163.98µm
net369,163.52µm
net485,163.22µm
_07516_,163.02µm
net421,162.7µm
_06373_,162.69µm
_05307_,162.62µm
_02599_,162.47µm
_04872_,161.95µm
_06953_,161.82µm
_01728_,161.68µm
_10623_,161.52µm
_01413_,161.3µm
_03711_,161.22µm
net258,161.095µm
_03391_,160.87µm
_09750_,160.84µm
net563,160.74µm
_00647_,160.68µm
_00817_,160.54µm
net22,160.5µm
_06256_,159.8µm
_07220_,159.1µm
_06128_,158.88µm
net368,158.42µm
net360,158.4µm
_05787_,158.28µm
_02928_,158.08µm
net506,157.88µm
_04750_,157.75µm
net361,157.51µm
net458,157.475µm
_04643_,156.59µm
_03090_,156.4µm
net235,156.4µm
_10447_,156.28µm
_02794_,156.06µm
_10030_,155.94µm
_04308_,155.7µm
net159,155.665µm
_01928_,155.56µm
_06976_,155.54µm
_11181_,155.42µm
_02607_,155.255µm
_02130_,155.24µm
_00824_,154.78µm
_00932_,154.78µm
net350,154.66µm
_05061_,154.62µm
net183,154.54µm
net190,154.52µm
net470,154.495µm
_06201_,154.22µm
_08495_,154.12µm
_05357_,154.04µm
_00699_,153.6µm
net212,153.38µm
_05691_,153.32µm
_00834_,153.2µm
_05296_,152.9µm
_02964_,152.84µm
_07745_,152.8µm
_00213_,152.68µm
net418,152.58µm
net355,152.52µm
_02581_,152.37µm
_07945_,152.22µm
_03249_,152.12µm
net578,151.935µm
net516,151.88µm
_01423_,151.7µm
_03091_,151.62µm
net432,151.29µm
_05274_,151.22µm
clknet_1_1__leaf_clk,151.03µm
_06276_,150.98µm
_02991_,150.74µm
net417,150.585µm
_05309_,150.515µm
_09108_,150.38µm
_03188_,150.37µm
_05737_,149.94µm
net329,149.865µm
net453,149.86µm
net498,149.54µm
_02594_,148.96µm
net155,148.9µm
net509,148.9µm
_05612_,148.78µm
net366,148.64µm
_05171_,148.57µm
_03699_,148.34µm
net282,148.015µm
_04262_,147.86µm
net489,147.815µm
_03415_,147.76µm
_01813_,147.74µm
_03059_,147.34µm
_01658_,147.32µm
_03926_,147.16µm
net467,147.12µm
_03015_,147µm
_03957_,146.96µm
_05360_,146.96µm
_06332_,146.86µm
_04659_,145.72µm
_03170_,145.6µm
net496,145.54µm
_04908_,145.38µm
net568,145.38µm
net407,145.02µm
_03244_,145µm
_05776_,144.62µm
_06981_,144.4µm
_01421_,144.34µm
_04382_,144.01µm
_01814_,143.9µm
_03104_,143.79µm
_08346_,143.315µm
net342,143.24µm
net337,143.22µm
_03922_,143.13µm
_03843_,142.84µm
net575,142.84µm
_10355_,142.14µm
_07696_,142.02µm
_04274_,141.62µm
net557,141.62µm
net234,141.42µm
_00892_,141.36µm
_03881_,141.14µm
_05137_,140.71µm
_10905_,140.59µm
_04665_,140.54µm
_00691_,140.32µm
_07357_,139.94µm
net338,139.135µm
_00584_,139.04µm
_09240_,138.42µm
_01461_,138.08µm
_01559_,137.88µm
_05330_,137.86µm
_10985_,137.78µm
_01108_,137.34µm
_02483_,137.26µm
_04549_,137.125µm
net494,136.955µm
net270,136.94µm
_02828_,136.9µm
_01879_,136.88µm
_05418_,136.68µm
_05364_,136.64µm
_01178_,136.5µm
net522,136.46µm
_10646_,136.4µm
_02677_,136.39µm
_11096_,135.98µm
_08978_,135.9µm
_03312_,135.83µm
_09089_,135.68µm
_01897_,135.3µm
_01064_,135.26µm
_03395_,135.12µm
_03399_,134.8µm
net20,134.68µm
_03417_,134.645µm
_00999_,134.62µm
net415,134.2µm
_04299_,134.08µm
net451,133.955µm
_03397_,133.9µm
net486,133.88µm
_06381_,133.85µm
_07811_,133.72µm
_10902_,133.72µm
_02388_,133.605µm
_06010_,133.5µm
_02258_,133.495µm
_03298_,133.38µm
_09787_,133.1µm
_08089_,133.08µm
_05138_,132.945µm
_03027_,132.93µm
_05715_,132.85µm
_00820_,132.8µm
_03707_,132.5µm
_03721_,132.365µm
_11085_,132.26µm
_06805_,131.56µm
_10063_,131.34µm
_03053_,130.98µm
_06260_,130.94µm
_06684_,130.92µm
net456,130.82µm
net372,130.74µm
net351,130.72µm
_04989_,130.5µm
_06076_,129.94µm
_03388_,129.935µm
net10,129.875µm
_10033_,129.74µm
net463,129.52µm
_10996_,129.44µm
net251,129.24µm
_05073_,129.16µm
_10696_,129.06µm
net299,128.96µm
net3,128.85µm
net123,128.68µm
_00539_,127.78µm
_02034_,127.76µm
_05921_,127.66µm
_10745_,127.6µm
net193,127.49µm
_09454_,127.36µm
_06529_,126.835µm
net215,126.8µm
_03039_,126.755µm
net309,126.6µm
net402,126.485µm
net507,126.315µm
_06382_,126.14µm
_00525_,126.06µm
net265,125.87µm
net381,125.685µm
_09604_,125.68µm
_10367_,125.56µm
_11156_,125.24µm
net490,125.02µm
net354,124.92µm
_03127_,124.86µm
_08161_,124.75µm
_05329_,124.485µm
_03103_,124.46µm
_01449_,124.22µm
_02799_,123.72µm
_08886_,123.64µm
_01497_,123.44µm
_10694_,123.42µm
_06175_,123µm
_02654_,122.88µm
_02802_,122.87µm
_03099_,122.66µm
_04295_,122.46µm
_00408_,122.34µm
_07524_,122.02µm
_01529_,121.42µm
_01283_,121.36µm
net566,121.355µm
_03743_,121.28µm
_04281_,121.14µm
net495,121.115µm
_04099_,120.9µm
_04543_,120.82µm
_03050_,120.72µm
_03534_,120.265µm
_10995_,120.22µm
_01172_,120.12µm
_02272_,119.915µm
_05294_,119.84µm
net104,119.595µm
net249,119.3µm
_03105_,119.26µm
_04381_,118.98µm
_03774_,118.92µm
_11140_,118.6µm
_04710_,118.58µm
_07535_,118.14µm
net555,118.14µm
_02598_,118µm
_02589_,117.96µm
_09611_,117.93µm
_06439_,117.82µm
_02583_,117.705µm
_10305_,117.69µm
_01197_,117.56µm
_03393_,117.48µm
_05668_,117.48µm
net101,117.42µm
_07872_,117.4µm
_03167_,116.68µm
net272,116.64µm
_08330_,116.61µm
_04115_,116.605µm
_01510_,115.76µm
_07090_,115.43µm
net336,115.12µm
net572,114.76µm
_02938_,114.48µm
_06197_,114.405µm
_06856_,114.24µm
_04241_,114.22µm
_01488_,113.98µm
_01477_,113.86µm
_01407_,113.36µm
_02025_,113.28µm
_02850_,113.115µm
_03142_,113.1µm
_06534_,112.9µm
net24,112.82µm
_05363_,112.62µm
_02495_,112.42µm
_04015_,112.42µm
net471,112.24µm
_09318_,111.98µm
_03048_,111.82µm
_06808_,111.66µm
net446,111.64µm
net103,111.595µm
_03983_,111.44µm
_01071_,111.4µm
net528,111.12µm
_06702_,110.84µm
_03700_,110.76µm
_01375_,110.46µm
_04354_,110.46µm
_01640_,110.42µm
net444,110.37µm
_00093_,110.35µm
net587,110.26µm
_04808_,110.1µm
_04400_,109.88µm
_06014_,109.82µm
_02289_,109.62µm
net447,109.3µm
_00728_,109.12µm
_05827_,108.9µm
_03873_,108.78µm
_06806_,108.45µm
_09168_,108.4µm
_04027_,108.32µm
_07871_,108.16µm
_08090_,108.04µm
_00263_,107.98µm
_03400_,107.62µm
_01793_,107.42µm
_02172_,107.42µm
_06171_,107.325µm
net21,107.32µm
_08998_,107.02µm
_08237_,106.92µm
_05865_,106.72µm
_10738_,106.7µm
_02531_,106.66µm
_08648_,106.3µm
_09932_,106.22µm
_01258_,106.14µm
_06011_,106.02µm
_01027_,105.92µm
net344,105.87µm
_01530_,105.86µm
_02516_,105.38µm
net571,105.33µm
net387,105.18µm
_10860_,105.1µm
_00906_,104.98µm
_06019_,104.96µm
_00206_,104.705µm
net426,104.7µm
_02795_,104.55µm
net191,104.43µm
_03032_,104.32µm
net560,104.3µm
_03468_,104.02µm
_00671_,103.68µm
_02604_,103.52µm
_08387_,103.22µm
net192,103.08µm
_03781_,102.9µm
_01709_,102.8µm
_07631_,102.8µm
_02612_,102.7µm
net320,102.68µm
_02541_,102.52µm
_07812_,102.43µm
net429,102.12µm
_04398_,102.04µm
_05144_,101.7µm
_04607_,101.6µm
_07672_,101.6µm
_08544_,101.52µm
_03285_,101.36µm
_04293_,101.24µm
_02618_,101.18µm
_06630_,101.1µm
_06479_,100.85µm
_02630_,100.66µm
_03782_,100.435µm
_01479_,100.16µm
net410,99.98µm
_03389_,99.94µm
_01006_,99.88µm
_04283_,99.86µm
_06067_,99.86µm
_04234_,99.64µm
_10032_,99.46µm
_07242_,99.225µm
net331,99.22µm
_01574_,99.12µm
net339,98.85µm
_01068_,98.68µm
_04289_,98.68µm
_10631_,98.62µm
_00194_,98.26µm
_04232_,98.24µm
_01544_,98.2µm
net561,98.16µm
_00941_,98.1µm
_07885_,97.96µm
_00036_,97.68µm
_09311_,97.66µm
_01795_,97.64µm
_09901_,97.515µm
_04332_,97.34µm
_00949_,97.32µm
_02511_,97.26µm
_10088_,96.74µm
_02617_,96.48µm
_07888_,96.48µm
net442,96.44µm
net414,96.43µm
_03111_,96.42µm
_05237_,96.1µm
_08696_,96.06µm
_00059_,95.82µm
_08231_,95.78µm
_07244_,95.185µm
net412,95.11µm
_03807_,94.99µm
_01550_,94.98µm
_04380_,94.92µm
_04245_,94.905µm
_08543_,94.8µm
_10008_,94.74µm
_04621_,94.68µm
_09524_,94.66µm
_01731_,94.56µm
net317,94.38µm
_02497_,94.24µm
_02231_,94.14µm
net161,93.92µm
_02117_,93.82µm
net194,93.58µm
net261,93.495µm
_01028_,93.32µm
_00627_,93.14µm
_01053_,93.08µm
_02170_,93.06µm
_02532_,93.02µm
_04832_,92.99µm
_11173_,92.78µm
_10615_,92.36µm
_02645_,92.08µm
_03129_,91.96µm
_07359_,91.9µm
_04126_,91.76µm
_07484_,91.62µm
_04253_,91.58µm
_08128_,91.54µm
_00895_,91.5µm
_02417_,91.46µm
_04676_,91.46µm
net335,91.125µm
_05408_,91.005µm
_01310_,90.8µm
_07536_,90.78µm
_04441_,90.74µm
net11,90.74µm
_04687_,90.25µm
_06225_,90.16µm
_08844_,90.16µm
_07780_,90.06µm
_09456_,90.02µm
_06875_,89.855µm
_04521_,89.82µm
_07040_,89.68µm
_03319_,89.66µm
_01363_,89.24µm
_02789_,89.2µm
_10580_,89.14µm
_03350_,88.965µm
_00467_,88.8µm
_11151_,88.78µm
_04542_,88.74µm
net558,88.46µm
_01455_,88.38µm
_08136_,88.34µm
_03595_,88.2µm
net443,88.1µm
_09429_,88.02µm
_07886_,87.98µm
_04614_,87.58µm
_02367_,87.54µm
_06984_,87.32µm
_02180_,87.28µm
_00764_,87.08µm
_02247_,87µm
_05243_,86.78µm
_10955_,86.76µm
_01074_,86.36µm
net312,86.07µm
_04412_,86µm
_04256_,85.62µm
_03112_,85.58µm
_04065_,85.42µm
_09169_,85.32µm
_04601_,85.22µm
_10817_,85.14µm
_11066_,85.14µm
_02576_,85.135µm
_00783_,85.12µm
_02656_,85.1µm
_05798_,85.08µm
_09613_,85.02µm
net102,84.9µm
_09191_,84.88µm
_08781_,84.82µm
_03604_,84.8µm
_02788_,84.78µm
_01149_,84.74µm
_05127_,84.74µm
_03408_,84.56µm
_08646_,84.5µm
_03795_,84.36µm
_04879_,84.36µm
_04309_,84.34µm
_06416_,84.2µm
_03407_,84.14µm
net483,83.96µm
_11069_,83.9µm
_08462_,83.64µm
net182,83.36µm
net188,83.34µm
_04279_,82.58µm
_08652_,82.54µm
_00596_,82.18µm
_01326_,81.96µm
_07950_,81.96µm
_05315_,81.74µm
_01545_,81.64µm
_09244_,81.63µm
_03614_,81.58µm
_06610_,81.54µm
_03086_,81.5µm
_04469_,81.36µm
_06436_,81.34µm
_06836_,81.24µm
_07350_,80.8µm
_00910_,80.75µm
_01819_,80.68µm
net500,80.56µm
_10762_,80.55µm
_09133_,80.52µm
_10169_,80.48µm
_04233_,80.42µm
_07199_,80.325µm
_05719_,80.32µm
_05142_,80.3µm
_04623_,80.26µm
_06530_,80.175µm
_00265_,80.08µm
_10478_,79.98µm
_00791_,79.96µm
_04446_,79.96µm
_02555_,79.72µm
_01890_,79.62µm
_01361_,79.54µm
_09777_,79.48µm
_02636_,79.46µm
_00007_,79.38µm
_11162_,79.34µm
_05643_,79.3µm
_10372_,79.02µm
_05626_,78.9µm
_02190_,78.84µm
net302,78.72µm
_05083_,78.64µm
_03968_,78.46µm
_04810_,78.385µm
_06613_,78.32µm
_07798_,78.28µm
_09333_,77.98µm
_03125_,77.96µm
_04787_,77.86µm
_09134_,77.78µm
_06986_,77.62µm
_02315_,77.48µm
net318,77.34µm
_04574_,77.16µm
_00885_,77.08µm
_01296_,76.88µm
_02552_,76.875µm
_04378_,76.86µm
_05028_,76.83µm
_02641_,76.71µm
clknet_0_clk,76.68µm
_07966_,76.65µm
_01150_,76.64µm
net487,76.56µm
_01320_,76.42µm
_04444_,76.28µm
_00917_,76.105µm
_02140_,76.1µm
_03301_,76.055µm
_09538_,75.92µm
_00430_,75.82µm
_01285_,75.6µm
_04276_,75.57µm
_01037_,75.44µm
_04941_,75.4µm
_05104_,75.4µm
_09455_,75.4µm
_06422_,75.34µm
_03646_,75.32µm
