net,length_um
_03133_,29.7µm
_04899_,29.7µm
_09442_,29.7µm
_25222_,29.7µm
_28600_,29.7µm
_00962_,29.68µm
_18119_,29.66µm
_21859_,29.66µm
_07376_,29.64µm
_10029_,29.64µm
_24921_,29.64µm
_26316_,29.625µm
_10657_,29.62µm
_21543_,29.62µm
_29661_,29.62µm
_05347_,29.61µm
_16246_,29.6µm
_11609_,29.585µm
_08316_,29.58µm
_29764_,29.58µm
_00793_,29.55µm
_16783_,29.54µm
_23857_,29.54µm
_01158_,29.52µm
_31939_,29.52µm
_15579_,29.51µm
_05919_,29.5µm
_07032_,29.5µm
_10176_,29.5µm
_24344_,29.5µm
_13865_,29.49µm
_04362_,29.48µm
_19031_,29.48µm
_26202_,29.48µm
_29623_,29.475µm
_03849_,29.47µm
_20085_,29.465µm
_01330_,29.46µm
_18029_,29.46µm
_18008_,29.45µm
_04160_,29.44µm
_04268_,29.44µm
_23291_,29.44µm
_23778_,29.44µm
_04024_,29.42µm
_07762_,29.42µm
_16893_,29.42µm
_06285_,29.4µm
_12351_,29.4µm
_14134_,29.4µm
_24559_,29.4µm
_19002_,29.38µm
_03056_,29.36µm
_09706_,29.36µm
_12385_,29.36µm
_16114_,29.36µm
_25344_,29.36µm
_13928_,29.34µm
_19165_,29.34µm
_03602_,29.32µm
_05115_,29.32µm
_09231_,29.32µm
_10056_,29.32µm
_24695_,29.32µm
_28372_,29.3µm
_21228_,29.26µm
_00860_,29.24µm
_22000_,29.24µm
_16007_,29.22µm
_16061_,29.22µm
_19989_,29.22µm
_27595_,29.2µm
_01625_,29.18µm
_03302_,29.18µm
_32655_,29.18µm
_01707_,29.16µm
_22042_,29.16µm
_24460_,29.16µm
_11966_,29.14µm
_03879_,29.12µm
_15598_,29.11µm
_04892_,29.1µm
_15206_,29.1µm
_20992_,29.1µm
_03595_,29.08µm
_17582_,29.08µm
lowshift.data\[237\],29.08µm
_03704_,29.06µm
_13419_,29.06µm
clknet_leaf_10_clk,29.06µm
_05596_,29.04µm
_05722_,29.04µm
_06904_,29.04µm
_14819_,29.04µm
_15387_,29.04µm
_11305_,29.035µm
_11166_,29.02µm
_22883_,29.02µm
_28803_,29.02µm
net29,29.02µm
_12304_,29µm
_30851_,29µm
_09771_,28.98µm
_14120_,28.98µm
_16841_,28.98µm
_18065_,28.98µm
clknet_leaf_129_clk,28.98µm
_07449_,28.975µm
_08036_,28.96µm
_12723_,28.96µm
_15600_,28.96µm
clknet_leaf_26_clk,28.96µm
_12168_,28.94µm
_15575_,28.94µm
_24178_,28.94µm
_26682_,28.94µm
clknet_leaf_100_clk,28.94µm
_20844_,28.925µm
_09185_,28.9µm
_11718_,28.88µm
_12567_,28.88µm
_17552_,28.88µm
_15510_,28.86µm
_30652_,28.86µm
_12115_,28.84µm
_23577_,28.84µm
_04251_,28.825µm
_02956_,28.82µm
_05892_,28.82µm
_07349_,28.82µm
_07422_,28.82µm
_11230_,28.82µm
_12108_,28.82µm
_16125_,28.82µm
_19182_,28.82µm
_23098_,28.82µm
_26621_,28.82µm
_04884_,28.8µm
_23908_,28.8µm
_32685_,28.8µm
_15229_,28.78µm
_21303_,28.78µm
_24615_,28.78µm
_29403_,28.76µm
_27814_,28.75µm
_25685_,28.74µm
_17972_,28.72µm
_31131_,28.715µm
_16503_,28.7µm
_17369_,28.7µm
_17590_,28.68µm
_12571_,28.67µm
_06016_,28.66µm
_32146_,28.66µm
clknet_leaf_90_clk,28.66µm
_01175_,28.65µm
_16062_,28.64µm
_05571_,28.63µm
_02649_,28.6µm
_14149_,28.6µm
_14436_,28.6µm
_22229_,28.6µm
_22770_,28.58µm
_01063_,28.54µm
_02572_,28.54µm
_10942_,28.52µm
_11209_,28.52µm
_12868_,28.52µm
_16540_,28.52µm
_26224_,28.52µm
_30585_,28.52µm
_16779_,28.5µm
_20876_,28.5µm
_24122_,28.5µm
_29976_,28.5µm
_01061_,28.48µm
_10286_,28.48µm
_18664_,28.48µm
_25070_,28.48µm
_30749_,28.48µm
_11679_,28.46µm
_19674_,28.46µm
_21758_,28.46µm
_23314_,28.46µm
_05336_,28.44µm
_13561_,28.44µm
_17046_,28.44µm
_14814_,28.42µm
_21862_,28.42µm
_05853_,28.4µm
_17858_,28.4µm
_29967_,28.37µm
_10327_,28.365µm
_06554_,28.36µm
_07800_,28.36µm
_08832_,28.36µm
_09133_,28.36µm
_14490_,28.36µm
_14976_,28.36µm
_29231_,28.36µm
_06366_,28.34µm
_08077_,28.34µm
_13907_,28.34µm
_17294_,28.32µm
_27607_,28.32µm
_06198_,28.3µm
_15444_,28.3µm
_25405_,28.3µm
_10287_,28.28µm
_24108_,28.28µm
_25629_,28.28µm
_28570_,28.26µm
_29535_,28.26µm
_30538_,28.26µm
_32631_,28.26µm
_09689_,28.24µm
_26498_,28.24µm
_15831_,28.22µm
_21942_,28.22µm
_23175_,28.21µm
_06691_,28.2µm
_07507_,28.2µm
_20500_,28.2µm
_26037_,28.2µm
_31377_,28.2µm
_01405_,28.18µm
_12605_,28.18µm
_28589_,28.18µm
_04143_,28.16µm
_07067_,28.16µm
_17508_,28.16µm
_20826_,28.16µm
_21330_,28.16µm
_06760_,28.14µm
_05587_,28.12µm
_23011_,28.12µm
_16729_,28.1µm
_01202_,28.08µm
_21613_,28.08µm
_27423_,28.08µm
_16525_,28.06µm
_05298_,28.04µm
_30452_,28.04µm
_10503_,28.03µm
_14236_,28.02µm
_18613_,28.02µm
_22838_,28.02µm
_24519_,28.02µm
_27702_,28.02µm
_29529_,28.02µm
_23638_,28.005µm
_01359_,28µm
_30353_,28µm
lowshift.data\[230\],28µm
_14346_,27.98µm
_19576_,27.98µm
_08450_,27.96µm
_10416_,27.96µm
_25229_,27.96µm
_04111_,27.94µm
_05800_,27.94µm
_06059_,27.94µm
_10607_,27.94µm
_14324_,27.94µm
_10000_,27.92µm
_25586_,27.92µm
_26043_,27.92µm
_24195_,27.9µm
_26244_,27.9µm
_26623_,27.9µm
_29890_,27.9µm
_32021_,27.88µm
highshift.data\[151\],27.88µm
_11267_,27.86µm
_07821_,27.84µm
_30478_,27.84µm
_15275_,27.82µm
_19264_,27.82µm
highshift.input_pc\[8\],27.82µm
_06369_,27.8µm
_26174_,27.8µm
_32105_,27.8µm
_08819_,27.78µm
_19533_,27.78µm
_20573_,27.78µm
_14325_,27.76µm
_15455_,27.76µm
_21601_,27.76µm
_30030_,27.76µm
_32179_,27.76µm
_00623_,27.74µm
_05284_,27.74µm
_19247_,27.74µm
_28025_,27.74µm
clknet_leaf_87_clk,27.74µm
_08241_,27.72µm
_16571_,27.72µm
_20370_,27.72µm
_21586_,27.72µm
_27885_,27.72µm
_01411_,27.7µm
_17795_,27.68µm
_25209_,27.68µm
_26178_,27.68µm
_17333_,27.66µm
_19354_,27.66µm
_23610_,27.66µm
_00749_,27.64µm
_07252_,27.64µm
_26948_,27.64µm
_07854_,27.62µm
_07988_,27.62µm
_07012_,27.6µm
_10791_,27.6µm
_19121_,27.6µm
_21473_,27.6µm
_20252_,27.58µm
_27268_,27.58µm
_06562_,27.57µm
_02916_,27.56µm
_12708_,27.56µm
_18264_,27.56µm
_18349_,27.56µm
_21774_,27.56µm
_23949_,27.56µm
_25791_,27.56µm
_20101_,27.54µm
_21592_,27.54µm
_29233_,27.54µm
_11741_,27.535µm
_03285_,27.52µm
_08166_,27.52µm
_26503_,27.5µm
clknet_leaf_133_clk,27.5µm
_04562_,27.48µm
_20731_,27.48µm
_24517_,27.48µm
_29879_,27.48µm
_31751_,27.48µm
_02315_,27.46µm
_18233_,27.46µm
_22776_,27.46µm
clknet_leaf_20_clk,27.46µm
_02153_,27.44µm
_04360_,27.44µm
_21161_,27.44µm
_25339_,27.44µm
_08775_,27.42µm
_22884_,27.42µm
_04471_,27.4µm
_16615_,27.4µm
_22736_,27.4µm
_01610_,27.39µm
_17274_,27.38µm
_21802_,27.38µm
_30214_,27.38µm
_03506_,27.37µm
_01728_,27.36µm
_08042_,27.36µm
_11357_,27.36µm
_21000_,27.36µm
_22528_,27.36µm
_26431_,27.36µm
_29493_,27.36µm
_17272_,27.355µm
_04002_,27.34µm
_26581_,27.34µm
_11508_,27.32µm
_22012_,27.32µm
_23196_,27.32µm
_03298_,27.3µm
_30759_,27.3µm
_17068_,27.29µm
_00830_,27.28µm
_00855_,27.28µm
_03772_,27.28µm
_18238_,27.28µm
_22591_,27.28µm
_28323_,27.28µm
_22711_,27.26µm
_30761_,27.25µm
_03442_,27.24µm
_05391_,27.24µm
_09679_,27.24µm
_27189_,27.24µm
_11341_,27.22µm
_14775_,27.22µm
_17172_,27.22µm
_02854_,27.2µm
_02860_,27.2µm
_06438_,27.2µm
_13091_,27.2µm
_14435_,27.2µm
_27719_,27.2µm
_10834_,27.18µm
_30879_,27.18µm
_10156_,27.17µm
_27678_,27.165µm
_12480_,27.16µm
_08906_,27.14µm
_19227_,27.14µm
_06547_,27.12µm
_10674_,27.12µm
_12219_,27.12µm
_23758_,27.12µm
_27079_,27.12µm
_11238_,27.11µm
_05934_,27.1µm
_08033_,27.1µm
_10774_,27.1µm
_16576_,27.1µm
_20243_,27.1µm
_20274_,27.1µm
_21315_,27.1µm
_21516_,27.1µm
_32050_,27.1µm
_12043_,27.08µm
_15870_,27.08µm
_09092_,27.06µm
_24940_,27.06µm
lowshift.data\[224\],27.06µm
_06015_,27.04µm
_07325_,27.04µm
_08040_,27.04µm
_31359_,27.04µm
_16162_,27.02µm
_18518_,27.02µm
_27364_,27.02µm
_03126_,27µm
_25308_,27µm
_12621_,26.98µm
_17700_,26.98µm
_22559_,26.98µm
_10497_,26.96µm
_26120_,26.94µm
_11293_,26.92µm
_13235_,26.9µm
_21932_,26.9µm
_29950_,26.9µm
_31092_,26.9µm
_26381_,26.89µm
_03496_,26.88µm
_05443_,26.88µm
_24342_,26.88µm
_01766_,26.86µm
_04280_,26.86µm
_17666_,26.86µm
_16089_,26.84µm
_27872_,26.84µm
_28498_,26.84µm
_13067_,26.82µm
_15700_,26.82µm
_27973_,26.82µm
clknet_leaf_102_clk,26.82µm
_07914_,26.8µm
_30194_,26.795µm
_16675_,26.78µm
_16697_,26.78µm
_17495_,26.78µm
_23140_,26.76µm
_06601_,26.74µm
_19226_,26.74µm
_24089_,26.74µm
_01851_,26.72µm
_10294_,26.72µm
_16118_,26.72µm
_21974_,26.72µm
_15230_,26.7µm
_16616_,26.7µm
_11725_,26.68µm
_13433_,26.68µm
_14190_,26.68µm
_22994_,26.68µm
_01329_,26.64µm
_06355_,26.64µm
_10207_,26.64µm
_12862_,26.64µm
_24238_,26.64µm
_31308_,26.64µm
_12406_,26.62µm
_26837_,26.62µm
_28933_,26.62µm
_29843_,26.62µm
_07189_,26.6µm
_14390_,26.6µm
_18546_,26.6µm
_18786_,26.6µm
_18957_,26.6µm
_22344_,26.6µm
_22619_,26.6µm
_32053_,26.6µm
_32255_,26.6µm
_00740_,26.58µm
_31824_,26.58µm
_19375_,26.575µm
_18012_,26.57µm
_01905_,26.56µm
_17492_,26.56µm
_25523_,26.56µm
_29228_,26.55µm
_12928_,26.54µm
_14918_,26.525µm
_17167_,26.52µm
_27071_,26.52µm
_29261_,26.52µm
net1153,26.52µm
_32385_,26.505µm
_06328_,26.5µm
_08772_,26.5µm
_14391_,26.5µm
_26318_,26.5µm
_04327_,26.48µm
_16653_,26.48µm
_20271_,26.48µm
_17220_,26.47µm
_11697_,26.45µm
_12245_,26.44µm
_16871_,26.44µm
_19221_,26.44µm
_21286_,26.44µm
_15713_,26.425µm
_20990_,26.42µm
_15027_,26.405µm
_14107_,26.4µm
_31108_,26.4µm
_07186_,26.38µm
_18242_,26.38µm
_19073_,26.38µm
_20578_,26.375µm
_18303_,26.365µm
_12972_,26.36µm
_17793_,26.36µm
_19848_,26.36µm
_28321_,26.36µm
_32633_,26.36µm
_05450_,26.35µm
_15664_,26.34µm
_04008_,26.32µm
_08548_,26.32µm
_19176_,26.32µm
_16236_,26.315µm
_09417_,26.3µm
_11286_,26.3µm
_14223_,26.3µm
_15336_,26.28µm
_26001_,26.27µm
_29717_,26.27µm
_06956_,26.26µm
_27713_,26.26µm
_30189_,26.26µm
_16496_,26.245µm
_15363_,26.24µm
_18500_,26.24µm
_19178_,26.24µm
_22334_,26.24µm
_24006_,26.24µm
_28259_,26.24µm
_00808_,26.22µm
_09535_,26.22µm
_13093_,26.22µm
_17638_,26.22µm
_05183_,26.215µm
_19192_,26.205µm
_03997_,26.2µm
_09835_,26.2µm
_02912_,26.18µm
_02976_,26.18µm
_06424_,26.18µm
_17122_,26.18µm
_24941_,26.18µm
_27444_,26.18µm
_27762_,26.18µm
_08052_,26.17µm
_02496_,26.16µm
_07132_,26.16µm
_13618_,26.16µm
_26028_,26.16µm
_19169_,26.14µm
_26274_,26.14µm
_28079_,26.14µm
_07407_,26.12µm
_10670_,26.12µm
_14475_,26.12µm
_21053_,26.12µm
_18711_,26.1µm
_19472_,26.1µm
_24637_,26.1µm
_29252_,26.1µm
_09369_,26.08µm
_14637_,26.08µm
_29686_,26.08µm
_10849_,26.06µm
_15556_,26.06µm
_23474_,26.06µm
_26811_,26.05µm
_07696_,26.04µm
_15918_,26.04µm
_30001_,26.04µm
_21922_,26.03µm
_21686_,26.025µm
_10938_,26.02µm
_13637_,26.02µm
_20994_,26.02µm
_30058_,26.02µm
_05344_,26µm
_22258_,26µm
_23754_,26µm
_10148_,25.99µm
_10701_,25.98µm
_15179_,25.98µm
_23277_,25.98µm
_30606_,25.98µm
_28562_,25.975µm
_18317_,25.96µm
_32249_,25.96µm
_10344_,25.95µm
_08440_,25.94µm
_12869_,25.94µm
_27526_,25.94µm
_29074_,25.94µm
_21531_,25.92µm
_28923_,25.92µm
_13626_,25.905µm
_01988_,25.9µm
_13925_,25.9µm
_26941_,25.895µm
_21428_,25.89µm
_03522_,25.88µm
_06790_,25.88µm
_07411_,25.88µm
_24589_,25.86µm
_12549_,25.84µm
_25766_,25.84µm
lowshift.data\[37\],25.84µm
clknet_leaf_113_clk,25.84µm
_03556_,25.82µm
_07566_,25.82µm
_07771_,25.82µm
_29785_,25.82µm
_30354_,25.82µm
_11196_,25.81µm
_03448_,25.8µm
_05011_,25.8µm
_11772_,25.8µm
_18324_,25.8µm
_04141_,25.79µm
_09371_,25.79µm
_09360_,25.785µm
_14392_,25.78µm
_03384_,25.76µm
_07459_,25.76µm
_11207_,25.76µm
_11244_,25.76µm
_03855_,25.745µm
_04869_,25.74µm
_23645_,25.74µm
_15226_,25.72µm
_21638_,25.72µm
_21918_,25.72µm
_30760_,25.72µm
_05082_,25.71µm
_18258_,25.7µm
_19313_,25.7µm
_26733_,25.69µm
_11605_,25.68µm
_12370_,25.68µm
_20377_,25.68µm
_05236_,25.66µm
_06967_,25.655µm
_04171_,25.64µm
_12214_,25.64µm
_17603_,25.64µm
clknet_leaf_46_clk,25.64µm
_10936_,25.62µm
_12100_,25.62µm
_26943_,25.62µm
_30621_,25.62µm
_31166_,25.62µm
_13832_,25.61µm
_02204_,25.6µm
_14803_,25.6µm
_21372_,25.6µm
_21577_,25.6µm
_22709_,25.6µm
_19938_,25.585µm
_16789_,25.58µm
_11428_,25.56µm
_11713_,25.56µm
_15820_,25.56µm
_16023_,25.56µm
_22819_,25.56µm
clknet_leaf_58_clk,25.56µm
_20109_,25.55µm
_07806_,25.545µm
_03024_,25.52µm
_04157_,25.52µm
_04204_,25.52µm
_13336_,25.52µm
_19539_,25.52µm
_28051_,25.52µm
_08721_,25.5µm
_18831_,25.5µm
_18841_,25.5µm
_31978_,25.5µm
_17561_,25.495µm
_22434_,25.49µm
_18669_,25.48µm
_00831_,25.46µm
_05257_,25.46µm
_05592_,25.46µm
_20020_,25.46µm
_23086_,25.46µm
_21625_,25.455µm
_04582_,25.44µm
_17440_,25.44µm
_21900_,25.44µm
_10320_,25.42µm
_08728_,25.4µm
_11128_,25.4µm
_18469_,25.4µm
_20002_,25.4µm
_22432_,25.4µm
_06313_,25.38µm
_16904_,25.38µm
highshift.data\[36\],25.38µm
clknet_leaf_114_clk,25.38µm
net1211,25.38µm
_27262_,25.365µm
_01539_,25.36µm
_06750_,25.36µm
_08109_,25.36µm
_08663_,25.36µm
_10216_,25.36µm
_17380_,25.36µm
_28510_,25.36µm
_01091_,25.34µm
_05005_,25.34µm
_19089_,25.34µm
_21454_,25.33µm
_02677_,25.3µm
_08008_,25.3µm
_25462_,25.3µm
_25173_,25.28µm
_28302_,25.28µm
net1195,25.28µm
_06704_,25.27µm
_05460_,25.26µm
_17001_,25.26µm
_18838_,25.26µm
_31607_,25.26µm
_16877_,25.24µm
highshift.data\[232\],25.23µm
_00782_,25.22µm
_01028_,25.22µm
_18723_,25.22µm
_22191_,25.22µm
_18162_,25.2µm
_18875_,25.2µm
_21567_,25.2µm
_06727_,25.185µm
_04456_,25.18µm
_06795_,25.18µm
_18981_,25.18µm
_19742_,25.18µm
_25416_,25.18µm
_16182_,25.17µm
_04333_,25.16µm
_17281_,25.16µm
_13817_,25.15µm
_02537_,25.14µm
_15301_,25.14µm
_27851_,25.14µm
_28840_,25.14µm
_12287_,25.12µm
_04010_,25.11µm
_05290_,25.1µm
_16999_,25.1µm
_17430_,25.1µm
_21737_,25.1µm
_30036_,25.1µm
_08965_,25.08µm
_16574_,25.08µm
_20191_,25.08µm
_20632_,25.08µm
_23488_,25.07µm
_24062_,25.06µm
_27545_,25.06µm
_32031_,25.04µm
_06264_,25.03µm
_07131_,25.02µm
_18289_,25.02µm
_24539_,25.02µm
_30718_,25.02µm
_05361_,25µm
_16275_,25µm
_20115_,25µm
_01804_,24.98µm
_02266_,24.98µm
_17725_,24.98µm
_18104_,24.98µm
_19972_,24.98µm
_30169_,24.98µm
_17006_,24.96µm
_04262_,24.94µm
_09758_,24.94µm
_12201_,24.94µm
_23901_,24.94µm
_25015_,24.94µm
_25202_,24.94µm
_01805_,24.92µm
_04077_,24.92µm
_11664_,24.92µm
_13237_,24.92µm
_13430_,24.92µm
_16311_,24.92µm
_04573_,24.9µm
_05723_,24.9µm
_13224_,24.9µm
_17667_,24.9µm
_27116_,24.9µm
_30380_,24.9µm
_28917_,24.88µm
_03394_,24.86µm
_09954_,24.86µm
_32096_,24.86µm
_02906_,24.84µm
_05242_,24.84µm
_17635_,24.84µm
_18491_,24.84µm
_18753_,24.84µm
_19273_,24.84µm
_22638_,24.84µm
net1208,24.84µm
_17187_,24.825µm
_01607_,24.82µm
_03514_,24.82µm
_29400_,24.82µm
_24000_,24.805µm
_19150_,24.8µm
_19235_,24.8µm
_20605_,24.8µm
_24176_,24.8µm
_29178_,24.8µm
_10084_,24.78µm
_19403_,24.78µm
_20796_,24.78µm
_25986_,24.78µm
_27784_,24.78µm
_31767_,24.78µm
_23436_,24.775µm
_01980_,24.76µm
_11574_,24.76µm
_11692_,24.76µm
_12213_,24.76µm
_14907_,24.76µm
_22386_,24.76µm
_30918_,24.76µm
_12545_,24.75µm
_03582_,24.74µm
_06510_,24.74µm
_10067_,24.74µm
_10692_,24.74µm
_17005_,24.74µm
_22097_,24.74µm
_23897_,24.74µm
_30314_,24.74µm
_16409_,24.735µm
_12428_,24.73µm
_08202_,24.72µm
_09365_,24.72µm
_14718_,24.72µm
_16926_,24.72µm
_27724_,24.72µm
_01272_,24.7µm
_03678_,24.7µm
_24452_,24.7µm
_25599_,24.7µm
_04779_,24.68µm
_06027_,24.68µm
_06564_,24.68µm
_20616_,24.68µm
_32473_,24.68µm
_19137_,24.66µm
_27199_,24.66µm
_05008_,24.645µm
_06947_,24.64µm
_07887_,24.64µm
_08071_,24.64µm
_08323_,24.64µm
_12963_,24.64µm
_27939_,24.64µm
_29416_,24.64µm
_00833_,24.62µm
_06080_,24.62µm
_19994_,24.62µm
_28112_,24.62µm
_07750_,24.61µm
_02507_,24.6µm
_12305_,24.6µm
_10078_,24.56µm
_25468_,24.56µm
_26850_,24.56µm
clknet_leaf_27_clk,24.56µm
_07867_,24.555µm
_07876_,24.54µm
_08633_,24.54µm
_14428_,24.54µm
_14873_,24.54µm
_23694_,24.54µm
_26227_,24.54µm
_26737_,24.54µm
net1269,24.54µm
_07301_,24.52µm
_16140_,24.52µm
_16218_,24.52µm
_18424_,24.52µm
_18439_,24.52µm
_19666_,24.52µm
_01635_,24.495µm
_05208_,24.48µm
_32135_,24.48µm
_04173_,24.46µm
_24926_,24.46µm
_05351_,24.45µm
_20424_,24.445µm
_03166_,24.44µm
_03446_,24.44µm
_02350_,24.42µm
_04970_,24.42µm
_06914_,24.42µm
_12408_,24.42µm
_27042_,24.42µm
_09802_,24.4µm
_10161_,24.4µm
_26134_,24.4µm
_28869_,24.4µm
_04284_,24.38µm
_14121_,24.38µm
_18080_,24.38µm
_14486_,24.36µm
_22228_,24.36µm
_06842_,24.34µm
_11251_,24.34µm
_19855_,24.34µm
_20060_,24.34µm
_21489_,24.34µm
_22134_,24.32µm
_04891_,24.3µm
_27430_,24.3µm
_31090_,24.3µm
_31527_,24.28µm
_02595_,24.26µm
_12223_,24.26µm
_24570_,24.26µm
lowshift.data\[130\],24.26µm
_04274_,24.25µm
_16226_,24.24µm
_17045_,24.24µm
_06826_,24.23µm
_02726_,24.22µm
_07898_,24.22µm
_15502_,24.22µm
_32221_,24.21µm
_10691_,24.2µm
_30707_,24.2µm
_16650_,24.19µm
_17214_,24.19µm
_03943_,24.18µm
_04278_,24.18µm
_08867_,24.18µm
_19813_,24.18µm
_02401_,24.16µm
_19352_,24.16µm
_19922_,24.16µm
_21143_,24.16µm
_01695_,24.15µm
_04041_,24.15µm
_30794_,24.145µm
_01956_,24.14µm
_04095_,24.14µm
_04952_,24.14µm
_18861_,24.14µm
_20294_,24.14µm
_23055_,24.14µm
_12781_,24.11µm
_04235_,24.1µm
_08009_,24.1µm
_08925_,24.1µm
_14974_,24.1µm
_15653_,24.1µm
_22586_,24.1µm
_26613_,24.1µm
_27600_,24.1µm
_29358_,24.1µm
_32366_,24.1µm
_01100_,24.08µm
_20514_,24.08µm
_21103_,24.08µm
_21260_,24.08µm
_26050_,24.08µm
_28734_,24.08µm
_27855_,24.07µm
_08758_,24.06µm
_09806_,24.06µm
_21476_,24.06µm
_23359_,24.055µm
_14654_,24.04µm
_06511_,24.02µm
_20052_,24.02µm
_32390_,24.015µm
_05224_,24µm
_18405_,24µm
_19483_,24µm
_22031_,24µm
_12228_,23.98µm
_15703_,23.98µm
_14474_,23.975µm
_22246_,23.97µm
_03740_,23.96µm
_09807_,23.96µm
_20813_,23.96µm
_23164_,23.96µm
_15697_,23.95µm
_14603_,23.94µm
_06932_,23.92µm
_13354_,23.92µm
_19586_,23.92µm
_22123_,23.92µm
_22769_,23.92µm
_11446_,23.9µm
_22128_,23.9µm
_07775_,23.89µm
_12516_,23.89µm
_01338_,23.88µm
_10399_,23.88µm
_14722_,23.88µm
_15614_,23.88µm
_17009_,23.88µm
_21345_,23.88µm
_10194_,23.86µm
_11063_,23.86µm
_27019_,23.86µm
_27242_,23.86µm
_07319_,23.85µm
_01331_,23.84µm
_12267_,23.84µm
_17130_,23.84µm
_18399_,23.84µm
_25719_,23.83µm
_21258_,23.82µm
_02272_,23.8µm
_03063_,23.8µm
_17253_,23.8µm
_06377_,23.78µm
_20049_,23.78µm
_21950_,23.78µm
_07244_,23.76µm
_09468_,23.76µm
_17386_,23.76µm
_18407_,23.76µm
_04022_,23.75µm
_07330_,23.75µm
_06701_,23.74µm
_08286_,23.74µm
_09268_,23.74µm
_12933_,23.74µm
_27940_,23.72µm
_30774_,23.72µm
_06246_,23.7µm
_20338_,23.7µm
_02680_,23.68µm
_09603_,23.68µm
_15963_,23.68µm
_19769_,23.68µm
_22219_,23.68µm
_31898_,23.68µm
_16965_,23.67µm
_08718_,23.66µm
_09642_,23.66µm
_19463_,23.66µm
_26710_,23.66µm
_03142_,23.64µm
_13786_,23.64µm
_17583_,23.64µm
_18243_,23.64µm
_18810_,23.64µm
_21236_,23.64µm
_30603_,23.64µm
_27618_,23.63µm
_03719_,23.625µm
_16296_,23.62µm
_25327_,23.62µm
_28251_,23.62µm
_05175_,23.6µm
_08406_,23.6µm
_11348_,23.6µm
_13888_,23.6µm
_20236_,23.6µm
_20379_,23.6µm
_23587_,23.6µm
_27640_,23.59µm
_14947_,23.585µm
_05070_,23.58µm
_13816_,23.58µm
_22751_,23.58µm
_28687_,23.58µm
_30128_,23.58µm
_18867_,23.575µm
_16259_,23.56µm
_21046_,23.56µm
_02808_,23.55µm
_03694_,23.54µm
_12388_,23.54µm
_18072_,23.54µm
_18176_,23.54µm
_18301_,23.54µm
_22640_,23.54µm
_25191_,23.54µm
_30783_,23.54µm
_11333_,23.53µm
_01372_,23.52µm
_09065_,23.52µm
_11125_,23.52µm
_16694_,23.52µm
_19504_,23.52µm
_30517_,23.52µm
_14164_,23.51µm
_05689_,23.5µm
_07911_,23.5µm
_13914_,23.5µm
_15921_,23.5µm
_17259_,23.5µm
_19557_,23.5µm
_30961_,23.5µm
_07182_,23.49µm
_03065_,23.48µm
_14333_,23.48µm
_16848_,23.48µm
_27388_,23.48µm
_23014_,23.46µm
_24684_,23.46µm
_26988_,23.46µm
_24004_,23.45µm
_07122_,23.44µm
_11312_,23.44µm
_29455_,23.44µm
_02132_,23.42µm
_12626_,23.42µm
_13201_,23.42µm
_27727_,23.42µm
_03082_,23.4µm
_03232_,23.4µm
_05561_,23.4µm
_12076_,23.4µm
_12495_,23.4µm
_16607_,23.4µm
_18183_,23.4µm
_25334_,23.4µm
_02111_,23.38µm
_15672_,23.38µm
_17913_,23.38µm
_22071_,23.38µm
_28751_,23.38µm
_30966_,23.38µm
_02784_,23.36µm
_10198_,23.36µm
_14605_,23.36µm
_28762_,23.36µm
_29639_,23.36µm
_08501_,23.34µm
_17306_,23.34µm
_17919_,23.34µm
_01624_,23.32µm
_19331_,23.32µm
_21067_,23.32µm
_21848_,23.32µm
_28245_,23.32µm
_01577_,23.3µm
_05098_,23.3µm
_05330_,23.3µm
_17347_,23.3µm
_21929_,23.3µm
_26978_,23.3µm
net1023,23.3µm
_17586_,23.29µm
_06453_,23.28µm
_14859_,23.28µm
_22798_,23.28µm
_23372_,23.26µm
_30358_,23.26µm
_30528_,23.26µm
_29162_,23.255µm
_00878_,23.24µm
_06431_,23.24µm
_07683_,23.24µm
_10459_,23.23µm
_06595_,23.22µm
_09559_,23.22µm
_18821_,23.22µm
_24422_,23.22µm
_27738_,23.22µm
_32002_,23.22µm
_02758_,23.2µm
_19749_,23.2µm
_32428_,23.19µm
_09075_,23.185µm
_12628_,23.185µm
_06320_,23.18µm
_09375_,23.18µm
_10334_,23.18µm
_13135_,23.18µm
_21291_,23.18µm
_30239_,23.18µm
_10460_,23.16µm
_15031_,23.16µm
_24364_,23.16µm
_25391_,23.16µm
_30638_,23.16µm
_05446_,23.14µm
_07181_,23.14µm
_11459_,23.14µm
_14150_,23.14µm
_25447_,23.14µm
lowshift.data\[124\],23.14µm
_04020_,23.12µm
_05557_,23.12µm
_15326_,23.12µm
_15628_,23.12µm
_15940_,23.12µm
_16902_,23.12µm
_28639_,23.12µm
_06509_,23.115µm
_10592_,23.11µm
_12528_,23.1µm
_12876_,23.1µm
_28336_,23.1µm
_00558_,23.09µm
_01177_,23.08µm
_09188_,23.08µm
_24262_,23.08µm
_25790_,23.08µm
_27882_,23.08µm
_29516_,23.08µm
_26950_,23.07µm
_10010_,23.06µm
_19680_,23.06µm
_31186_,23.06µm
_28675_,23.05µm
_02317_,23.04µm
_03699_,23.04µm
_14906_,23.04µm
_15682_,23.04µm
_18586_,23.04µm
_22116_,23.04µm
_24581_,23.04µm
_31890_,23.04µm
_14260_,23.035µm
_18945_,23.02µm
_29456_,23.02µm
_04212_,23µm
