Instance name, X location, Y location, Voltage
input69, 329.04, 481.44, 1.79996
input71, 329.04, 481.44, 1.79996
_11857_, 329.04, 476, 1.79987
_19075_, 329.04, 476, 1.79987
_20700_, 329.04, 476, 1.79987
input70, 329.04, 476, 1.79987
input73, 329.04, 476, 1.79987
input74, 329.04, 476, 1.79987
input75, 329.04, 476, 1.79987
input76, 329.04, 476, 1.79987
input78, 329.04, 476, 1.79987
_19076_, 329.04, 470.56, 1.79985
_20701_, 329.04, 470.56, 1.79985
_20708_, 329.04, 470.56, 1.79985
_20709_, 329.04, 470.56, 1.79985
_21665_, 329.04, 470.56, 1.79985
FILLER_0_170_717, 329.04, 470.56, 1.79985
_17859_, 329.04, 465.12, 1.79985
_21679_, 329.04, 465.12, 1.79985
FILLER_0_166_696, 329.04, 465.12, 1.79985
FILLER_0_167_696, 329.04, 465.12, 1.79985
FILLER_0_168_713, 329.04, 465.12, 1.79985
_17862_, 329.04, 459.68, 1.79974
_20706_, 329.04, 459.68, 1.79974
FILLER_0_164_694, 329.04, 459.68, 1.79974
FILLER_0_165_711, 329.04, 459.68, 1.79974
_17851_, 329.04, 454.24, 1.7998
_17853_, 329.04, 454.24, 1.7998
_20704_, 329.04, 454.24, 1.7998
_20707_, 329.04, 454.24, 1.7998
_21667_, 329.04, 454.24, 1.7998
FILLER_0_162_697, 329.04, 454.24, 1.7998
FILLER_0_162_701, 329.04, 454.24, 1.7998
FILLER_0_164_713, 329.04, 454.24, 1.7998
_11563_, 329.04, 448.8, 1.79977
_19093_, 329.04, 448.8, 1.79977
fanout503, 329.04, 448.8, 1.79977
FILLER_0_160_694, 329.04, 448.8, 1.79977
FILLER_0_161_695, 329.04, 448.8, 1.79977
_11264_, 329.04, 443.36, 1.79979
_19083_, 329.04, 443.36, 1.79979
_19086_, 329.04, 443.36, 1.79979
_19087_, 329.04, 443.36, 1.79979
_20717_, 329.04, 443.36, 1.79979
_20719_, 329.04, 443.36, 1.79979
fanout485, 329.04, 443.36, 1.79979
fanout502, 329.04, 443.36, 1.79979
FILLER_0_158_701, 329.04, 443.36, 1.79979
FILLER_0_159_705, 329.04, 443.36, 1.79979
FILLER_0_160_712, 329.04, 443.36, 1.79979
_11629_, 329.04, 437.92, 1.79985
_11858_, 329.04, 437.92, 1.79985
_16721_, 329.04, 437.92, 1.79985
_20714_, 329.04, 437.92, 1.79985
_20716_, 329.04, 437.92, 1.79985
_21664_, 329.04, 437.92, 1.79985
FILLER_0_156_696, 329.04, 437.92, 1.79985
FILLER_0_156_701, 329.04, 437.92, 1.79985
FILLER_0_157_703, 329.04, 437.92, 1.79985
_11859_, 329.04, 432.48, 1.79978
_19082_, 329.04, 432.48, 1.79978
_20702_, 329.04, 432.48, 1.79978
FILLER_0_154_692, 329.04, 432.48, 1.79978
FILLER_0_154_701, 329.04, 432.48, 1.79978
FILLER_0_155_700, 329.04, 432.48, 1.79978
_11469_, 329.04, 427.04, 1.79981
_11470_, 329.04, 427.04, 1.79981
_11631_, 329.04, 427.04, 1.79981
_11860_, 329.04, 427.04, 1.79981
fanout394, 329.04, 427.04, 1.79981
FILLER_0_152_690, 329.04, 427.04, 1.79981
FILLER_0_154_712, 329.04, 427.04, 1.79981
_11379_, 329.04, 421.6, 1.79981
_11632_, 329.04, 421.6, 1.79981
_17850_, 329.04, 421.6, 1.79981
FILLER_0_150_694, 329.04, 421.6, 1.79981
_11565_, 329.04, 416.16, 1.79986
fanout444, 329.04, 416.16, 1.79986
