net,length_um
lowshift.data\[150\],534.31µm
net773,533.58µm
net1115,533.08µm
net814,532.5µm
net1111,532.38µm
net137,532.15µm
net549,531.615µm
_20647_,530.77µm
net129,530.585µm
_04215_,529.87µm
net256,528.38µm
net253,527.9µm
net236,526.64µm
_00690_,524.2µm
net161,522.36µm
net1099,521.14µm
net1120,520.09µm
net131,518.66µm
_12050_,518.65µm
clknet_2_0_0_clk,518.23µm
net404,517.72µm
net563,517.44µm
_04824_,516.17µm
net1095,515.97µm
net73,515.79µm
_08138_,515.43µm
_20645_,514.64µm
_12019_,511.11µm
lowshift.data\[64\],510.695µm
net378,510.56µm
net237,509.66µm
net658,508.97µm
net1152,508.73µm
net1040,508.18µm
_05040_,507.37µm
_22777_,504.07µm
clknet_4_5__leaf_clk,503.68µm
net318,503.49µm
net458,503.25µm
net206,502.565µm
_31923_,502.01µm
net703,501.72µm
lowshift.data\[65\],501.705µm
_01173_,501.45µm
net212,501.07µm
clknet_2_3_0_clk,500.84µm
net1038,500.37µm
_32587_,499.66µm
highshift.data\[46\],499.66µm
net1189,499.07µm
_06811_,496.8µm
_32356_,496.62µm
_05533_,493.32µm
net678,493.15µm
net622,493.08µm
net290,492.42µm
net644,491.93µm
net100,491.795µm
net465,491.27µm
lowshift.data\[105\],490.115µm
net397,489.18µm
net361,489.06µm
net74,488.66µm
highshift.data\[44\],486.28µm
_08447_,485.89µm
highshift.data\[45\],484.89µm
net454,483.7µm
net418,483.44µm
net1009,480.94µm
_04656_,480.705µm
net264,480.51µm
_32433_,480.48µm
_03297_,479.1µm
net148,478.86µm
net522,478.04µm
net330,477.535µm
clknet_2_1_0_clk,477.38µm
net340,477.01µm
net132,475.64µm
_24300_,475.22µm
highshift.data\[9\],474.88µm
net389,474.78µm
_17462_,474.38µm
net544,474.16µm
net1073,474.07µm
net652,473.58µm
net1105,473.1µm
net585,472.64µm
lowshift.data\[48\],472.07µm
net386,469.73µm
_11972_,469.48µm
_10983_,469.15µm
_09531_,468.85µm
net45,468.14µm
lowshift.data\[119\],468.12µm
net1146,467.97µm
clknet_4_13__leaf_clk,467.69µm
net343,466.9µm
net835,465.62µm
net383,463.21µm
lowshift.data\[47\],463.16µm
_30838_,462.95µm
net538,462.315µm
_04203_,459.92µm
net683,459.81µm
net408,459.23µm
_09774_,458.46µm
clknet_4_1__leaf_clk,457.92µm
net414,457.34µm
net227,457µm
lowshift.data\[45\],456.13µm
_14862_,455.68µm
net78,455.14µm
_00942_,454.935µm
_09546_,454.87µm
net315,454.58µm
_04151_,454.53µm
net133,453.46µm
_09517_,453.305µm
lowshift.data\[52\],452.3µm
_13701_,452µm
net1070,451.49µm
net156,451.11µm
highshift.data\[106\],450.5µm
net82,449.4µm
net447,449µm
_02786_,448.82µm
_05097_,448.63µm
net810,448.19µm
clknet_4_8__leaf_clk,447.86µm
_04932_,447.34µm
_10002_,446.78µm
highshift.data\[10\],446.655µm
_21182_,446.62µm
lowshift.data\[1\],445.62µm
net338,445.14µm
_15141_,444.93µm
_32283_,443.54µm
net557,443.38µm
net257,442.19µm
net47,442.18µm
clknet_2_2_0_clk,441.99µm
net99,440.54µm
_04902_,440.39µm
_09044_,440.32µm
lowshift.data\[12\],439.81µm
lowshift.data\[208\],439.04µm
_02380_,438.26µm
_01678_,437.68µm
_30046_,437.09µm
_01702_,436.23µm
net329,436.05µm
net554,435.83µm
_04662_,435.18µm
_04823_,434.92µm
_22827_,434.05µm
_01733_,433.86µm
_11929_,433.74µm
net697,433.63µm
net1048,433.34µm
net41,432.5µm
net372,432.26µm
net76,431.59µm
net247,431.58µm
net373,431.55µm
net255,430.94µm
net155,430.79µm
net75,430.75µm
_16638_,429.8µm
net710,428.82µm
net335,428.8µm
net410,428.745µm
_23283_,428.63µm
net1145,428.37µm
lowshift.data\[122\],427.96µm
net615,427.79µm
net834,427.32µm
_11040_,426.84µm
net801,426.01µm
net559,425.78µm
net52,425.28µm
net917,424.86µm
lowshift.data\[209\],424.66µm
net259,423.49µm
_01438_,423.48µm
lowshift.data\[216\],423.075µm
_20406_,422.87µm
_28989_,421.84µm
_30944_,421.26µm
net436,420.88µm
net128,420.21µm
net481,419.96µm
_32461_,418.98µm
_05915_,418.49µm
net1034,418.425µm
net444,417.37µm
net1101,417.28µm
net858,416.97µm
net98,416.4µm
_02830_,416.395µm
lowshift.data\[215\],416.09µm
_06535_,416.015µm
net11,415.7µm
net1103,415.36µm
clknet_4_2__leaf_clk,415.29µm
clknet_4_15__leaf_clk,414.9µm
net512,413.66µm
net714,413.46µm
_05606_,413.44µm
_11204_,413.4µm
_13703_,413.02µm
_05854_,412.86µm
net105,412.465µm
net50,412.37µm
lowshift.data\[51\],412.33µm
_25233_,412.25µm
net439,412.01µm
_02411_,411.84µm
net68,411.53µm
net61,411.5µm
_16637_,411.3µm
_24658_,410.92µm
_31956_,410.04µm
net914,409.93µm
net610,409.64µm
_04979_,409.59µm
_22535_,409.58µm
_03765_,409.5µm
net768,409.38µm
net807,409.175µm
net254,408.61µm
_20725_,408.57µm
lowshift.data\[123\],408.16µm
net169,408.06µm
net476,407.84µm
net1050,407.2µm
net877,407.03µm
clknet_4_12__leaf_clk,406.46µm
net333,405.82µm
lowshift.data\[13\],405.75µm
_07682_,405.725µm
_03862_,405.05µm
_04697_,404.76µm
_06942_,404.62µm
net425,404.52µm
clknet_4_11__leaf_clk,404.38µm
_01689_,403.48µm
net1081,403.38µm
net157,403.32µm
net180,402.22µm
_00503_,401.95µm
_08281_,401.92µm
lowshift.data\[214\],400.7µm
net1183,400.57µm
net746,398.83µm
net10,398.78µm
_06902_,398.59µm
net331,398.32µm
_01821_,397.98µm
net377,397.28µm
highshift.data\[108\],397.02µm
net80,396.92µm
_27818_,396.8µm
_13130_,396.77µm
_12049_,396.72µm
_12048_,396.61µm
lowshift.data\[211\],396.53µm
net650,396.16µm
net815,395.7µm
_03768_,395.38µm
net510,395.365µm
_20030_,395.29µm
net77,395.275µm
_29773_,394.62µm
_03769_,394.28µm
_32378_,394.22µm
net833,393.745µm
net1060,392.96µm
net594,391.44µm
lowshift.data\[134\],391.05µm
net1076,390.59µm
net928,390.42µm
_08599_,390.27µm
_11839_,388.97µm
net1147,388.6µm
net226,388.12µm
_29749_,387.59µm
lowshift.data\[210\],387.56µm
_06037_,386.49µm
_08214_,386.42µm
net135,385.13µm
_13731_,385.09µm
_06390_,385.07µm
lowshift.data\[132\],384.56µm
net779,384.4µm
_04720_,384.085µm
net1044,384.08µm
net55,383.92µm
_25239_,383.72µm
_03283_,383.14µm
net9,382.68µm
_32638_,382.62µm
_03766_,382.32µm
net1158,382.08µm
_09533_,381.33µm
net56,381.19µm
_07377_,380.56µm
net193,380.515µm
_11680_,379.92µm
net217,379.57µm
net235,379.49µm
net762,379.09µm
_10979_,378µm
net968,377.725µm
_04769_,377.62µm
_32411_,377.45µm
net222,377.34µm
net1007,376.91µm
lowshift.data\[156\],376.9µm
_05652_,376.46µm
_13112_,375.76µm
_15425_,375.61µm
clknet_4_3__leaf_clk,375.54µm
_24306_,375.35µm
_03828_,375.13µm
net1084,374.71µm
_00525_,374.34µm
_11885_,374.29µm
net1046,374.19µm
_15662_,374.13µm
_20726_,374.02µm
clknet_4_10__leaf_clk,373.6µm
net84,373.53µm
net242,373.36µm
_12400_,373.345µm
_12395_,372.81µm
_20937_,372.8µm
lowshift.data\[152\],372.61µm
_03810_,372.08µm
net836,371.42µm
net838,371.28µm
net166,370.9µm
net246,369.34µm
net205,369.285µm
_03773_,368.74µm
_28785_,368.655µm
_02559_,368.62µm
net59,367.98µm
_24107_,367.85µm
clknet_4_7__leaf_clk,367.01µm
net262,366.97µm
_05845_,366.45µm
_05620_,366.35µm
_02773_,366.04µm
lowshift.data\[69\],365.61µm
net450,365.18µm
_23073_,365.04µm
_24968_,365.04µm
net188,364.94µm
_11799_,364.87µm
_09244_,364.5µm
net1182,364.2µm
highshift.data\[25\],363.99µm
lowshift.data\[38\],363.77µm
net911,363.72µm
_04980_,363.64µm
_31088_,363.59µm
_10609_,363.24µm
_26703_,362.78µm
_11747_,362.28µm
_07832_,362.18µm
net44,361.54µm
_10679_,361.46µm
_24970_,361.41µm
_07814_,361.12µm
_17975_,361.05µm
_10765_,361.02µm
net1140,360.7µm
_22022_,360.37µm
net216,359.88µm
_13579_,359.6µm
_03929_,359.55µm
net963,359.38µm
net837,359.29µm
_03851_,359.26µm
lowshift.data\[178\],358.48µm
_00865_,358.17µm
net715,358.03µm
_09262_,358.01µm
_03784_,357.96µm
_25016_,357.38µm
_29696_,357.19µm
_19655_,356.75µm
lowshift.data\[98\],356.3µm
net58,355.8µm
net79,355.79µm
lowshift.data\[217\],355.68µm
net509,355.59µm
_19571_,354.56µm
net790,354.16µm
_00475_,354.14µm
net653,354µm
_13087_,353.64µm
_13693_,353.43µm
lowshift.data\[79\],353.34µm
_07146_,353.32µm
net798,353.14µm
_02418_,353.03µm
net228,353.03µm
_24904_,352.83µm
_17208_,352.3µm
net856,352.03µm
net578,351.31µm
_18203_,351.08µm
net556,350.35µm
net69,349.88µm
net215,349.66µm
net364,349.66µm
_02232_,349.38µm
_11916_,349.23µm
_21938_,349.14µm
_24679_,349.01µm
lowshift.data\[160\],346.95µm
_06694_,346.91µm
_03762_,346.79µm
net1091,346.7µm
_14180_,346.67µm
lowshift.data\[148\],346.62µm
_25761_,346.53µm
lowshift.data\[66\],345.79µm
_05408_,345.56µm
_24908_,345.33µm
net49,345.3µm
_05849_,345.22µm
_17709_,344.69µm
_06274_,344.32µm
net245,343.98µm
net1123,343.82µm
_05487_,343.6µm
net62,343.51µm
net239,343.2µm
lowshift.data\[212\],342.8µm
net830,342.67µm
_15851_,342.5µm
_26171_,341.49µm
_03192_,341.23µm
net1107,341.19µm
_09677_,340.72µm
net486,340.575µm
_18276_,340.555µm
_02512_,340.5µm
net149,340.46µm
net1031,340.46µm
lowshift.data\[34\],340.13µm
highshift.data\[21\],339.98µm
net918,339.31µm
_10601_,339.16µm
_04205_,339.02µm
_32525_,338.96µm
net937,338.435µm
net379,338.28µm
_05975_,337.48µm
net250,337.365µm
_24339_,337.27µm
net480,336.6µm
_01151_,336.42µm
net88,336.37µm
net676,336.02µm
_06650_,335.4µm
highshift.data\[109\],335.4µm
_01198_,335.38µm
_10208_,334.9µm
_06853_,334.82µm
net533,333.84µm
_05701_,333.72µm
_04202_,332.92µm
net604,332.14µm
clknet_4_0__leaf_clk,331.32µm
net214,331.23µm
net213,331.19µm
net453,331.07µm
net642,330.91µm
_03771_,330.4µm
_32600_,330.34µm
_05986_,330.26µm
net574,330.21µm
_23003_,330.19µm
lowshift.data\[67\],329.67µm
net348,329.09µm
net394,328.88µm
_20878_,328.76µm
net589,328.76µm
_29662_,328.37µm
lowshift.data\[104\],328.19µm
_28873_,328.12µm
highshift.data\[192\],327.69µm
net220,327.69µm
_00712_,327.46µm
net339,327.18µm
_06916_,326.86µm
_04920_,326.54µm
_08260_,326.5µm
net194,326.485µm
_22581_,326.44µm
_12969_,326.22µm
lowshift.data\[213\],326.07µm
net1117,325.58µm
_24394_,325.37µm
_32477_,325.11µm
lowshift.data\[106\],325.07µm
clknet_4_9__leaf_clk,324.76µm
net711,324.73µm
_02256_,324.69µm
net224,323.745µm
_02798_,323.62µm
net848,323.56µm
net515,323.3µm
net170,323.14µm
_15648_,322.86µm
_11828_,322.61µm
_24682_,321.79µm
lowshift.data\[219\],321.74µm
net495,321.66µm
net202,321.58µm
net258,321.36µm
_03760_,321.22µm
net164,320.86µm
_24705_,320.6µm
net528,320.4µm
net821,320.36µm
net1116,320.13µm
_09743_,320.02µm
_04984_,320.01µm
_17889_,319.93µm
net72,319.82µm
net489,318.77µm
_20772_,318.22µm
_02744_,317.7µm
_07412_,317.7µm
_27970_,317.23µm
net462,317.08µm
highshift.data\[171\],316.405µm
net165,316.36µm
net854,316.22µm
_03203_,316.15µm
_24948_,315.99µm
_04226_,315.94µm
lowshift.data\[107\],315.91µm
_00767_,315.78µm
_01052_,315.33µm
_17786_,315.3µm
net831,315.24µm
net654,315.13µm
highshift.data\[26\],314.6µm
_01115_,314.56µm
net553,314.46µm
_04705_,314.38µm
_04178_,313.7µm
_03779_,313.47µm
_15927_,313.43µm
_04763_,312.93µm
_05781_,312.7µm
_15325_,312.62µm
_24741_,312.56µm
net908,312.52µm
net576,311.83µm
lowshift.data\[62\],311.68µm
_05534_,311.67µm
_05248_,311.29µm
net793,311.22µm
_31197_,311.17µm
_05693_,311.02µm
net784,310.94µm
_10836_,310.59µm
net679,310.5µm
_20450_,310.04µm
net832,309.945µm
net1,309.77µm
_00821_,309.45µm
net656,309.215µm
net441,309.06µm
net1131,308.98µm
_09216_,308.9µm
_24396_,308.88µm
highshift.data\[6\],308.59µm
_22897_,308.44µm
net211,308.12µm
_00536_,307.64µm
_16433_,307.48µm
_02657_,307.47µm
net709,307.32µm
lowshift.data\[50\],307.22µm
_05407_,307.13µm
net721,307.02µm
_02818_,306.88µm
net1041,306.8µm
_10403_,306.49µm
net657,306.04µm
net566,305.26µm
_03853_,304.76µm
net231,304.68µm
_06259_,304.34µm
_25104_,304.34µm
net562,304.29µm
lowshift.data\[142\],304.19µm
net492,304.17µm
highshift.data\[101\],304.08µm
_06462_,304.075µm
_24550_,303.92µm
net1119,303.66µm
net561,303.33µm
_19364_,303.05µm
_07556_,303.04µm
highshift.data\[27\],302.54µm
_10278_,302.36µm
_03816_,302.26µm
_03655_,302.23µm
net772,302.015µm
_14617_,301.97µm
_00613_,301.83µm
_07078_,301.8µm
net738,301.74µm
_15221_,301.56µm
highshift.data\[13\],301.5µm
_18207_,301.42µm
_08418_,301.355µm
_26222_,301.34µm
_04118_,301.16µm
net382,300.84µm
_06825_,300.7µm
_24164_,300.68µm
_28299_,300.64µm
_03864_,300.515µm
net190,300.46µm
net1004,300.24µm
_06742_,300.155µm
lowshift.data\[218\],299.95µm
_10889_,299.92µm
_06038_,299.88µm
_04096_,299.4µm
_11871_,299.32µm
_05631_,299.14µm
highshift.data\[144\],299.02µm
_04919_,298.72µm
_06447_,298.6µm
_05778_,298.31µm
_11796_,298.24µm
_06303_,298.18µm
net783,297.54µm
_08127_,297.515µm
_01204_,297.47µm
_11960_,297.32µm
_14279_,297.19µm
_03959_,297.07µm
_24814_,296.82µm
_04419_,296.75µm
_25359_,296.56µm
_26934_,296.39µm
_25197_,296.34µm
_26979_,296.33µm
_09707_,296.26µm
_01919_,296.14µm
_02575_,295.58µm
net159,295.52µm
_04583_,295.13µm
_02501_,295.07µm
net97,294.84µm
_31260_,294.66µm
_15939_,294.46µm
_07124_,294.42µm
_19578_,293.96µm
_32389_,293.57µm
net60,293.2µm
highshift.data\[0\],293.08µm
clknet_4_4__leaf_clk,292.74µm
net96,292.36µm
net168,292.12µm
highshift.data\[93\],291.895µm
highshift.data\[165\],291.75µm
_24158_,291.74µm
_06319_,291.72µm
lowshift.data\[32\],291.7µm
_04483_,291.54µm
_02523_,291.53µm
_10761_,291.195µm
_05462_,291.14µm
_08419_,291.01µm
_06739_,290.96µm
_06809_,290.8µm
_06881_,290.62µm
_21946_,290.32µm
_06773_,289.89µm
_21889_,289.82µm
_11786_,289.6µm
_04174_,289.25µm
highshift.data\[18\],289.03µm
net134,288.41µm
_04627_,288.34µm
net177,288.255µm
net101,287.84µm
_19817_,287.54µm
_32345_,287.26µm
_22702_,287.24µm
_08799_,287.21µm
_00894_,287.06µm
_04484_,287.05µm
net342,286.96µm
_32455_,286.7µm
_14257_,286.65µm
net1132,286.58µm
_04826_,286µm
_19523_,285.95µm
_25058_,285.64µm
_05768_,285.6µm
net282,285.55µm
_04915_,285.48µm
_10914_,285.48µm
net518,285.36µm
_24402_,285.14µm
net565,284.67µm
net966,284.185µm
_05624_,284.01µm
_17609_,283.74µm
_21951_,283.65µm
_05201_,283.42µm
_03653_,283.4µm
highshift.data\[188\],283.2µm
_07069_,283.15µm
net931,282.6µm
_07923_,282µm
highshift.data\[178\],281.98µm
_06232_,281.9µm
net777,281.525µm
highshift.data\[166\],281.3µm
_20158_,281.23µm
_02610_,281.18µm
highshift.data\[5\],281.15µm
_12085_,281.055µm
_07578_,280.87µm
_17033_,280.46µm
_02560_,280.32µm
_04584_,280.24µm
_25018_,280.16µm
net1186,279.38µm
_23201_,279.22µm
_25021_,278.94µm
_11526_,278.38µm
net1088,278.06µm
net675,278.02µm
net916,278.02µm
_14745_,277.42µm
_25192_,277.3µm
_18803_,276.74µm
_28874_,276.71µm
_10111_,276.44µm
highshift.data\[61\],276.02µm
_32653_,275.905µm
_10279_,275.47µm
_06649_,275.26µm
_10832_,275.11µm
_04530_,274.99µm
net900,274.98µm
lowshift.data\[78\],274.84µm
net357,274.695µm
_20563_,274.6µm
_12308_,274.5µm
_05431_,274.48µm
_21818_,274.34µm
net1008,274.3µm
_15471_,274.24µm
net1143,274.07µm
net687,274.04µm
lowshift.data\[149\],273.86µm
_17733_,273.78µm
_07852_,273.32µm
_25023_,273.12µm
lowshift.data\[205\],273.04µm
net572,272.855µm
_05306_,272.72µm
_09097_,272.13µm
_24528_,271.96µm
_05006_,271.925µm
_24134_,271.92µm
_11399_,271.76µm
_32215_,271.61µm
highshift.data\[91\],271.15µm
net1133,271.005µm
_07440_,270.92µm
_06829_,270.82µm
_12892_,270.74µm
_04529_,270.68µm
net941,270.62µm
net508,270.54µm
net787,270.14µm
net1184,269.94µm
_21829_,269.91µm
net716,269.9µm
_09667_,269.62µm
_16146_,269.37µm
_03800_,269.28µm
highshift.data\[15\],269.26µm
_12744_,269.25µm
_11639_,268.855µm
_19940_,268.8µm
net424,268.77µm
lowshift.data\[110\],268.64µm
net417,268.56µm
_03390_,268.3µm
_24467_,268.24µm
net21,268.22µm
_11973_,268.2µm
_15558_,268.2µm
lowshift.data\[220\],268.18µm
net20,268.12µm
_11211_,267.89µm
_00547_,267.845µm
net829,267.615µm
_15771_,267.59µm
net532,267.39µm
_18078_,267.18µm
_01085_,267.1µm
net491,266.91µm
_10958_,266.82µm
_03795_,266.79µm
_04825_,266.69µm
highshift.data\[14\],266.28µm
_02566_,266.22µm
_11918_,266.15µm
_15168_,266.1µm
_17339_,265.7µm
_06944_,265.49µm
_15968_,265.44µm
lowshift.data\[158\],265.38µm
_05695_,265.26µm
net599,265.175µm
_03235_,265.1µm
net413,265.08µm
_02741_,265.01µm
_06920_,264.77µm
_18155_,264.71µm
_10003_,264.57µm
net471,264.49µm
_02620_,264.38µm
_04532_,264.31µm
_03282_,264.24µm
_20564_,264.14µm
net579,263.92µm
_16124_,263.79µm
net54,263.74µm
_07466_,263.57µm
net210,263.5µm
_02658_,263.18µm
_30981_,263.12µm
_04134_,262.92µm
_27475_,262.69µm
net817,262.51µm
_15022_,262.46µm
_02188_,262.37µm
lowshift.data\[61\],262.32µm
_24976_,262.3µm
_01004_,262.23µm
_07066_,262.12µm
_10681_,261.53µm
lowshift.data\[58\],261.52µm
_03802_,261.4µm
_21343_,261.16µm
net943,261.03µm
net66,260.64µm
net616,260.28µm
net648,260.13µm
net713,260.12µm
net728,260.08µm
_03054_,260µm
_10648_,259.985µm
net218,259.91µm
net690,259.84µm
net221,259.8µm
lowshift.data\[109\],259.72µm
highshift.data\[169\],259.6µm
_17338_,258.81µm
_22402_,258.77µm
_15854_,258.5µm
net660,258.46µm
_06283_,258.26µm
_24534_,258.05µm
_06549_,258.03µm
_10892_,258.01µm
_04115_,257.92µm
_16135_,257.82µm
_21956_,257.495µm
_05772_,257.45µm
_14332_,257.27µm
_18473_,257.2µm
net629,257.08µm
_04587_,256.91µm
_20275_,256.7µm
_06318_,256.49µm
_04437_,256.42µm
net778,256.38µm
_04097_,256.2µm
net358,256.16µm
highshift.data\[1\],255.84µm
_25195_,255.44µm
net608,255.4µm
lowshift.data\[193\],255.32µm
_32367_,255µm
_11649_,254.635µm
_18079_,254.4µm
highshift.data\[29\],254.3µm
_07100_,254.24µm
net698,254.04µm
_10824_,253.79µm
_21179_,253.76µm
net691,253.61µm
highshift.data\[30\],253.18µm
_01129_,252.82µm
net852,252.82µm
_12090_,252.52µm
net547,252.5µm
net843,251.8µm
net119,251.69µm
_03761_,251.68µm
_04928_,251.48µm
_16266_,251.12µm
_10389_,250.85µm
_27471_,250.77µm
_05501_,250.72µm
net571,250.49µm
_27614_,250.06µm
_00624_,250.02µm
_03763_,249.71µm
net623,249.67µm
_23108_,249.54µm
lowshift.data\[68\],249.45µm
net671,249.39µm
highshift.data\[172\],249.16µm
_03280_,248.94µm
_19582_,248.78µm
_11763_,248.72µm
lowshift.data\[196\],248.48µm
_15313_,248.42µm
net171,248.24µm
_11527_,248.2µm
net467,248.17µm
lowshift.data\[63\],247.96µm
net901,247.76µm
net702,247.66µm
net542,247.56µm
_07638_,247.14µm
_11888_,247.08µm
_07720_,246.94µm
_30979_,246.64µm
_28053_,246.52µm
net612,246.47µm
net975,246.27µm
_07058_,246.26µm
_00477_,246.125µm
_10005_,246µm
_11863_,245.98µm
net369,245.98µm
_07026_,245.96µm
_09351_,245.91µm
net1064,245.8µm
net545,245.645µm
_28609_,245.34µm
_25340_,245.24µm
_31849_,244.97µm
_12015_,244.94µm
net537,244.26µm
_28054_,244.04µm
_12484_,243.9µm
_08786_,243.68µm
_18116_,243.56µm
_05512_,243.55µm
net927,242.72µm
_03072_,242.69µm
_27235_,242.52µm
_30637_,242.28µm
_01415_,242.18µm
net1062,241.85µm
net761,241.6µm
net1029,241.535µm
net507,241.24µm
_12319_,241.11µm
lowshift.data\[101\],241.11µm
_06664_,240.98µm
_03873_,240.84µm
_07508_,240.82µm
_07007_,240.7µm
_09349_,240.7µm
_10014_,240.57µm
_32444_,240.26µm
_16265_,240.15µm
_23619_,239.92µm
net51,239.865µm
_21099_,239.68µm
_32488_,239.62µm
net395,239.29µm
net95,238.82µm
_06835_,238.69µm
_15487_,238.6µm
net1042,238.6µm
net117,238.56µm
_32257_,238.51µm
_02592_,238.5µm
net1059,238.35µm
_25304_,238.01µm
_05855_,237.995µm
_29585_,237.98µm
_05985_,237.58µm
highshift.data\[2\],237.57µm
_19847_,237.56µm
_04828_,237.5µm
net609,237.38µm
_04698_,237.33µm
_03407_,237.26µm
_10975_,237.19µm
_18882_,236.94µm
_06665_,236.71µm
_17926_,236.67µm
net160,236.44µm
net1090,236.18µm
_08745_,236.15µm
net603,236.14µm
_23672_,236.04µm
_22701_,235.83µm
_05334_,235.75µm
net846,235.58µm
net366,235.54µm
_10012_,235.5µm
net1035,235.35µm
_21180_,235.28µm
net988,234.98µm
net899,234.96µm
net191,234.6µm
net435,234.32µm
net753,234.265µm
net1124,234.215µm
net742,234.16µm
net1173,234.12µm
_25404_,234.09µm
_04155_,234.04µm
_08785_,233.96µm
_07125_,233.89µm
net251,233.7µm
_06518_,233.315µm
_02160_,233.12µm
net740,233.07µm
net552,232.95µm
_11841_,232.915µm
_22544_,232.58µm
_07369_,232.49µm
net924,232.46µm
_23618_,232.19µm
_14600_,231.94µm
net584,231.88µm
_13365_,231.58µm
net1164,231.53µm
_22981_,231.38µm
lowshift.data\[128\],231.15µm
_13578_,230.945µm
net577,230.93µm
net661,230.74µm
_23375_,230.53µm
_11629_,230.32µm
_11933_,230.26µm
net1150,230.17µm
_29667_,230.11µm
_01228_,229.84µm
net850,229.72µm
highshift.data\[60\],229.7µm
_05659_,229.65µm
net972,229.42µm
_10917_,229.28µm
net680,229.08µm
_08767_,229.07µm
_04548_,228.93µm
_09127_,228.84µm
net921,228.8µm
net813,228.77µm
_31761_,228.7µm
highshift.data\[129\],228.59µm
_07953_,228.47µm
highshift.data\[110\],228.42µm
_15170_,228.08µm
net483,228µm
_01755_,227.9µm
net659,227.805µm
_08779_,227.8µm
_06396_,227.68µm
lowshift.data\[181\],227.28µm
net685,227.12µm
_13344_,226.64µm
_08631_,226.59µm
_30547_,226.25µm
net506,226.13µm
_18325_,225.96µm
_02676_,225.88µm
_24807_,225.74µm
_11205_,225.72µm
highshift.data\[28\],225.58µm
_09867_,225.56µm
lowshift.data\[151\],225.23µm
_06918_,225.12µm
_10740_,224.88µm
_01236_,224.74µm
net1139,224.66µm
_28548_,224.5µm
_05754_,224.48µm
_13176_,224.37µm
net267,224.29µm
highshift.data\[81\],224.2µm
_15484_,224.1µm
net915,223.95µm
_22851_,223.9µm
net688,223.85µm
net505,223.65µm
_11402_,223.62µm
net665,223.55µm
_11210_,223.54µm
net106,223.495µm
_09600_,223.2µm
_26034_,223.08µm
net162,222.83µm
lowshift.data\[183\],222.78µm
