Instance name, X location, Y location, Voltage
FILLER_0_300_1705, 793.14, 826.88, 5.37013e-06
FILLER_0_298_1701, 793.14, 821.44, 4.19896e-06
FILLER_0_296_1705, 793.14, 816, 0.000159441
ANTENNA__42246__B, 793.14, 810.56, 0.000457223
ANTENNA__42244__A_N, 793.14, 810.56, 0.000457223
_40811_, 793.14, 805.12, 0.000597819
_42067_, 793.14, 805.12, 0.000597819
_42068_, 793.14, 805.12, 0.000597819
_42069_, 793.14, 805.12, 0.000597819
ANTENNA__40811__B, 793.14, 805.12, 0.000597819
ANTENNA__42068__B, 793.14, 805.12, 0.000597819
ANTENNA__42067__B, 793.14, 805.12, 0.000597819
FILLER_0_291_1699, 793.14, 805.12, 0.000597819
FILLER_0_291_1708, 793.14, 805.12, 0.000597819
_40812_, 793.14, 799.68, 0.000500638
_40813_, 793.14, 799.68, 0.000500638
_42070_, 793.14, 799.68, 0.000500638
_43816_, 793.14, 799.68, 0.000500638
_43817_, 793.14, 799.68, 0.000500638
ANTENNA__40812__B, 793.14, 799.68, 0.000500638
FILLER_0_290_1703, 793.14, 799.68, 0.000500638
_42071_, 793.14, 794.24, 0.000663548
_43815_, 793.14, 794.24, 0.000663548
_43818_, 793.14, 794.24, 0.000663548
_43819_, 793.14, 794.24, 0.000663548
ANTENNA__43815__A, 793.14, 794.24, 0.000663548
FILLER_0_288_1705, 793.14, 794.24, 0.000663548
FILLER_0_288_1709, 793.14, 794.24, 0.000663548
FILLER_0_288_1717, 793.14, 794.24, 0.000663548
_42063_, 793.14, 788.8, 0.000759404
_42065_, 793.14, 788.8, 0.000759404
ANTENNA__40795__A, 793.14, 788.8, 0.000759404
ANTENNA__42063__A, 793.14, 788.8, 0.000759404
FILLER_0_286_1705, 793.14, 788.8, 0.000759404
FILLER_0_286_1709, 793.14, 788.8, 0.000759404
_39600_, 793.14, 783.36, 0.000963015
_39601_, 793.14, 783.36, 0.000963015
_42057_, 793.14, 783.36, 0.000963015
_43821_, 793.14, 783.36, 0.000963015
_43822_, 793.14, 783.36, 0.000963015
_43823_, 793.14, 783.36, 0.000963015
ANTENNA__39601__A, 793.14, 783.36, 0.000963015
FILLER_0_283_1703, 793.14, 783.36, 0.000963015
_42052_, 793.14, 777.92, 0.000922892
_43820_, 793.14, 777.92, 0.000922892
FILLER_0_282_1700, 793.14, 777.92, 0.000922892
FILLER_0_282_1709, 793.14, 777.92, 0.000922892
FILLER_0_283_1722, 793.14, 777.92, 0.000922892
_39584_, 793.14, 772.48, 0.00114755
_40801_, 793.14, 772.48, 0.00114755
_42050_, 793.14, 772.48, 0.00114755
_42051_, 793.14, 772.48, 0.00114755
_42075_, 793.14, 772.48, 0.00114755
ANTENNA__40801__B, 793.14, 772.48, 0.00114755
ANTENNA__39584__B, 793.14, 772.48, 0.00114755
ANTENNA__39585__B, 793.14, 772.48, 0.00114755
FILLER_0_279_1701, 793.14, 772.48, 0.00114755
FILLER_0_279_1709, 793.14, 772.48, 0.00114755
FILLER_0_281_1713, 793.14, 772.48, 0.00114755
_39585_, 793.14, 767.04, 0.00165706
_39586_, 793.14, 767.04, 0.00165706
_40790_, 793.14, 767.04, 0.00165706
_40800_, 793.14, 767.04, 0.00165706
_40802_, 793.14, 767.04, 0.00165706
_43806_, 793.14, 767.04, 0.00165706
ANTENNA__43806__B, 793.14, 767.04, 0.00165706
ANTENNA__40790__A, 793.14, 767.04, 0.00165706
FILLER_0_277_1700, 793.14, 767.04, 0.00165706
FILLER_0_278_1717, 793.14, 767.04, 0.00165706
FILLER_0_278_1722, 793.14, 767.04, 0.00165706
_40791_, 793.14, 761.6, 0.00115767
_40798_, 793.14, 761.6, 0.00115767
ANTENNA__40798__A1, 793.14, 761.6, 0.00115767
ANTENNA__40791__A, 793.14, 761.6, 0.00115767
FILLER_0_276_1718, 793.14, 761.6, 0.00115767
FILLER_0_277_1724, 793.14, 761.6, 0.00115767
_38468_, 793.14, 756.16, 0.000963969
_38482_, 793.14, 756.16, 0.000963969
_39587_, 793.14, 756.16, 0.000963969
_39591_, 793.14, 756.16, 0.000963969
ANTENNA__39587__A1, 793.14, 756.16, 0.000963969
ANTENNA__38482__B, 793.14, 756.16, 0.000963969
ANTENNA__38468__B, 793.14, 756.16, 0.000963969
FILLER_0_273_1702, 793.14, 756.16, 0.000963969
FILLER_0_274_1699, 793.14, 756.16, 0.000963969
FILLER_0_275_1715, 793.14, 756.16, 0.000963969
_38469_, 793.14, 750.72, 0.00131924
_38470_, 793.14, 750.72, 0.00131924
_38483_, 793.14, 750.72, 0.00131924
_39581_, 793.14, 750.72, 0.00131924
_39588_, 793.14, 750.72, 0.00131924
ANTENNA__39588__A, 793.14, 750.72, 0.00131924
ANTENNA__38483__B, 793.14, 750.72, 0.00131924
ANTENNA__38469__B, 793.14, 750.72, 0.00131924
ANTENNA__39581__A, 793.14, 750.72, 0.00131924
FILLER_0_271_1700, 793.14, 750.72, 0.00131924
FILLER_0_273_1722, 793.14, 750.72, 0.00131924
_39582_, 793.14, 745.28, 0.00148389
ANTENNA__37460__B, 793.14, 745.28, 0.00148389
ANTENNA__37460__A, 793.14, 745.28, 0.00148389
ANTENNA__38484__A, 793.14, 745.28, 0.00148389
ANTENNA__39582__A, 793.14, 745.28, 0.00148389
FILLER_0_269_1711, 793.14, 745.28, 0.00148389
FILLER_0_270_1700, 793.14, 745.28, 0.00148389
_37445_, 793.14, 739.84, 0.00140163
_37461_, 793.14, 739.84, 0.00140163
_38467_, 793.14, 739.84, 0.00140163
_38474_, 793.14, 739.84, 0.00140163
_38475_, 793.14, 739.84, 0.00140163
_39106_, 793.14, 739.84, 0.00140163
ANTENNA__37461__B, 793.14, 739.84, 0.00140163
ANTENNA__37445__B, 793.14, 739.84, 0.00140163
ANTENNA__37461__A, 793.14, 739.84, 0.00140163
FILLER_0_268_1716, 793.14, 739.84, 0.00140163
_36647_, 793.14, 734.4, 0.00113027
_37449_, 793.14, 734.4, 0.00113027
_38473_, 793.14, 734.4, 0.00113027
_38476_, 793.14, 734.4, 0.00113027
_39105_, 793.14, 734.4, 0.00113027
ANTENNA__38465__B, 793.14, 734.4, 0.00113027
ANTENNA__38473__B, 793.14, 734.4, 0.00113027
ANTENNA__36647__B, 793.14, 734.4, 0.00113027
