net,length_um
net51,600.86µm
_22535_,600.02µm
_00843_,598.81µm
net82,598.81µm
net683,598.76µm
net735,597.82µm
lowshift.data\[45\],596.3µm
net440,595.9µm
net757,595.58µm
clknet_2_3_0_clk,595.15µm
net575,591.125µm
net381,588.475µm
_24658_,587.4µm
lowshift.data\[133\],587.27µm
_32433_,586.89µm
net166,586.36µm
net338,586.195µm
net507,585.35µm
highshift.data\[60\],585.14µm
net254,581.395µm
net678,577.14µm
net260,576.645µm
highshift.data\[92\],576.15µm
_20030_,575.105µm
net164,574.515µm
_03766_,572.86µm
_16638_,572.51µm
net760,571.945µm
_08447_,571.75µm
net804,571.735µm
highshift.data\[46\],571.47µm
net475,569.96µm
_13733_,569.61µm
_01722_,569.28µm
lowshift.data\[28\],568.2µm
_32378_,565.9µm
net18,565.74µm
lowshift.data\[208\],564.06µm
net360,563.55µm
net150,563.5µm
_04824_,563.42µm
_04215_,562.525µm
net312,562.01µm
net73,561.61µm
net438,560.6µm
clknet_4_3__leaf_clk,560.51µm
highshift.data\[27\],559.45µm
net263,558.115µm
_00602_,556.08µm
net341,554.64µm
net40,554.23µm
net259,553.765µm
_10983_,552.135µm
net88,551.675µm
net350,551.55µm
net786,551.405µm
_08138_,550.86µm
net626,550.43µm
_01552_,548.845µm
highshift.data\[24\],548.185µm
net1068,547.53µm
net181,546.62µm
clknet_4_10__leaf_clk,546.27µm
lowshift.data\[106\],545.94µm
net577,545.12µm
_14862_,543.72µm
_25507_,542.4µm
_06773_,541.76µm
_32543_,538.675µm
net137,538.18µm
net344,537.02µm
_04930_,535.79µm
_03771_,535.73µm
_07832_,534.97µm
net617,534.69µm
clknet_4_2__leaf_clk,531.98µm
_00690_,530.04µm
net747,529.94µm
_32422_,527.18µm
net984,526.77µm
_32334_,526.06µm
_02773_,524.5µm
_17709_,523.79µm
lowshift.data\[20\],523.67µm
net309,520.8µm
_04902_,520.18µm
highshift.data\[26\],520.06µm
highshift.data\[23\],519.49µm
_31956_,518.97µm
net1066,518.92µm
net294,518.37µm
net991,518µm
net155,517.55µm
net304,517.4µm
net208,516.67µm
_22581_,516.41µm
lowshift.data\[18\],516.09µm
highshift.data\[192\],514.72µm
_01173_,514.39µm
_02418_,513.85µm
_16637_,513.65µm
_17414_,512.31µm
_31923_,511.95µm
_30838_,511.6µm
_06811_,511.41µm
net186,510.33µm
clknet_4_5__leaf_clk,510.25µm
net869,509.62µm
net212,507.72µm
_15648_,507.555µm
net86,507.12µm
net873,506.78µm
_02610_,505.52µm
_04151_,505.12µm
net1067,505.05µm
_13703_,504.935µm
net91,504.7µm
lowshift.data\[17\],503.87µm
net494,503.44µm
clknet_4_4__leaf_clk,501.295µm
net800,500.985µm
lowshift.data\[138\],500µm
lowshift.data\[19\],498.92µm
clknet_4_1__leaf_clk,498.73µm
net185,498.49µm
net827,497.34µm
_03845_,497.02µm
net1044,495.36µm
_22777_,494.87µm
_02657_,494.345µm
net603,494.02µm
net763,493.845µm
_25233_,493.74µm
_17208_,493.24µm
net92,492.14µm
lowshift.data\[107\],491.965µm
highshift.data\[21\],491.64µm
net334,491.48µm
_09621_,489.405µm
net612,489.39µm
_18690_,488.63µm
_13696_,486.78µm
net876,486.43µm
_06037_,485.39µm
clknet_4_14__leaf_clk,485.31µm
_24426_,485.19µm
_24505_,484.48µm
_03765_,484.27µm
highshift.data\[96\],484.24µm
lowshift.data\[79\],484.02µm
lowshift.data\[39\],482.76µm
net256,482.05µm
net764,481.72µm
net1048,481.56µm
net1006,481.11µm
_04326_,480.775µm
highshift.data\[178\],478.82µm
net761,478.54µm
net762,478.44µm
_23560_,477.18µm
_21039_,476.66µm
lowshift.data\[150\],476.39µm
_24339_,475.58µm
net300,473.9µm
_01241_,473.06µm
_13701_,472.2µm
clknet_2_2_0_clk,471.23µm
_03837_,471.2µm
_05199_,471.09µm
_01702_,470.82µm
_24394_,470.59µm
net758,470.59µm
clknet_4_0__leaf_clk,468.04µm
net159,467.96µm
net142,467.66µm
_17415_,467.09µm
_13731_,466.72µm
_04751_,466.04µm
net331,465.94µm
net78,464.91µm
_28785_,464.82µm
net516,464.695µm
net784,464.595µm
net284,463.58µm
net264,462.88µm
net638,462.86µm
net882,461.85µm
net258,461.385µm
_25306_,460.07µm
net253,458.98µm
_09244_,457.85µm
_16137_,457.52µm
net134,457.23µm
_03297_,457µm
net157,456.815µm
_08414_,456.4µm
_32356_,456.03µm
_02830_,455.55µm
_02256_,455.54µm
_07377_,455.14µm
net123,454.99µm
net252,454.5µm
net1099,454.33µm
_02559_,454.12µm
net277,454.055µm
net113,453.635µm
_04066_,452.44µm
_32283_,452.43µm
net44,452.075µm
lowshift.data\[104\],451.12µm
net328,450.96µm
_19364_,450.955µm
_03762_,450.65µm
net297,449.12µm
net843,448.98µm
highshift.data\[91\],448.71µm
_07852_,448.12µm
net479,448.05µm
_02786_,447.86µm
lowshift.data\[109\],447.805µm
_06447_,447.68µm
net262,447.46µm
_22770_,447.07µm
net146,446µm
net634,445.54µm
net389,445.245µm
net303,444.68µm
net95,444.5µm
_30944_,444.295µm
net114,444.14µm
net782,444.015µm
_07720_,443.68µm
lowshift.data\[1\],443.58µm
_13579_,443.44µm
lowshift.data\[7\],443.33µm
lowshift.data\[132\],443.3µm
_04979_,442.91µm
net451,441.8µm
net744,441.74µm
net621,441.45µm
_05652_,441.33µm
_20645_,441.19µm
lowshift.data\[97\],441.08µm
_03655_,441.02µm
_32510_,440.82µm
net257,440.16µm
_09044_,439.98µm
net1097,439.69µm
net396,439.19µm
net707,439.05µm
_01198_,438.61µm
_22776_,438.28µm
_07923_,438.02µm
_09707_,437.49µm
net437,437.32µm
_24107_,437.16µm
net320,436.84µm
net99,435.86µm
net282,435.86µm
net568,435.625µm
_03390_,434.11µm
net296,433.74µm
net177,433.73µm
lowshift.data\[47\],432.8µm
_00767_,432.265µm
net708,432.2µm
net311,431.82µm
net470,431.475µm
_13693_,431.39µm
_17165_,431.11µm
net511,431.04µm
_20647_,430.84µm
_07711_,430.815µm
_04825_,430.75µm
highshift.data\[144\],430.27µm
clknet_4_13__leaf_clk,429.74µm
highshift.data\[180\],429.215µm
_31088_,428.41µm
lowshift.data\[122\],427.5µm
net129,427.39µm
_25304_,427.38µm
_27818_,427.16µm
net124,426.71µm
_32587_,426.69µm
net739,425.89µm
_14901_,425.735µm
_14745_,425.7µm
_03850_,424.915µm
_05606_,424.83µm
net243,423.24µm
_17033_,422.86µm
_02380_,422.27µm
_32268_,421.71µm
lowshift.data\[123\],421.58µm
net145,421.335µm
_25444_,420.83µm
net886,420.09µm
net1113,419.775µm
net357,419.73µm
net43,419.64µm
_06742_,419.24µm
net299,419.12µm
net1105,418.715µm
net1051,418.52µm
net17,417.95µm
net89,417.74µm
_04202_,417.72µm
lowshift.data\[142\],416.135µm
_27970_,415.41µm
_03810_,415.37µm
net52,414.82µm
_04656_,414.355µm
net962,413.48µm
lowshift.data\[62\],413.21µm
clknet_4_15__leaf_clk,413.19µm
net616,412.05µm
lowshift.data\[152\],410.55µm
net291,410.3µm
net151,409.665µm
net251,409.18µm
_30046_,409.13µm
lowshift.data\[160\],408.72µm
lowshift.data\[80\],407.89µm
_05986_,407.51µm
_32411_,407.24µm
lowshift.data\[13\],407.06µm
_03773_,407.015µm
net703,406.92µm
_04178_,406.88µm
_01204_,406.75µm
net105,406.26µm
lowshift.data\[101\],405.4µm
net247,405.39µm
lowshift.data\[99\],405.165µm
clknet_4_9__leaf_clk,403.52µm
_14332_,403.46µm
_01078_,402.74µm
_04600_,402.05µm
highshift.data\[78\],401.9µm
net435,401.78µm
_04829_,401.18µm
net138,400.04µm
_07322_,400.03µm
net58,399.855µm
net537,399.795µm
net625,399.735µm
_20878_,399.48µm
net929,399.23µm
net866,398.71µm
net506,398.575µm
_02188_,398.45µm
net1106,398.375µm
_07078_,398.32µm
net1081,398.165µm
_04205_,397.95µm
net484,397.22µm
_03768_,396.295µm
net639,396.285µm
net239,396.11µm
net565,395.895µm
_05534_,395.415µm
_06902_,395.23µm
_12019_,394.46µm
net698,393.44µm
net81,393.24µm
net1042,393.22µm
net1026,392.255µm
lowshift.data\[110\],391.53µm
net571,391.42µm
net742,391.315µm
lowshift.data\[137\],390.04µm
_29749_,389.84µm
_15325_,389.56µm
net466,389.27µm
_04980_,389.16µm
net267,389.15µm
net730,388.52µm
_12050_,388.51µm
net640,387.995µm
net119,387.91µm
_25058_,387.64µm
lowshift.data\[57\],387.46µm
net1104,387.29µm
net443,387.17µm
net471,386.75µm
_08599_,386.64µm
_32444_,386.615µm
net780,386.26µm
net47,386.1µm
lowshift.data\[211\],384.835µm
_03784_,384.375µm
_04823_,384.31µm
net318,384.26µm
_15939_,383.82µm
_17889_,383.73µm
net964,383.44µm
_20275_,383.42µm
net172,383.35µm
_06853_,383.26µm
_04120_,383.245µm
_32389_,383.14µm
net474,382.935µm
_24402_,382.88µm
net880,382.38µm
_06694_,382.26µm
_10624_,382.24µm
_08214_,382.06µm
_12283_,382.01µm
net526,381.89µm
lowshift.data\[3\],381.84µm
_03816_,381.63µm
lowshift.data\[215\],381.025µm
_28989_,380.75µm
lowshift.data\[214\],379.86µm
net495,379.67µm
_32638_,379.09µm
_04698_,378.335µm
net184,378.15µm
_01919_,378.1µm
_04439_,377.955µm
_27235_,377.71µm
_04915_,377.18µm
highshift.data\[87\],377.01µm
clknet_4_6__leaf_clk,376.88µm
_26934_,376.82µm
_06274_,376.665µm
_07556_,376.65µm
_08281_,376.22µm
lowshift.data\[63\],375.93µm
lowshift.data\[125\],375.8µm
_10002_,375.56µm
_32487_,374.36µm
lowshift.data\[178\],374.095µm
clknet_4_8__leaf_clk,373.73µm
net693,373.48µm
net288,373.33µm
net1009,373.195µm
net688,371.66µm
net174,371.64µm
_15140_,371.52µm
_06739_,371.49µm
_08799_,371.26µm
net824,371.165µm
lowshift.data\[212\],370.4µm
_05778_,370.105µm
_17732_,370.05µm
_05854_,369.94µm
highshift.data\[171\],369.565µm
lowshift.data\[4\],369.39µm
_05501_,369.24µm
_24904_,369µm
_24908_,368.78µm
_05915_,368.605µm
_06650_,368.1µm
_25239_,367.49µm
net1036,367.175µm
_07440_,367.14µm
net279,367.09µm
_04203_,367.05µm
_04118_,366.88µm
_25340_,365.82µm
lowshift.data\[55\],365.65µm
_05201_,365.58µm
net165,365.03µm
_07682_,365.005µm
lowshift.data\[216\],364.335µm
_04705_,364.27µm
_03769_,364.16µm
net101,363.78µm
net46,363.22µm
_04720_,362.85µm
net630,362.48µm
_04174_,362.28µm
_04932_,361.52µm
lowshift.data\[209\],361.43µm
_12368_,361.42µm
net750,360.92µm
_09743_,360.88µm
lowshift.data\[49\],360.54µm
_08418_,360.48µm
net461,360.35µm
_28873_,358.665µm
net960,358.5µm
net641,357.39µm
net846,357.3µm
net1020,356.87µm
net139,356.41µm
net169,356.295µm
net178,355.61µm
_03653_,355.58µm
highshift.data\[12\],354.7µm
highshift.data\[179\],354.205µm
net62,352.68µm
lowshift.data\[210\],352.04µm
_32345_,351.4µm
net879,350.885µm
highshift.data\[9\],349.24µm
net863,349.04µm
net316,348.72µm
_04437_,348.38µm
_32477_,348.34µm
net607,348.335µm
_06809_,348.16µm
net1022,348.125µm
lowshift.data\[180\],347.98µm
lowshift.data\[61\],347.35µm
clknet_4_11__leaf_clk,347.22µm
_07373_,347.2µm
_22402_,346.91µm
net57,346.73µm
net1029,346.55µm
_05659_,346.29µm
_21889_,345.86µm
_11916_,345.6µm
net163,345.54µm
_04826_,344.74µm
_31226_,344.57µm
_22704_,344.53µm
_05512_,344.4µm
net1047,344.33µm
net776,344.21µm
net837,343.59µm
_11204_,343.38µm
_00503_,342.99µm
_25018_,342.96µm
lowshift.data\[52\],342.7µm
net720,342.465µm
_29696_,341.96µm
_04709_,341.77µm
highshift.data\[166\],341.47µm
_12319_,341.21µm
_24396_,340.88µm
net1025,340.07µm
lowshift.data\[34\],338.96µm
clknet_4_12__leaf_clk,338.96µm
net404,338.95µm
_24307_,338.78µm
_17462_,338.59µm
_26171_,338.22µm
_06944_,337.92µm
_22703_,337.76µm
_03828_,337.75µm
net1033,337.575µm
_24830_,337.265µm
net894,337.25µm
highshift.data\[8\],337.24µm
net1070,337.215µm
net56,337.01µm
_05027_,336.56µm
lowshift.data\[213\],335.84µm
net1021,335.71µm
net315,335.395µm
_02798_,335.12µm
net1013,335.01µm
_07100_,334.95µm
net413,334.875µm
_13087_,334.33µm
_23425_,334.1µm
net298,334.06µm
net620,333.91µm
_07146_,333.445µm
_08767_,332.55µm
net1027,332.55µm
net628,332.12µm
_20566_,332.095µm
net180,331.135µm
net1019,330.97µm
_08745_,330.93µm
net1046,330.77µm
_02575_,330.27µm
_01002_,329.48µm
_07026_,329.39µm
_02512_,329.37µm
net1024,329.36µm
net702,328.825µm
_07007_,328.235µm
net261,327.76µm
net132,327.66µm
_20567_,327.55µm
_02523_,327.28µm
net416,326.74µm
_02738_,326.27µm
net149,325.96µm
_04697_,325.94µm
net727,325.41µm
_03959_,325.025µm
_12049_,324.48µm
net68,324.165µm
highshift.data\[150\],324.13µm
_04920_,324.02µm
_29564_,324.01µm
highshift.data\[168\],323.25µm
_32290_,323.18µm
_09867_,323.16µm
_03802_,322.995µm
highshift.data\[18\],322.77µm
_25195_,322.55µm
net93,322.2µm
_03283_,321.935µm
net578,321.5µm
_19940_,321.48µm
lowshift.data\[136\],320.9µm
_00525_,320.86µm
_01733_,320.75µm
_09667_,320.68µm
net173,320.595µm
_10005_,320.48µm
_10681_,320.47µm
_03782_,320.45µm
_03929_,320.24µm
_24391_,320.23µm
highshift.data\[11\],319.88µm
net872,319.86µm
lowshift.data\[217\],319.765µm
_05631_,319.61µm
_05431_,319.54µm
_07813_,319.5µm
_08419_,319.19µm
_28299_,318.74µm
net120,318.68µm
_07814_,318.36µm
_24158_,317.84µm
_17609_,317.72µm
_04115_,317.69µm
net293,317.67µm
net500,317.53µm
highshift.data\[89\],317.48µm
_09262_,317.17µm
_03282_,316.97µm
_12299_,316.95µm
net996,316.91µm
_24565_,316.31µm
net1018,315.915µm
net496,315.625µm
net354,315.44µm
_26339_,315.41µm
_23618_,315.37µm
net161,315.175µm
_10648_,314.87µm
_07953_,314.57µm
net385,313.92µm
_04584_,313.8µm
net910,313.07µm
net426,312.86µm
net859,312.84µm
net1017,311.74µm
_04984_,311.5µm
_04828_,311.15µm
_07466_,310.87µm
net629,310.74µm
net1030,310.645µm
lowshift.data\[70\],310.22µm
net346,309.955µm
_17340_,309.905µm
_10979_,309.71µm
_11205_,309.67µm
net841,309.64µm
_02818_,309.28µm
highshift.data\[13\],308.98µm
net855,308.86µm
net433,308.78µm
_32215_,308.72µm
_21818_,308.695µm
net459,308.61µm
net570,308.42µm
_10824_,307.82µm
_12048_,307.77µm
_11871_,307.56µm
net751,307.415µm
_09516_,307.29µm
_08631_,307.24µm
net525,307.065µm
highshift.data\[172\],306.98µm
_01004_,306.555µm
_12395_,306.19µm
_23201_,306.12µm
net160,306.02µm
net716,305.945µm
_10014_,305.94µm
_02989_,305.8µm
lowshift.data\[195\],305.68µm
net913,305.48µm
_10752_,305.32µm
_12484_,305.25µm
_03463_,305.015µm
_19817_,304.88µm
_27498_,304.62µm
_11040_,304.47µm
_07483_,304.44µm
highshift.data\[165\],303.92µm
_03814_,303.87µm
highshift.data\[173\],303.44µm
_03958_,303.34µm
lowshift.data\[65\],303.22µm
_10004_,302.96µm
_02590_,302.85µm
_02895_,302.83µm
_06038_,302.65µm
clknet_4_7__leaf_clk,302.65µm
_17341_,302.41µm
_24891_,301.7µm
net830,301.7µm
net9,301.68µm
net973,301.48µm
lowshift.data\[193\],300.98µm
lowshift.data\[76\],300.98µm
_24134_,300.9µm
_21829_,300.675µm
_05849_,300.55µm
_32455_,300.515µm
_13297_,300.51µm
highshift.data\[167\],300.23µm
highshift.data\[14\],300.1µm
net469,300.02µm
_10403_,300.01µm
lowshift.data\[194\],299.835µm
net838,299.64µm
_32600_,299.19µm
net901,299.18µm
_15558_,299.15µm
_23340_,298.66µm
_04763_,298.42µm
_09459_,298.3µm
_15168_,297.85µm
net104,297.715µm
net204,297.51µm
_01052_,297.505µm
_10003_,297.43µm
net463,297.12µm
net774,296.92µm
net956,296.88µm
net839,296.86µm
_10889_,296.735µm
_05533_,296.495µm
net21,296.4µm
_00624_,296.26µm
net904,296.18µm
_06260_,296.075µm
net175,296.03µm
net851,296.02µm
net842,295.765µm
net140,295.62µm
net1096,295.355µm
_06360_,295.34µm
net20,295.31µm
net661,295.05µm
highshift.data\[146\],295.02µm
_13255_,294.98µm
net907,294.02µm
net103,293.81µm
net712,293.32µm
_16135_,293.17µm
net102,292.82µm
_06920_,292.68µm
net595,292.68µm
net772,292.375µm
_10958_,292.32µm
_11960_,291.99µm
net597,291.97µm
_11929_,291.86µm
highshift.data\[7\],291.765µm
net1028,291.72µm
_12324_,291.58µm
lowshift.data\[73\],291.52µm
_03502_,291.42µm
net602,291.39µm
net61,291.2µm
net462,290.965µm
_30981_,290.59µm
_26264_,290.28µm
_11972_,290.2µm
_27210_,290.18µm
net8,289.94µm
_04919_,289.54µm
_09216_,288.96µm
_01678_,288.08µm
net765,287.94µm
_12744_,287.64µm
_24976_,287.6µm
lowshift.data\[112\],287.44µm
_11828_,287.32µm
_03443_,287.2µm
net1114,287.04µm
net356,286.85µm
_03851_,286.6µm
net840,286.075µm
_16124_,285.96µm
_17510_,285.94µm
net340,285.44µm
_32367_,285.23µm
_06835_,285.13µm
_05701_,284.83µm
highshift.data\[103\],284.8µm
net65,284.58µm
highshift.data\[88\],283.74µm
_03862_,283.5µm
_17733_,283.21µm
_24789_,283.1µm
net706,282.94µm
_02564_,282.73µm
_23224_,282.52µm
_28529_,282.41µm
_17741_,282.3µm
highshift.data\[10\],282.07µm
_29756_,281.98µm
net633,281.95µm
net771,281.3µm
_25192_,281.14µm
highshift.data\[97\],281.05µm
_13130_,280.86µm
net319,280.8µm
net112,280.74µm
_14279_,280.42µm
_13152_,280.4µm
_03192_,280.35µm
_32653_,280.34µm
_30979_,279.78µm
net349,279.72µm
_26265_,279.46µm
_05291_,279.34µm
net985,278.47µm
_15170_,278.155µm
_19966_,278.1µm
net1274,277.64µm
net55,277.63µm
_11211_,277.38µm
net235,277.01µm
net983,276.96µm
_15358_,276.67µm
_09774_,276.66µm
_10012_,276.55µm
net153,276.4µm
_08621_,276.09µm
_05781_,276.03µm
_15025_,275.68µm
lowshift.data\[156\],275.465µm
net465,275.33µm
_11839_,275.22µm
_24528_,275.2µm
_09514_,275.12µm
_21938_,274.91µm
_03566_,274.84µm
_06549_,274.38µm
net1069,273.64µm
_03447_,273.39µm
_15022_,273.36µm
_13112_,273.34µm
net1049,272.84µm
net934,272.58µm
net107,272.5µm
net834,272.275µm
net528,272.22µm
_15471_,271.995µm
_04483_,271.95µm
_19523_,271.77µm
net54,271.315µm
_24164_,271.18µm
_00909_,270.79µm
net581,270.66µm
_06462_,270.52µm
_07412_,270.33µm
net359,270.2µm
_12308_,270.14µm
_07508_,269.91µm
_24550_,269.5µm
net281,269.44µm
highshift.data\[64\],269.36µm
net94,269.09µm
_28874_,269.03µm
_20158_,268.945µm
_09097_,268.8µm
_04530_,268.65µm
net752,268.57µm
_05041_,268.22µm
_08811_,268.03µm
_03944_,267.92µm
_11858_,267.78µm
_25427_,267.75µm
lowshift.data\[33\],267.35µm
_01689_,266.88µm
_21142_,266.63µm
_24249_,266.08µm
_20737_,265.96µm
net664,265.71µm
_04134_,265.58µm
net270,265.53µm
highshift.data\[55\],265.39µm
_22897_,265.32µm
_04529_,265.25µm
_11786_,265.22µm
_12427_,265.05µm
lowshift.data\[218\],264.83µm
_03763_,264.78µm
net531,264.35µm
_04583_,264.14µm
_07578_,263.96µm
net1,263.96µm
_27146_,263.74µm
_26979_,263.72µm
net759,263.555µm
_06665_,263.42µm
net117,263.4µm
_03054_,263.36µm
net672,263.16µm
_16146_,263.12µm
_17640_,263µm
_10917_,262.82µm
_24970_,262.58µm
net458,262.44µm
net1161,261.69µm
_02742_,261.12µm
net606,260.74µm
net499,260.635µm
lowshift.data\[111\],260.54µm
highshift.data\[187\],260.42µm
highshift.data\[102\],260.4µm
net439,260.205µm
_04484_,259.79µm
_09502_,259.78µm
net787,259.64µm
_08638_,259.325µm
_09458_,259.06µm
_27396_,259.01µm
_25197_,258.88µm
net436,257.93µm
_14617_,257.64µm
_27366_,257.44µm
_01744_,257.39µm
_21228_,257.36µm
net893,257.275µm
_05248_,257.22µm
_09529_,257.02µm
_28883_,256.97µm
_04808_,256.925µm
_08637_,256.89µm
_11623_,256.88µm
_24914_,256.67µm
_27148_,256.66µm
_04769_,256.43µm
_02821_,256.28µm
net345,256.24µm
_03486_,256.15µm
_13578_,256.035µm
_19571_,256µm
_00635_,255.93µm
_24213_,255.9µm
_26703_,255.68µm
net45,255.12µm
net875,255.1µm
_29754_,254.61µm
net266,254.6µm
_09845_,254.58µm
net136,254.56µm
_18045_,254.38µm
_05978_,253.94µm
_03779_,253.53µm
net1050,253.52µm
lowshift.data\[115\],253.02µm
net974,253.02µm
_04903_,252.9µm
_21267_,252.88µm
_00712_,252.68µm
_04097_,252.62µm
highshift.data\[151\],252.44µm
net714,252.42µm
net770,252.29µm
_23003_,252.26µm
_17736_,251.66µm
highshift.data\[140\],251.41µm
net265,251.38µm
_07638_,251.24µm
_31849_,251µm
_04161_,250.75µm
_30637_,250.71µm
net671,250.66µm
_24679_,250.56µm
net755,250.26µm
_20856_,250.05µm
net488,249.99µm
_27614_,249.89µm
_04054_,249.84µm
_24110_,249.73µm
net432,249.4µm
_03249_,249.06µm
highshift.data\[94\],248.98µm
net1107,248.81µm
_00854_,248.71µm
net888,248.67µm
net769,248.635µm
_28499_,248.56µm
net415,248.39µm
net224,248µm
_04912_,247.97µm
_30481_,247.76µm
net543,247.755µm
_04700_,247.54µm
net580,247.51µm
net53,247.3µm
_07344_,247.175µm
net447,247.15µm
_27365_,246.96µm
_06282_,246.92µm
net624,246.9µm
net538,246.75µm
_31192_,246.6µm
_27097_,246.18µm
net1089,245.815µm
_02767_,245.72µm
_02840_,245.72µm
net520,245.465µm
_10142_,245.45µm
_09553_,245.34µm
_08642_,245.09µm
_21220_,245.07µm
_15662_,244.85µm
_00476_,244.385µm
_09500_,244.335µm
_01886_,244.24µm
_02693_,244.18µm
_08654_,244.04µm
_32576_,244.03µm
net746,243.89µm
_30547_,243.85µm
net352,243.78µm
_02692_,243.66µm
net584,243.315µm
lowshift.data\[158\],243.08µm
_29386_,242.94µm
_18155_,242.5µm
_21744_,242.405µm
_03975_,242.25µm
_10719_,242.22µm
_05658_,242.14µm
net649,242.05µm
net836,241.465µm
_01129_,241.4µm
_30312_,241.3µm
net655,241.2µm
_05006_,241.01µm
_24948_,241µm
net290,240.99µm
_03953_,240.975µm
_07722_,240.725µm
_29662_,240.54µm
_31301_,239.98µm
_19370_,239.81µm
_11963_,239.685µm
_24527_,239.65µm
highshift.data\[183\],239.405µm
net122,239.35µm
_28423_,239.31µm
net673,239.09µm
_11210_,239.03µm
highshift.data\[184\],238.62µm
_03778_,238.48µm
_11680_,238.28µm
_31761_,238.16µm
_11639_,238.06µm
_24968_,238.04µm
highshift.data\[160\],238µm
_22544_,237.735µm
net372,237.72µm
net343,237.34µm
_25016_,237.31µm
_05158_,237.27µm
_17786_,237.18µm
_03452_,237.1µm
net768,237.02µm
_15972_,236.98µm
_05054_,236.94µm
_26648_,236.9µm
net454,236.8µm
highshift.data\[170\],236.75µm
lowshift.data\[219\],236.66µm
_04159_,236.52µm
net365,236.495µm
net135,236.3µm
lowshift.data\[32\],236.12µm
_19064_,236.09µm
_16899_,236.08µm
highshift.data\[162\],236.06µm
_05040_,236.02µm
_20744_,236µm
_32532_,235.76µm
_01821_,235.72µm
_24841_,235.69µm
_23000_,235.64µm
_05202_,235.38µm
_23619_,235.34µm
net106,235.195µm
lowshift.data\[81\],234.98µm
net845,234.64µm
net456,234.565µm
net330,234.31µm
net579,234.195µm
net766,233.975µm
_12969_,233.72µm
_25359_,233.72µm
net1086,233.66µm
_14068_,233.455µm
_00963_,233.32µm
_22981_,233.3µm
_19213_,232.74µm
_05276_,232.56µm
_00789_,232.42µm
highshift.data\[185\],232.305µm
_00894_,232.22µm
_02846_,231.64µm
_15492_,231.62µm
_29534_,231.57µm
_28367_,231.56µm
lowshift.data\[35\],231.54µm
_11414_,231.44µm
_06931_,231.32µm
_10975_,230.92µm
_05977_,230.86µm
_27104_,230.84µm
net1065,230.72µm
_24741_,230.68µm
_09353_,230.62µm
lowshift.data\[12\],230.56µm
_09836_,229.8µm
highshift.data\[152\],229.78µm
_03878_,229.755µm
highshift.data\[80\],229.59µm
net767,229.555µm
_15190_,229.4µm
net833,229.36µm
_10793_,229.31µm
_32257_,228.94µm
_04096_,228.85µm
_17420_,228.84µm
net1088,228.8µm
_32461_,228.5µm
net429,228.26µm
_11430_,227.68µm
_26222_,227.64µm
net301,227.555µm
_05845_,227.35µm
highshift.data\[188\],227.22µm
net339,227.21µm
_11644_,227.19µm
_29532_,227.19µm
highshift.data\[139\],226.93µm
_03612_,226.72µm
net889,226.72µm
_10355_,226.58µm
_16229_,226.56µm
_01184_,226.4µm
_05129_,226.4µm
net414,226.315µm
_05020_,226.15µm
