net,length_um
_00745_,305.16µm
net176,303.465µm
net263,302.335µm
net79,300.24µm
net34,299.38µm
net268,298.635µm
net500,297.54µm
net358,295.465µm
net262,294.97µm
net149,293.71µm
net55,292.12µm
_02931_,290.915µm
net339,290.29µm
_06953_,290.14µm
net307,287.5µm
net514,286.3µm
net508,285.03µm
_02894_,284.95µm
net145,284.73µm
net501,283.32µm
net380,282.55µm
net219,281.58µm
_02716_,281.45µm
_02949_,281µm
net89,279.945µm
net172,279.6µm
_04375_,279.26µm
net492,278.5µm
net425,278.3µm
_03037_,276.95µm
net558,275.69µm
_02823_,274.74µm
net324,274.13µm
_05578_,273.23µm
net173,272.55µm
net177,272.18µm
_01794_,271.44µm
_00006_,270.5µm
net168,270.12µm
net52,268.95µm
_02958_,268.55µm
_02994_,267.7µm
net290,267.18µm
_00815_,265.62µm
_03230_,264.355µm
_04953_,263.26µm
_02971_,263.24µm
net137,262.42µm
_01077_,262.28µm
_02945_,261.96µm
net255,259.85µm
net568,259.63µm
net171,259.16µm
net554,258.9µm
_00354_,258.68µm
_10782_,258.09µm
_03026_,258.035µm
net518,257.67µm
_02986_,257.31µm
net561,255.375µm
net379,255.295µm
_09957_,255.2µm
net260,253.71µm
net178,252.78µm
net245,252.74µm
net246,251.44µm
net62,250.86µm
_09958_,250.16µm
_03266_,250.04µm
net72,250.02µm
net306,250.02µm
net58,249.04µm
_11122_,248.7µm
net259,248.12µm
net32,248.08µm
net151,248.06µm
net269,248.06µm
_08230_,246.38µm
_05269_,245.98µm
_05654_,245.83µm
_06937_,245.8µm
_05303_,245.33µm
net57,245.13µm
_03167_,245.01µm
net90,244.315µm
net502,243.84µm
_09564_,243.02µm
_08190_,242.8µm
_02965_,242.44µm
_00998_,242.26µm
net167,241.75µm
_05829_,241.27µm
_02936_,240.8µm
_00389_,240.72µm
_02984_,239.07µm
_06415_,238.82µm
_03691_,238.68µm
_01204_,238.16µm
net506,238.02µm
_09062_,237.84µm
net569,237.22µm
net169,235.85µm
net54,234.74µm
_02905_,234.64µm
_00577_,234.28µm
_05318_,234.22µm
_01704_,234.14µm
net66,234.04µm
net523,233.58µm
_01495_,233.56µm
_00007_,232.72µm
_07653_,232.66µm
_05678_,232.06µm
net92,231.48µm
clknet_1_1__leaf_clk,231.12µm
_06316_,230.91µm
_03020_,230.85µm
_03191_,230.8µm
_10311_,230.31µm
net53,230.1µm
_03227_,230.08µm
net94,229.765µm
_03096_,229.42µm
net384,229.11µm
_08918_,228.98µm
_06208_,228.96µm
_08578_,228.68µm
_05702_,228.4µm
_01260_,227.72µm
net95,227.665µm
_04954_,226.94µm
_01464_,226.8µm
_07283_,226.5µm
net158,225.975µm
_03287_,225.32µm
net529,225.18µm
net391,224.7µm
_01656_,224.58µm
net163,224.31µm
_02634_,223.665µm
net84,223.3µm
net91,223.24µm
_02610_,222.2µm
_00008_,221.235µm
net254,220.69µm
net93,220.62µm
_01901_,220.415µm
net412,220.155µm
_00009_,220.08µm
net59,219.885µm
_06081_,219.17µm
net516,219µm
net323,218.955µm
_05638_,218.88µm
_03779_,218.6µm
_02957_,218.5µm
_08191_,218.4µm
net56,217.96µm
net267,217.59µm
net366,217.17µm
_09091_,217.06µm
_00644_,216.9µm
net517,216.69µm
_03818_,216.62µm
net166,216.22µm
net305,216.16µm
net459,215.685µm
_01067_,215.42µm
net364,215.07µm
_01657_,214.85µm
_04203_,214.78µm
net377,214.755µm
_04445_,214.56µm
_04305_,213.6µm
_07886_,213.01µm
net395,211.94µm
_06655_,210.55µm
_02554_,210.28µm
_06525_,209.83µm
_04225_,209.78µm
_02927_,209.74µm
_01903_,209.54µm
net519,208.69µm
_01020_,208.46µm
_07770_,208.4µm
net80,208.07µm
net375,207.76µm
_05317_,207.73µm
net372,207.71µm
net462,207.58µm
net165,207.4µm
net431,206.8µm
net261,206.68µm
_07471_,205.62µm
_09000_,205.4µm
net455,205.135µm
_07602_,205.02µm
_00212_,205µm
net383,204.46µm
_06180_,204.36µm
net496,204.26µm
_09124_,204.17µm
net183,203.995µm
_06164_,203.89µm
_06403_,203.84µm
_00010_,203.05µm
net378,202.95µm
_04246_,202.54µm
_10947_,201.35µm
_05278_,201.14µm
net421,199.48µm
net539,199.36µm
_03334_,199.3µm
net397,198.59µm
_04006_,197.96µm
_01801_,197.635µm
net537,197.54µm
net51,197.43µm
_07731_,196.84µm
net50,196.35µm
_03386_,195.88µm
net71,195.79µm
_08769_,195.72µm
net511,195.48µm
net499,195.15µm
net418,194.54µm
_03030_,194.32µm
net297,194.28µm
_09603_,194.18µm
_06058_,194.09µm
_00472_,194µm
net63,193.38µm
_03029_,193.36µm
net452,193.215µm
net463,193.14µm
net49,192.98µm
_01076_,192.71µm
net302,192.58µm
net355,192.42µm
net438,192.28µm
_01554_,192.07µm
_00011_,191.105µm
_04862_,191.095µm
_10898_,190.9µm
net60,190.66µm
_05277_,190.64µm
_09086_,190.48µm
_08348_,190.42µm
_10157_,190.34µm
_01613_,190.29µm
_06246_,189.99µm
_04288_,189.855µm
_07562_,189.6µm
net156,189.295µm
_00349_,189.2µm
net424,188.98µm
net489,188.72µm
net317,188.52µm
_06973_,188.32µm
net15,187.8µm
net386,187.41µm
_02130_,187.335µm
_03331_,187.06µm
_02861_,186.74µm
net478,186.74µm
_01094_,186.6µm
_06491_,186.515µm
_01573_,186.22µm
_01614_,185.88µm
_01263_,185.5µm
net449,185.32µm
_05111_,184.96µm
_09007_,184.83µm
_10992_,184.755µm
net154,184.66µm
net406,184.34µm
net400,184.24µm
_08875_,184.18µm
_04650_,184.1µm
net532,183.98µm
_03171_,183.94µm
_00826_,182.98µm
_09634_,182.82µm
_01814_,182.64µm
net321,182.6µm
_10445_,182.14µm
_01202_,182.04µm
_04756_,181.89µm
_09777_,181.68µm
_00583_,181.56µm
_07047_,181.45µm
_03097_,181.38µm
net447,180.895µm
net473,180.585µm
_02566_,180.37µm
net280,180.24µm
_04610_,180.135µm
_01156_,179.72µm
_03855_,179.16µm
_04487_,178.36µm
net448,178.235µm
net487,178.035µm
net385,177.64µm
net222,177.22µm
_04396_,176.98µm
_03387_,176.875µm
_11035_,176.8µm
_00014_,176.76µm
_02960_,176.68µm
_03890_,176.12µm
_04007_,175.87µm
net466,175.82µm
net495,175.785µm
_02615_,175.775µm
_03435_,175.68µm
_08192_,175.62µm
_03355_,175.3µm
_04061_,175.2µm
net457,175.16µm
_00904_,174.86µm
net155,174.82µm
_08311_,174.44µm
net442,173.955µm
_00564_,173.82µm
_00013_,173.625µm
net332,173.395µm
net450,173.26µm
net393,173.14µm
_10905_,173.08µm
_04376_,172.725µm
_03165_,172.64µm
net486,172.345µm
_00821_,171.98µm
_07747_,171.94µm
net408,171.92µm
_03174_,171.78µm
_09051_,171.71µm
_06502_,171.555µm
_03236_,171.4µm
_00638_,171.16µm
net48,170.39µm
_03269_,170.24µm
_01928_,169.5µm
net548,169.325µm
_00884_,169µm
_03064_,168.595µm
net407,168.27µm
net96,167.98µm
net401,167.85µm
_04706_,167.78µm
net344,167.61µm
_04565_,166.62µm
_00015_,166.405µm
_00844_,166.4µm
net479,165.8µm
_06317_,165.64µm
_00251_,165.54µm
net476,165.45µm
_03326_,165.28µm
net73,165.04µm
_06213_,164.44µm
_02086_,163.9µm
_01706_,163.815µm
net47,163.38µm
_10795_,163.34µm
net157,163.34µm
_04653_,163.3µm
net24,163.23µm
net319,163.155µm
_02883_,162.815µm
_02595_,162.555µm
_06644_,162.445µm
net536,162.27µm
net446,162.11µm
net78,161.78µm
_03286_,161.42µm
_08073_,161.34µm
net343,161.215µm
_08357_,160.98µm
net291,160.94µm
_06187_,160.485µm
_03966_,160.04µm
net563,159.96µm
_00012_,159.6µm
_07104_,158.9µm
net451,158.17µm
net25,157.48µm
_06820_,157.47µm
_05567_,157.45µm
net293,157.15µm
_00309_,157.02µm
net74,156.96µm
net392,156.875µm
_01366_,156.58µm
_10266_,156.28µm
net369,156.095µm
_02568_,155.82µm
net390,155.67µm
_02345_,155.46µm
_09975_,155.36µm
_03410_,155.32µm
_09757_,155µm
net354,155µm
net382,154.88µm
_04677_,154.875µm
_01616_,154.86µm
_04014_,154.8µm
net61,154.68µm
_08513_,154.46µm
net497,154.345µm
net411,154.29µm
_07696_,154.22µm
net2,154.215µm
_04434_,153.95µm
net363,153.655µm
net348,153.605µm
net515,153.26µm
_08654_,153.24µm
_09684_,153.22µm
net320,153.2µm
_00654_,153.19µm
_09964_,153.07µm
net551,153µm
_03851_,152.725µm
net349,151.98µm
net316,151.8µm
net458,151.68µm
_04659_,151.52µm
net258,151.52µm
net490,151.4µm
_08975_,151.34µm
_03090_,151.06µm
_03422_,150.83µm
net571,149.9µm
_00949_,149.62µm
net553,149.31µm
_03391_,149.2µm
_02715_,148.96µm
net16,148.88µm
_05787_,148.44µm
net528,148.42µm
_06230_,147.92µm
net26,147.69µm
net436,147.64µm
net420,147.045µm
_03960_,146.92µm
_04472_,146.73µm
net562,146.63µm
net513,146.525µm
_05611_,146.4µm
net376,146.26µm
_09871_,146.04µm
net294,145.84µm
_03237_,145.18µm
_03406_,145.095µm
_04054_,145.065µm
net461,145.02µm
_07220_,144.9µm
clknet_1_0__leaf_clk,144.68µm
net257,144.66µm
_03961_,144.655µm
net483,144.57µm
net367,144.405µm
net552,144.28µm
net430,144.26µm
_05765_,144.25µm
net535,143.785µm
_00941_,143.76µm
_07216_,143.56µm
net229,143.52µm
_00637_,143.44µm
net474,143.44µm
_03320_,143.42µm
_03144_,143.24µm
_03304_,143.14µm
_09207_,143.1µm
_07850_,142.84µm
net284,142.805µm
_05556_,142.74µm
_07945_,142.56µm
net453,142.48µm
_01447_,142.41µm
_03885_,142.24µm
_08998_,142.24µm
net521,141.96µm
net503,141.935µm
_06268_,141.9µm
_09359_,141.88µm
_04284_,141.575µm
net544,141.54µm
net296,141.52µm
_03319_,141.06µm
_03358_,140.76µm
net362,140.685µm
_02581_,140.3µm
net346,139.78µm
net437,139.415µm
net352,138.16µm
_08502_,138.14µm
net357,137.99µm
_06381_,137.8µm
_00683_,137.39µm
net491,137.24µm
net18,136.9µm
net331,136.815µm
_04228_,136.76µm
_05776_,136.66µm
net360,136.5µm
net422,136.44µm
_05061_,136.06µm
net17,135.51µm
net556,135.5µm
_04010_,135.06µm
net237,134.68µm
_10562_,134.62µm
_06587_,134.43µm
net477,134.315µm
_03059_,134.18µm
net410,132.92µm
_03534_,132.56µm
net75,132.53µm
net509,132.48µm
_02188_,132.3µm
_06128_,132.14µm
_10215_,131.7µm
net304,131.7µm
_02594_,131.38µm
_09029_,131.24µm
_03395_,131.2µm
_05346_,131.1µm
net435,131.01µm
net522,130.92µm
_01703_,130.9µm
net524,130.78µm
_02677_,130.61µm
net76,130.4µm
_09293_,129.92µm
_01522_,129.915µm
_03382_,129.7µm
_06684_,129.68µm
_00715_,129.56µm
_08495_,129.3µm
_10642_,128.96µm
net510,128.86µm
_10447_,128.67µm
net481,128.545µm
_04229_,128.46µm
net122,128.435µm
net359,128.43µm
net404,128.2µm
_01423_,128.16µm
_04241_,128.02µm
net570,128.02µm
net573,127.78µm
_03204_,127.64µm
_04632_,127.17µm
_02584_,127.05µm
net370,127µm
_03850_,126.52µm
_03170_,126.38µm
_09108_,126.36µm
net214,126.11µm
net460,125.895µm
_06256_,125.86µm
_03207_,125.795µm
_04257_,125.44µm
net351,125.19µm
net485,125.16µm
_01707_,124.84µm
_03415_,124.735µm
net417,124.63µm
net480,124.56µm
net403,124.22µm
net465,124.12µm
net396,124.03µm
net543,123.88µm
_06239_,123.18µm
_10623_,122.98µm
_04872_,122.93µm
net445,122.77µm
net371,122.59µm
_01375_,121.76µm
_04289_,121.65µm
_02315_,121.56µm
net434,121.08µm
_10761_,120.94µm
_10373_,120.84µm
net337,120.76µm
_10558_,120.74µm
_03106_,120.42µm
_03393_,120.18µm
net415,120.04µm
net334,119.84µm
_04274_,118.92µm
net469,118.66µm
_02542_,118.38µm
_02607_,118.17µm
_02599_,117.82µm
_10030_,117.74µm
_02828_,117.26µm
_00584_,117.24µm
_06276_,116.84µm
net398,116.77µm
_03407_,116.62µm
net20,116.6µm
net484,116.51µm
_00824_,116.42µm
_02794_,116.4µm
_03094_,116.28µm
_02612_,116.13µm
_00699_,115.68µm
net566,115.64µm
_05826_,115.615µm
_05104_,115.18µm
_03957_,115.06µm
_03433_,114.61µm
_00691_,114.58µm
_02802_,114.58µm
_04308_,114.44µm
net373,113.72µm
_03881_,113.14µm
_01819_,112.6µm
net387,112.38µm
_03104_,112.1µm
_05171_,111.77µm
_10406_,111.66µm
_05360_,111.54µm
net253,111.04µm
net190,110.955µm
net564,110.93µm
_07357_,110.91µm
_04354_,110.88µm
net494,110.6µm
_04986_,110.56µm
net274,110.5µm
_02805_,110.42µm
net381,109.965µm
net121,109.86µm
_02964_,109.82µm
_04908_,109.8µm
net272,109.67µm
_01658_,109.64µm
net212,109.58µm
_03027_,109.32µm
_08462_,109.1µm
_02928_,108.92µm
net531,108.5µm
_06977_,108.02µm
_11065_,107.95µm
_02604_,107.9µm
net405,107.83µm
net454,107.78µm
_03926_,107.7µm
_00834_,107.08µm
_03252_,106.92µm
_06500_,106.74µm
net159,106.725µm
net19,106.66µm
_01577_,106.56µm
_06373_,106.43µm
_04115_,106.31µm
_03843_,106.26µm
_05827_,106.18µm
_11125_,106.155µm
_09318_,105.86µm
_05073_,105.57µm
net439,105.43µm
_03922_,104.86µm
net441,104.79µm
_09311_,104.76µm
_02654_,104.68µm
_03301_,104.65µm
_05344_,104.64µm
_03105_,104.26µm
net281,104.12µm
net525,104.08µm
_02938_,103.94µm
net22,103.82µm
_03711_,103.68µm
_05357_,103.68µm
_02611_,103.66µm
_04382_,103.66µm
net333,103.525µm
_04296_,103.31µm
_02630_,103.28µm
net527,102.82µm
_04233_,102.76µm
net27,102.65µm
net103,102.64µm
_05274_,102.56µm
net318,102.52µm
_02991_,102.5µm
net3,101.84µm
_01281_,101.82µm
_03192_,101.36µm
net213,101.32µm
net414,100.88µm
net440,100.8µm
_04832_,100.76µm
_02943_,100.64µm
_03983_,100.27µm
_05798_,100.2µm
net312,100.08µm
_01363_,100.06µm
_08330_,99.92µm
_07950_,99.8µm
net470,99.44µm
_02589_,99.28µm
net541,99.26µm
clknet_0_clk,99.06µm
_01488_,98.685µm
_01199_,98.46µm
_02609_,98.42µm
_11124_,98.4µm
net216,98.1µm
_06856_,97.38µm
net329,97.38µm
_06260_,97.24µm
_03388_,96.41µm
net10,96.395µm
net368,96.35µm
_01793_,96.18µm
_10063_,95.47µm
_01574_,95.42µm
_06808_,95.18µm
net215,94.46µm
net488,94.36µm
_01369_,94.16µm
net230,94.1µm
_00955_,94.06µm
_09604_,93.56µm
_02850_,93.54µm
_02192_,93.44µm
_05737_,93.38µm
_04755_,93.24µm
_01172_,93.18µm
net526,93.12µm
_01550_,93.06µm
_03397_,93.05µm
net327,92.745µm
_01197_,92.74µm
_03400_,92.67µm
_04234_,92.66µm
_00994_,92.6µm
_04293_,92.48µm
_04549_,92.48µm
_02788_,92.37µm
_01795_,92.24µm
net429,92.09µm
_00671_,91.8µm
net313,91.79µm
_03015_,91.58µm
_01640_,91.54µm
_10676_,91.52µm
_10169_,91.42µm
_01064_,91.36µm
net416,91.32µm
_05138_,91.22µm
net467,91.15µm
_10615_,91.06µm
_03721_,90.875µm
_01731_,90.87µm
net432,90.79µm
_01728_,90.74µm
net28,90.5µm
_03048_,90.46µm
_04244_,90.38µm
_04126_,90.32µm
_03307_,90.3µm
_06325_,90.22µm
_02598_,90.08µm
net160,90.08µm
net533,90.08µm
net101,90µm
_06321_,89.96µm
_01258_,89.9µm
_02799_,89.84µm
net394,89.59µm
_00213_,89.58µm
_06171_,89.545µm
_03129_,89.1µm
_05330_,88.98µm
_05865_,88.9µm
_03369_,88.8µm
_03091_,88.74µm
_01027_,88.64µm
_01397_,88.44µm
net303,88.44µm
net567,88.375µm
_01051_,88.34µm
_06382_,88.28µm
_08820_,88.27µm
_02272_,88.18µm
_05408_,88.125µm
_04441_,87.96µm
_01470_,87.955µm
_07535_,87.81µm
_03468_,87.72µm
_04381_,87.64µm
_04665_,87.52µm
_05612_,87.52µm
_04278_,87.5µm
_04989_,87.48µm
_01529_,87.44µm
_02437_,86.9µm
_01285_,86.78µm
net314,86.56µm
_06975_,86.5µm
_03053_,86.38µm
_01802_,86.28µm
_02247_,86.24µm
_05294_,86.12µm
_03923_,85.89µm
net315,85.82µm
net472,85.71µm
net256,85.54µm
_03743_,85.26µm
_08781_,85.26µm
_07516_,85.14µm
_04623_,85.02µm
_03100_,85.01µm
net530,84.85µm
_02497_,84.72µm
_04299_,84.6µm
_01455_,84.5µm
_06976_,84.46µm
_04281_,84.42µm
_06197_,84.35µm
_04400_,84.28µm
_07253_,84.16µm
_00036_,83.98µm
_02483_,83.98µm
_01559_,83.86µm
_02923_,83.86µm
_06529_,83.79µm
_06238_,83.78µm
_03188_,83.62µm
_04245_,83.58µm
_02439_,83.4µm
_06067_,83.31µm
_00938_,83.18µm
net550,83.065µm
net104,82.88µm
_02789_,82.705µm
net295,82.55µm
_03389_,82.5µm
net236,82.38µm
net186,82.12µm
_01540_,81.92µm
_02656_,81.88µm
_08886_,81.8µm
_10234_,81.79µm
_05921_,81.78µm
net21,81.78µm
_07360_,81.68µm
_03488_,81.67µm
_03774_,81.42µm
net471,81.36µm
_01545_,81.34µm
_09839_,81.34µm
_09631_,81.18µm
net555,81.18µm
_00480_,80.9µm
_01382_,80.68µm
_03576_,80.52µm
_01813_,80.42µm
net542,80.42µm
_10372_,80.32µm
_11181_,80.24µm
_03416_,80.12µm
net374,80.04µm
_03704_,80.02µm
_00783_,79.81µm
_03244_,79.52µm
_06981_,79.4µm
_03399_,79.3µm
_10644_,79.3µm
_01477_,79.28µm
_10514_,79.06µm
_03417_,79µm
_03807_,78.94µm
_03312_,78.9µm
_09613_,78.62µm
_10008_,78.5µm
_04687_,78.4µm
_10647_,78.36µm
_05284_,78.32µm
_09901_,78.14µm
_03373_,78.08µm
net285,78.02µm
_01108_,77.88µm
_04478_,77.87µm
net184,77.76µm
_08064_,77.74µm
_10745_,77.74µm
_00917_,77.69µm
_01178_,77.44µm
_03614_,77.24µm
_06320_,77.18µm
net322,77.16µm
_07524_,77.08µm
_04283_,77.06µm
_04412_,77.04µm
net187,76.98µm
_06479_,76.95µm
_08461_,76.9µm
net102,76.9µm
_02758_,76.86µm
_05315_,76.82µm
net181,76.82µm
_07745_,76.66µm
_10902_,76.66µm
_04521_,76.57µm
_09524_,76.56µm
_03281_,76.5µm
_03707_,76.32µm
_04614_,76.26µm
_03458_,76.24µm
_03318_,76.02µm
_04469_,75.995µm
_04543_,75.94µm
_06201_,75.9µm
net559,75.67µm
_05307_,75.64µm
_08359_,75.6µm
_04099_,75.54µm
_06010_,75.52µm
net413,75.46µm
_01709_,75.41µm
net388,75.36µm
_06530_,75.26µm
_03795_,75.22µm
_08844_,75.22µm
_03600_,75.2µm
_01053_,75.16µm
_08110_,74.89µm
net325,74.86µm
net427,74.79µm
_03032_,74.4µm
net193,74.32µm
_00539_,74.22µm
_08328_,74.22µm
_03039_,74.18µm
_04879_,74.12µm
_02636_,74.08µm
_06687_,74.04µm
_04710_,73.95µm
net428,73.91µm
_04424_,73.54µm
_09240_,73.52µm
_03066_,73.5µm
_06216_,73.48µm
_03579_,73.44µm
_01660_,73.4µm
_00999_,73.38µm
_04253_,73.36µm
_05137_,73.28µm
_04240_,73.27µm
_06332_,73.24µm
_04621_,73.14µm
_04276_,73.11µm
_06806_,73.1µm
_06323_,72.96µm
_06225_,72.88µm
_07811_,72.84µm
_01106_,72.78µm
_01740_,72.68µm
_02795_,72.64µm
_08161_,72.57µm
_03408_,72.56µm
_00270_,72.46µm
_01890_,72.46µm
_03249_,72.45µm
_08480_,72.39µm
_01502_,72.32µm
_01360_,72.26µm
_01071_,72.1µm
_06014_,72.08µm
_04985_,72.06µm
_11085_,72.06µm
_09423_,72.02µm
_06439_,71.9µm
_03605_,71.77µm
_02098_,71.57µm
_03216_,71.56µm
_07484_,71.5µm
_02369_,71.37µm
_09456_,71.32µm
_08234_,71.3µm
net123,71.24µm
_02113_,71.16µm
net409,71.12µm
_05719_,71.115µm
_06451_,71.08µm
net182,70.98µm
_04262_,70.94µm
_07350_,70.94µm
_02555_,70.88µm
_07888_,70.84µm
_04802_,70.68µm
_04256_,70.64µm
_05691_,70.58µm
_08094_,70.42µm
_06422_,70.4µm
_10996_,70.16µm
_09089_,70.14µm
_07199_,70.12µm
_07933_,70.12µm
_04446_,70.08µm
_09487_,70.08µm
_03404_,69.96µm
_05309_,69.91µm
_01589_,69.62µm
_10995_,69.46µm
_02255_,69.39µm
_09932_,69.22µm
_03781_,69.12µm
_03842_,69.1µm
_06274_,69.06µm
_04332_,69.02µm
_02583_,68.895µm
_10689_,68.8µm
_00950_,68.78µm
_05407_,68.74µm
_10478_,68.72µm
net277,68.67µm
net475,68.6µm
_01539_,68.58µm
_05029_,68.56µm
_09429_,68.54µm
_05296_,68.48µm
_03086_,68.46µm
_02642_,68.42µm
_10640_,68.42µm
_00393_,68.4µm
_04309_,68.34µm
_04295_,68.28µm
_02481_,67.98µm
_04518_,67.98µm
_04232_,67.88µm
_06534_,67.82µm
_03125_,67.8µm
_05066_,67.8µm
_07315_,67.485µm
_09610_,67.28µm
_02231_,67.18µm
_07536_,67.18µm
_01449_,67.04µm
_02618_,67µm
_05144_,67µm
net292,66.96µm
_02399_,66.83µm
_01503_,66.74µm
_10681_,66.62µm
_03396_,66.6µm
_08652_,66.45µm
_05127_,66.28µm
_07779_,66.28µm
net283,66.19µm
_03168_,66.12µm
_00397_,66.1µm
_01510_,66.08µm
_08648_,66.04µm
_02778_,65.84µm
_03367_,65.84µm
_02617_,65.82µm
_03629_,65.71µm
_10033_,65.7µm
_03599_,65.6µm
net547,65.48µm
net482,65.24µm
_00674_,65.14µm
_01530_,65.1µm
_06090_,65.02µm
_07359_,64.955µm
_01413_,64.94µm
_03366_,64.76µm
_00194_,64.64µm
net399,64.56µm
_08684_,64.54µm
_06836_,64.52µm
_08124_,64.36µm
_06784_,64.35µm
net278,64.32µm
_08136_,64.22µm
_10954_,64.16µm
_07672_,64.08µm
_09611_,64.05µm
_04254_,64.03µm
_02258_,63.96µm
_05626_,63.92µm
_02613_,63.78µm
_05327_,63.72µm
_02388_,63.665µm
_02619_,63.6µm
_01659_,63.5µm
_08092_,63.5µm
_04380_,63.48µm
_02117_,63.44µm
_07686_,63.44µm
_00363_,63.4µm
_04379_,63.4µm
_07388_,63.4µm
_00265_,63.38µm
_05243_,63.38µm
_02817_,63.34µm
_05329_,63.34µm
_00404_,63.32µm
_03347_,63.32µm
_09750_,63.24µm
_10696_,63.22µm
_01555_,63.18µm
_04912_,63.08µm
_04298_,62.94µm
net433,62.94µm
_01028_,62.86µm
_04015_,62.84µm
net11,62.82µm
_10367_,62.7µm
_04285_,62.68µm
_01414_,62.58µm
_04808_,62.54µm
_02139_,62.53µm
net188,62.52µm
_01461_,62.44µm
_06401_,62.44µm
_03099_,62.26µm
_07249_,62.14µm
_03610_,61.88µm
_06986_,61.86µm
_08943_,61.84µm
net300,61.84µm
_07228_,61.8µm
_06875_,61.625µm
_07780_,61.45µm
_04497_,61.42µm
_08459_,61.4µm
_05715_,61.12µm
_08239_,61.1µm
_04810_,61.055µm
_08128_,60.94µm
_10065_,60.86µm
_01879_,60.84µm
_02808_,60.82µm
_09092_,60.815µm
_06374_,60.74µm
net301,60.68µm
net443,60.62µm
_04774_,60.54µm
net192,60.54µm
_03379_,60.5µm
_04494_,60.49µm
_00046_,60.48µm
_03880_,60.35µm
_07080_,60.32µm
_04534_,59.96µm
net276,59.94µm
_11156_,59.9µm
_07702_,59.83µm
_01881_,59.78µm
_06615_,59.73µm
_03258_,59.48µm
net275,59.32µm
_09866_,59.3µm
_02131_,59.24µm
_06076_,59.22µm
_04569_,59.19µm
_05710_,59.08µm
_04676_,59.06µm
_10631_,58.9µm
_01068_,58.86µm
_02106_,58.82µm
_07952_,58.74µm
_03595_,58.56µm
_08990_,58.475µm
_06829_,58.44µm
_02809_,58.4µm
_04601_,58.4µm
_09191_,58.38µm
_06614_,58.34µm
_01362_,58.32µm
_05286_,58.32µm
_02034_,58.28µm
_06002_,58.22µm
_04787_,58.12µm
_09168_,58.12µm
_06341_,58.02µm
_10264_,57.98µm
_02511_,57.94µm
_11152_,57.88µm
_02488_,57.78µm
_02765_,57.62µm
