net,length_um
net16,194.41µm
net281,194.3µm
net229,194.22µm
_03026_,193.8µm
net236,193.8µm
_06587_,193.44µm
_05826_,193.01µm
net367,192.735µm
net533,192.7µm
_02905_,192.63µm
net20,192.26µm
net71,191.94µm
net21,191.8µm
input_data[28],191.66µm
_09007_,191.22µm
net496,190.55µm
_10311_,190.54µm
_06317_,190.015µm
net506,189.33µm
net457,188.96µm
net501,188.63µm
net91,188.57µm
input_data[226],188.56µm
_03957_,188.54µm
input_data[227],188.14µm
_01814_,188.04µm
_01146_,187.66µm
net95,187.53µm
net93,187.14µm
_08311_,186.86µm
net430,186.84µm
net306,186.52µm
net440,186.06µm
input_data[42],186.05µm
_05556_,185.885µm
_04659_,185.88µm
_01573_,185.65µm
output_high[0],185.63µm
net212,185.4µm
_04305_,185.31µm
_09777_,185.02µm
net29,184.58µm
net52,184.58µm
_00644_,184.32µm
input_data[206],183.97µm
net376,183.41µm
_05611_,182.9µm
_04472_,182.67µm
output_high[14],182.55µm
clknet_1_1__leaf_clk,182.28µm
_08578_,181.8µm
_01447_,181.75µm
input_data[230],181.32µm
net161,181.09µm
input_data[26],180.76µm
net249,180.59µm
_07283_,180.58µm
_01658_,180.12µm
_06644_,179.855µm
net94,179.615µm
net554,179.37µm
_04225_,179.095µm
_02634_,178.9µm
net197,178.89µm
net372,178.785µm
net230,178.68µm
net514,178.555µm
_03595_,178.37µm
net263,178.18µm
net508,178.01µm
_00884_,177.98µm
net384,177.97µm
net287,177.8µm
_04233_,177.3µm
_08918_,177.22µm
net262,177.16µm
_04445_,177.07µm
_04375_,176.62µm
net49,176.3µm
_09207_,176.295µm
net348,176.29µm
net164,175.83µm
net231,174.48µm
net528,174.39µm
_02715_,174.33µm
net72,173.9µm
input_data[224],173.8µm
input_data[25],173.66µm
net92,173.56µm
input_data[41],173.06µm
_04862_,172.87µm
_01401_,172.17µm
_00842_,172.16µm
net275,171.665µm
_09684_,170.9µm
_01204_,170.67µm
net435,170.635µm
_07850_,170.57µm
net398,169.85µm
net253,169.545µm
input_data[24],169.13µm
net544,168.765µm
net300,168.11µm
_00668_,167.98µm
_10840_,167.32µm
_07602_,166.96µm
_02986_,166.69µm
_06976_,166.36µm
net411,166.11µm
_00637_,166µm
_10644_,166µm
_10964_,165.74µm
_03855_,165.61µm
input_data[30],165.58µm
net96,165.56µm
_03843_,163.94µm
net359,163.76µm
_08357_,163.74µm
_03779_,163.68µm
net196,163.67µm
_10372_,163.17µm
_09229_,163.03µm
output_high[1],162.99µm
net453,162.52µm
net363,162.48µm
_04358_,162.28µm
net428,161.805µm
_03922_,161.54µm
_03961_,161.34µm
_02439_,161.33µm
_04706_,161.21µm
_06164_,161.16µm
_01613_,160.94µm
net30,160.77µm
_04565_,160.58µm
_09359_,160.24µm
_07886_,160.21µm
_00691_,160.2µm
_10689_,160.18µm
_07195_,160.14µm
net516,160.07µm
_02805_,160.035µm
net219,159.99µm
net477,159.82µm
_10851_,159.7µm
net401,159.46µm
_07249_,159.43µm
net183,159.14µm
net66,159.06µm
net235,158.87µm
_06076_,158.82µm
_04487_,158.5µm
net59,158.22µm
_06175_,157.96µm
net80,157.85µm
net531,157.1µm
_05033_,156.97µm
_02923_,156.485µm
net493,155.94µm
output_high[13],155.71µm
net499,155.6µm
_06502_,155.425µm
net48,155.35µm
_05277_,154.94µm
_07104_,154.88µm
input_data[32],154.46µm
_04354_,154.195µm
_03435_,153.9µm
_03389_,153.86µm
_00093_,153.65µm
input_data[37],153.63µm
_02939_,153.3µm
input_data[46],153.06µm
net517,152.94µm
_03266_,152.87µm
net232,152.86µm
_05317_,152.67µm
_06436_,152.58µm
_01794_,152.435µm
_10562_,152.02µm
_09757_,151.78µm
input_data[36],151.47µm
net521,151.27µm
_03881_,150.9µm
_03890_,150.69µm
net432,150.58µm
input_data[35],150.2µm
_09293_,150.18µm
_03227_,149.81µm
_05274_,149.38µm
input_data[38],148.96µm
_01143_,148.63µm
net255,148.44µm
input_data[34],148.14µm
net268,147.88µm
_10376_,147.47µm
_08521_,147.39µm
input_data[75],146.52µm
_00745_,146.4µm
_10448_,146.34µm
net47,146.34µm
_03192_,146.165µm
net417,145.88µm
net267,145.865µm
net51,145.62µm
net276,145.34µm
_06213_,145.1µm
_02758_,144.74µm
net149,144.68µm
_04376_,144.59µm
_02958_,144.58µm
_01477_,144.4µm
net527,144.38µm
_07747_,144.08µm
_06150_,144.06µm
input_data[172],143.74µm
_07357_,143.7µm
_04396_,143.36µm
net375,143µm
net182,142.73µm
input_data[173],142.5µm
_08348_,142.47µm
_04661_,142.26µm
input_data[73],142.24µm
_09687_,142.13µm
_03373_,141.63µm
net294,141.6µm
_00583_,141.14µm
_09091_,141.09µm
net234,140.92µm
input_data[40],140.87µm
_09634_,140.66µm
input_data[171],140.6µm
net233,140.28µm
_06937_,140.1µm
input_data[163],140.06µm
_10646_,139.88µm
_02971_,139.66µm
_07731_,139.58µm
output_high[2],139.15µm
_09901_,139.03µm
_06256_,138.54µm
net452,138.28µm
input_data[43],138.04µm
_01813_,137.72µm
net274,136.72µm
_01614_,136.32µm
net298,136.02µm
input_data[166],136.01µm
input_data[45],135.96µm
_05083_,135.91µm
_00467_,135.86µm
input_data[69],135.86µm
input_data[167],135.8µm
_04434_,135.73µm
net84,135.69µm
input_data[72],135.68µm
net140,135.56µm
net543,135.37µm
_04677_,135.34µm
input_data[181],135.1µm
net459,134.94µm
_09564_,134.62µm
_04750_,134.32µm
net145,134.23µm
net364,134.12µm
_01577_,133.8µm
input_data[48],133.78µm
input_data[165],133.76µm
_11054_,133.69µm
net4,133.51µm
_02566_,133.45µm
net32,133.31µm
net429,133.1µm
_08652_,133.05µm
input_data[76],133.02µm
_02130_,132.86µm
net391,132.66µm
input_data[161],132.38µm
_02894_,131.94µm
_07672_,131.93µm
output_high[12],131.75µm
net60,131.62µm
_03873_,131.6µm
_10845_,131.38µm
input_data[71],131.38µm
net369,131.37µm
input_data[174],131.23µm
input_data[203],131.22µm
_09086_,131.19µm
input_data[101],130.735µm
_04908_,130.68µm
input_data[175],130.22µm
_05278_,130.19µm
net250,130.04µm
_04665_,129.705µm
_03851_,129.51µm
net421,129.46µm
input_data[70],129.27µm
net403,129.145µm
input_data[180],129.04µm
input_data[100],128.74µm
_01177_,128.44µm
input_data[66],127.94µm
input_data[179],127.9µm
_03094_,127.86µm
net422,127.59µm
_07863_,127.52µm
input_data[39],127.52µm
net446,127.46µm
net261,127.445µm
input_data[103],127.34µm
input_data[68],127.3µm
input_data[177],126.66µm
input_data[169],126.48µm
net399,126.465µm
input_data[47],126.13µm
input_data[164],125.44µm
input_data[170],125.22µm
input_data[49],125.06µm
input_data[176],124.98µm
net251,124.03µm
_07696_,123.65µm
input_data[97],123.64µm
_06239_,123.62µm
input_data[77],123.58µm
_04014_,123.53µm
net520,123.53µm
_01333_,123.51µm
_06491_,123.44µm
input_data[124],123.44µm
_00919_,123.42µm
input_data[99],123.32µm
net121,123.005µm
net437,122.995µm
_04621_,122.905µm
_07862_,122.86µm
input_data[204],122.74µm
net252,122.72µm
_06010_,122.715µm
net346,122.57µm
input_data[185],122.46µm
_06011_,122.36µm
input_data[96],122.36µm
_01079_,122.12µm
net63,121.84µm
input_data[98],121.78µm
input_data[125],121.62µm
input_data[162],121.58µm
input_data[205],121.57µm
input_data[44],121.57µm
_10458_,121.43µm
_06704_,121.35µm
_05318_,121.275µm
input_data[182],121.22µm
input_data[67],121.06µm
input_data[94],121.06µm
input_data[168],120.98µm
_01616_,120.68µm
net344,120.54µm
_05654_,120.46µm
input_data[183],120.335µm
_06019_,120.24µm
input_data[116],120.2µm
_05061_,120.15µm
_11122_,119.82µm
net324,119.46µm
input_data[178],119.4µm
input_data[74],119.38µm
_00938_,118.97µm
input_data[102],118.86µm
net390,118.85µm
input_data[54],118.84µm
net152,118.77µm
input_data[64],118.7µm
_00389_,118.62µm
net365,118.47µm
input_data[65],118.32µm
_03027_,118.27µm
_01704_,118.22µm
input_data[52],118.22µm
input_data[159],118.13µm
input_data[104],117.78µm
_00895_,117.77µm
input_data[160],117.76µm
output_high[3],117.55µm
input_data[57],117.5µm
input_data[188],117.3µm
input_data[105],117.2µm
_08314_,117.18µm
_04478_,117.15µm
input_data[187],117.1µm
input_data[155],117µm
_09613_,116.9µm
input_data[80],116.9µm
output_high[11],116.79µm
net408,116.73µm
net448,116.63µm
input_data[60],116.52µm
input_data[58],116.48µm
input_data[121],116.42µm
input_data[95],116.36µm
_01178_,116.32µm
_03015_,116.16µm
net394,116.115µm
input_data[51],116.1µm
input_data[112],116.04µm
_11055_,115.97µm
net302,115.95µm
_01731_,115.94µm
input_data[53],115.92µm
input_data[111],115.9µm
input_data[145],115.88µm
input_data[115],115.64µm
input_data[50],115.62µm
input_data[189],115.56µm
net492,115.36µm
input_data[87],115.2µm
_00815_,115.16µm
input_data[126],115.16µm
_03252_,115.06µm
_06604_,115.04µm
_03269_,114.92µm
_02345_,114.86µm
input_data[117],114.86µm
input_data[184],114.64µm
_07216_,114.58µm
input_data[61],114.2µm
net473,114.2µm
_08648_,114.1µm
net467,114.09µm
input_data[118],113.98µm
_02086_,113.92µm
_08128_,113.9µm
input_data[82],113.72µm
net393,113.63µm
_04065_,113.58µm
_06128_,113.57µm
net292,113.535µm
net213,113.42µm
input_data[201],113.4µm
input_data[78],113.38µm
input_data[85],113.26µm
input_data[198],113.18µm
input_data[110],113.12µm
net299,112.98µm
input_data[113],112.94µm
input_data[122],112.8µm
_05678_,112.66µm
net350,112.49µm
input_data[119],112.42µm
input_data[202],112.34µm
_10827_,112.2µm
input_data[146],111.86µm
input_data[84],111.78µm
net151,111.76µm
_01449_,111.7µm
input_data[55],111.66µm
input_data[109],111.62µm
input_data[120],111.62µm
input_data[195],111.6µm
input_data[83],111.58µm
input_data[106],111.56µm
input_data[138],111.52µm
input_data[199],111.44µm
net436,111.39µm
_07358_,111.35µm
input_data[81],111.04µm
input_data[158],111.02µm
_08769_,110.97µm
_04643_,110.935µm
_10639_,110.87µm
input_data[88],110.71µm
input_data[128],110.66µm
input_data[62],110.64µm
input_data[190],110.6µm
input_data[93],110.58µm
_05719_,110.55µm
input_data[152],110.54µm
net405,110.52µm
net431,110.49µm
input_data[91],110.18µm
input_data[59],109.96µm
_05363_,109.88µm
_01461_,109.85µm
_09690_,109.8µm
input_data[132],109.72µm
input_data[142],109.66µm
net507,109.63µm
input_data[129],109.48µm
net335,109.41µm
input_data[86],109.16µm
_08502_,109µm
_01199_,108.99µm
_06276_,108.89µm
net497,108.78µm
input_data[186],108.76µm
input_data[90],108.3µm
input_data[133],108.28µm
net122,108.23µm
_10568_,108.22µm
_02991_,108.16µm
input_data[200],108.14µm
net462,108.12µm
input_data[137],108.02µm
input_data[154],107.82µm
_02568_,107.79µm
input_data[114],107.76µm
_03304_,107.73µm
_03319_,107.7µm
_05638_,107.6µm
_02883_,107.505µm
input_data[153],107.44µm
input_data[148],107.36µm
input_data[92],107.34µm
tap[0],107.34µm
_08844_,107.26µm
input_data[135],106.94µm
input_data[108],106.88µm
_05243_,106.83µm
input_data[56],106.8µm
_01510_,106.72µm
_04910_,106.68µm
net472,106.52µm
net549,106.475µm
input_data[140],106.44µm
input_data[192],106.44µm
input_data[131],106.36µm
input_data[144],106.34µm
tap[1],106.18µm
input_data[134],106.04µm
input_data[143],106µm
_07968_,105.98µm
_06705_,105.935µm
_09108_,105.88µm
input_data[156],105.72µm
net352,105.66µm
net475,105.61µm
input_data[157],105.58µm
input_data[107],105.54µm
input_data[139],105.54µm
input_data[194],105.54µm
net388,105.43µm
_02584_,105.36µm
input_data[197],105.32µm
net340,105.26µm
_05702_,104.82µm
input_data[150],104.78µm
_07471_,104.7µm
input_data[89],104.64µm
input_data[151],104.34µm
input_data[141],104.16µm
net505,104.06µm
_09027_,104µm
_04296_,103.98µm
_08133_,103.975µm
net327,103.95µm
net74,103.92µm
net273,103.81µm
input_data[136],103.64µm
net193,103.495µm
net443,103.285µm
_04543_,103.25µm
input_data[123],103.24µm
input_data[193],103.24µm
output_high[5],103.23µm
_04061_,103.02µm
_02192_,102.91µm
net450,102.86µm
net305,102.85µm
tap[3],102.82µm
_09524_,102.61µm
_08480_,102.59µm
net511,102.43µm
_01559_,102.405µm
input_data[130],102.36µm
_07048_,102.34µm
input_data[149],102.02µm
net434,101.62µm
input_data[147],101.44µm
_06856_,101.4µm
_08237_,101.38µm
_06605_,101.32µm
net272,101.27µm
_07353_,101.26µm
tap[2],101.24µm
net416,101.15µm
_08317_,101.1µm
_10037_,101.08µm
output_high[10],101.07µm
net361,100.95µm
_04274_,100.86µm
net444,100.84µm
net368,100.76µm
_10992_,100.54µm
output_high[4],100.51µm
output_high[6],100.51µm
output_high[8],100.51µm
_03395_,100.425µm
output_high[9],100.39µm
output_high[7],100.17µm
_00998_,99.72µm
_03086_,99.65µm
_10546_,99.6µm
input_data[196],99.4µm
_10234_,99.34µm
_03818_,99.29µm
_03064_,99.26µm
net338,99.175µm
net461,99.11µm
_08190_,99.1µm
_05344_,99.02µm
net214,98.88µm
net402,98.72µm
_02938_,98.65µm
_02677_,98.42µm
net349,98.42µm
net285,98.37µm
net420,98.36µm
net266,98.14µm
_09016_,98.125µm
_07969_,98.04µm
net464,98.02µm
_01529_,97.84µm
_01071_,97.46µm
_05346_,97.3µm
_02960_,97.14µm
net247,96.88µm
net426,96.88µm
net303,96.47µm
net362,96.22µm
net438,96.13µm
_07950_,95.72µm
_02872_,95.67µm
_01589_,95.43µm
_06984_,95.34µm
net381,95.02µm
_02615_,94.98µm
_00367_,94.84µm
net526,94.63µm
_10761_,94.52µm
_00472_,93.96µm
_00932_,93.76µm
_05827_,93.48µm
net142,93.46µm
net519,93.45µm
net413,93.32µm
net165,93.3µm
_02611_,93.27µm
_00634_,93.24µm
net545,93.065µm
_03090_,93µm
_03391_,92.99µm
_10615_,92.94µm
net441,91.675µm
_10033_,91.67µm
net425,91.6µm
net456,91.56µm
net379,91.55µm
net123,91.46µm
_04382_,91.36µm
_00270_,91.28µm
_10063_,91.28µm
net551,91.19µm
_02594_,90.94µm
_05073_,90.84µm
_04246_,90.67µm
net194,90.28µm
_00924_,90.24µm
_01455_,90µm
_00363_,89.94µm
_04284_,89.83µm
net177,89.805µm
_09029_,89.72µm
_05066_,89.62µm
_00654_,89.56µm
net525,89.55µm
net356,89.4µm
net341,89.28µm
net332,89.26µm
_11138_,89.24µm
_03129_,89.23µm
_04991_,89.19µm
net343,89.055µm
_01020_,88.96µm
net424,88.68µm
net476,88.63µm
net333,88.54µm
_00016_,88.52µm
_10091_,88.35µm
net374,88.26µm
net385,88.17µm
net76,87.96µm
_07945_,87.9µm
net468,87.83µm
net439,87.82µm
_09318_,87.7µm
_03053_,87.68µm
net513,87.58µm
_03244_,87.4µm
net357,87.22µm
_09369_,87.16µm
_10557_,87.1µm
_09509_,87.06µm
net539,87.01µm
net397,86.88µm
_00699_,86.78µm
_01801_,86.72µm
net321,86.56µm
_09496_,86.44µm
_05787_,86.42µm
net10,86.25µm
_08130_,86.2µm
_04162_,85.78µm
net466,85.69µm
_01375_,85.385µm
_04380_,85.36µm
_00251_,85.26µm
_08191_,85.22µm
_00826_,85.18µm
_01074_,85.16µm
_01366_,85.08µm
_07536_,84.96µm
_10947_,84.77µm
_04632_,84.74µm
net409,84.7µm
_10169_,84.6µm
_02630_,84.56µm
_04069_,84.48µm
_08702_,84.33µm
_01488_,84.3µm
_04229_,84.15µm
_01172_,84.14µm
_02231_,84.14µm
_02595_,84.045µm
net75,83.96µm
_03417_,83.87µm
_02804_,83.79µm
net485,83.47µm
_09124_,83.36µm
_03393_,83.31µm
_01051_,83.18µm
_02964_,83.18µm
_10030_,82.99µm
_03288_,82.98µm
_03666_,82.9µm
_04281_,82.79µm
_05612_,82.62µm
_02599_,82.575µm
_10157_,82.56µm
net482,82.44µm
clknet_1_0__leaf_clk,82.39µm
net290,82.37µm
_00834_,82.16µm
_04299_,81.625µm
_03099_,81.48µm
net78,81.3µm
net189,81.28µm
net360,81.26µm
net61,81.16µm
net470,81.09µm
net301,80.96µm
net538,80.88µm
net471,80.83µm
net412,80.8µm
_04378_,80.55µm
net323,80.53µm
_02850_,80.46µm
net474,80.325µm
_04015_,80.3µm
_05111_,80µm
_03410_,79.94µm
_00414_,79.5µm
_01703_,79.48µm
_03392_,78.95µm
_01310_,78.89µm
_02542_,78.81µm
net378,78.8µm
_03628_,78.66µm
_05357_,78.6µm
_03355_,78.48µm
_00960_,78.38µm
_04157_,78.37µm
_01027_,78.24µm
net480,78.2µm
_07484_,78.055µm
net319,78.055µm
_03103_,77.76µm
net154,77.68µm
_00674_,77.48µm
net515,77.38µm
_03106_,77.34µm
_03301_,77.26µm
net523,77.23µm
_03307_,77.08µm
net442,76.9µm
net382,76.76µm
_01707_,76.64µm
_02583_,76.6µm
net103,76.42µm
net195,76.26µm
_06687_,76.24µm
_06953_,76.24µm
_01900_,76.06µm
_04953_,75.9µm
_03144_,75.6µm
net419,75.54µm
_08434_,75.47µm
_04470_,75.46µm
net510,75.44µm
_02589_,75.42µm
_02272_,75.38µm
_02928_,75.28µm
_01890_,75.16µm
_01145_,74.98µm
_04549_,74.92µm
_01258_,74.82µm
net447,74.68µm
_10039_,74.6µm
_06686_,74.5µm
_09089_,74.39µm
net173,74.18µm
_03367_,74.1µm
_10905_,74.08µm
_05330_,73.975µm
_07770_,73.96µm
_08132_,73.94µm
_01612_,73.76µm
_05327_,73.755µm
net495,73.46µm
_04400_,73.43µm
net479,73.4µm
_06530_,73.24µm
_02943_,73.1µm
_04276_,73.05µm
_05360_,73.01µm
net128,73µm
_10996_,72.9µm
_07888_,72.8µm
net293,72.78µm
_03225_,72.76µm
_06238_,72.56µm
_01064_,72.36µm
_08147_,72.215µm
_08781_,72.2µm
_02802_,71.99µm
net167,71.89µm
_03298_,71.84µm
_04757_,71.64µm
_06525_,71.54µm
_06500_,71.44µm
net337,71.43µm
_10995_,71.31µm
_00681_,71.3µm
_04289_,71.29µm
_09133_,71.1µm
_00959_,71.08µm
_05776_,70.76µm
_07326_,70.75µm
net377,70.66µm
net185,70.62µm
_05275_,70.61µm
_01414_,70.54µm
_04279_,70.52µm
net454,70.43µm
_04988_,70.38µm
net258,70.28µm
_04469_,70.2µm
_03331_,70.09µm
_04954_,70.08µm
_04424_,70.04µm
_00817_,69.88µm
net383,69.865µm
_01028_,69.8µm
net423,69.77µm
_00046_,69.76µm
_03318_,69.74µm
_01706_,69.72µm
_02794_,69.54µm
_02604_,69.41µm
_06529_,69.315µm
_04912_,69.24µm
_02311_,69.2µm
_06770_,69.1µm
_08192_,68.92µm
net175,68.92µm
_10588_,68.72µm
net315,68.72µm
_03059_,68.62µm
_05171_,68.46µm
net206,68.44µm
_04832_,68.38µm
_03326_,68.32µm
_02483_,68.2µm
_04126_,68.1µm
net104,68.06µm
_08135_,68.05µm
_05142_,68.005µm
_01544_,67.88µm
_03320_,67.84µm
_04115_,67.76µm
_01320_,67.72µm
_00128_,67.7µm
_01640_,67.66µm
_03971_,67.62µm
_02654_,67.44µm
_04444_,67.14µm
_02661_,67.08µm
net110,67.04µm
_05353_,66.93µm
_04020_,66.92µm
_10215_,66.86µm
_09500_,66.78µm
_00584_,66.71µm
net353,66.64µm
_03614_,66.465µm
_08513_,66.46µm
_00094_,66.36µm
_05714_,66.19µm
_03983_,66.18µm
_01795_,66.12µm
_00891_,65.9µm
_09828_,65.66µm
_09367_,65.64µm
_09498_,65.6µm
_06684_,65.48µm
net395,65.48µm
_03743_,65.475µm
net311,65.47µm
_00603_,65.42µm
net548,65.4µm
_02117_,65.28µm
_07535_,65.22µm
net449,65.18µm
_03358_,65µm
_03125_,64.95µm
net491,64.93µm
_04774_,64.9µm
_02612_,64.835µm
_03066_,64.82µm
_04989_,64.8µm
_04244_,64.64µm
_05671_,64.56µm
_00888_,64.52µm
_09368_,64.52µm
_04254_,64.51µm
_03781_,64.35µm
net168,64.29µm
net489,64.24µm
_03182_,64.19µm
_06673_,64.12µm
_07537_,64.08µm
net192,63.81µm
_10705_,63.46µm
_09504_,63.3µm
_02188_,63.24µm
_00213_,63.18µm
_05139_,63.18µm
net458,63.16µm
_10599_,63.14µm
_05304_,63µm
net483,62.98µm
_10406_,62.92µm
_02808_,62.53µm
_03091_,62.28µm
net481,62.235µm
net129,62.19µm
_05408_,62.135µm
