net,length_um
net24,168.5µm
_06014_,168.46µm
net356,168.255µm
_00891_,168.08µm
net564,167.94µm
_11065_,167.9µm
_08073_,167.84µm
_02532_,167.77µm
_05691_,167.62µm
_03112_,167.54µm
net247,167.54µm
net460,167.425µm
_04677_,167.3µm
_04888_,167.16µm
_05284_,166.06µm
_00007_,165.78µm
net278,165.655µm
net456,165.31µm
_02943_,165.2µm
net320,165.2µm
net267,164.88µm
_05294_,164.76µm
_06238_,164.68µm
net579,164.08µm
_10558_,164.04µm
net289,163.71µm
_05330_,163.58µm
_02805_,163.38µm
_05357_,163.18µm
net580,162.77µm
_04613_,162.32µm
net475,162.22µm
_08648_,161.66µm
_04521_,161.38µm
net505,161.26µm
net305,161.19µm
_09578_,161.1µm
_07145_,161.02µm
_01795_,160.94µm
_02388_,160.905µm
net476,160.78µm
_06820_,160.42µm
_00194_,160.32µm
_03142_,160.3µm
_04838_,160.28µm
net22,160.28µm
_04687_,160.26µm
net417,160.07µm
_08330_,159.8µm
net418,159.58µm
_00834_,159.42µm
_06260_,159.3µm
_01928_,159.26µm
net413,159.06µm
_01285_,158.84µm
_06686_,158.67µm
_04358_,158.39µm
net550,158.3µm
_01528_,158.12µm
_04279_,157.88µm
net328,157.68µm
net439,157.64µm
_01569_,157.34µm
net562,157.03µm
_00958_,156.64µm
_01423_,156.6µm
_01802_,156.36µm
_04354_,156.22µm
net414,155.64µm
_01709_,155.62µm
_03027_,155.33µm
net570,155.14µm
_09603_,155.12µm
_03387_,155.1µm
net428,155.02µm
_09757_,154.94µm
_04525_,154.84µm
_09777_,154.66µm
_02541_,154.2µm
_10266_,154.1µm
_00010_,153.88µm
_09605_,153.84µm
net398,153.42µm
_02850_,153.12µm
_04908_,153.08µm
_08161_,153.04µm
_02991_,152.9µm
_02439_,152.74µm
_04311_,152.7µm
_07524_,152.46µm
_04246_,152.38µm
net161,152.28µm
_00006_,152.26µm
_01414_,151.84µm
_04281_,151.82µm
_02130_,151.815µm
net276,151.8µm
_05765_,151.72µm
_03595_,151.58µm
net364,151.5µm
_01053_,151.16µm
_00819_,150.98µm
_02497_,150.74µm
net506,150.15µm
_05828_,150.12µm
_02598_,149.66µm
_05315_,149.62µm
net481,149.56µm
net268,149.28µm
_02589_,149.14µm
_10033_,149.08µm
_06067_,149.06µm
_04614_,148.63µm
net422,148.39µm
_04233_,148.2µm
_09118_,148.1µm
net390,148µm
_07702_,147.91µm
_05142_,147.9µm
_02258_,147.58µm
net420,147.56µm
_01640_,147.26µm
_01438_,147.22µm
_02794_,147.07µm
_10996_,147.06µm
_03099_,147.04µm
_01056_,146.84µm
_06529_,146.225µm
_01397_,146.16µm
net350,146.04µm
_10995_,146µm
_10696_,145.4µm
_07875_,145.38µm
_07888_,145.22µm
net291,144.785µm
_04872_,144.58µm
_03066_,144.56µm
_03059_,144.16µm
_04381_,144.1µm
_04378_,144.06µm
_06332_,143.98µm
_11156_,143.84µm
_05719_,143.6µm
_04989_,143.38µm
_06973_,143.1µm
_02604_,143µm
_00009_,142.92µm
_00699_,142.88µm
_07353_,142.46µm
_06500_,142.44µm
_04520_,142.28µm
_00783_,141.99µm
_00011_,141.765µm
_05363_,141.64µm
_04943_,141.48µm
net365,141.2µm
_01477_,140.98µm
_10988_,140.94µm
_07019_,140.38µm
_10694_,140.27µm
_00564_,140.22µm
_08652_,140.1µm
_01258_,140µm
_02437_,140µm
_03017_,139.84µm
_05364_,139.605µm
_05329_,139.44µm
_02495_,139.32µm
_02552_,139.24µm
_03104_,138.95µm
_09298_,138.88µm
_05714_,138.7µm
_05556_,138.36µm
net501,138.1µm
net424,137.74µm
net518,137.705µm
net491,137.52µm
_05243_,137.5µm
_07886_,137.27µm
_04256_,137.26µm
_01106_,136.855µm
net371,136.72µm
net455,136.62µm
_05418_,136.56µm
net559,136.4µm
net486,136.28µm
_08502_,136.24µm
_07713_,136.23µm
_04007_,136.04µm
_08457_,136.04µm
_04115_,136.01µm
_10032_,136µm
_00824_,135.9µm
_06321_,135.58µm
_04237_,135.08µm
_03926_,134.9µm
_05649_,134.72µm
net427,134.6µm
_00952_,134.52µm
_00941_,134.4µm
_08147_,133.985µm
_01879_,133.87µm
_04665_,133.64µm
net381,133.38µm
_00651_,133.08µm
net318,133.075µm
_09429_,133.02µm
_03743_,132.84µm
_05715_,132.56µm
_10905_,132.49µm
_02645_,132.48µm
_10169_,132.42µm
_01162_,132.3µm
_05737_,132.18µm
_07149_,132.1µm
_01418_,131.8µm
_05553_,131.74µm
_07535_,131.65µm
net396,131.46µm
_05073_,131.44µm
net309,131.26µm
net401,131.26µm
_09500_,131.2µm
_05268_,131.18µm
_09191_,130.92µm
_06702_,130.74µm
_02531_,130.72µm
_03367_,130.68µm
_04244_,130.48µm
_07759_,130.135µm
_05275_,130.115µm
_03312_,130.11µm
_00949_,130µm
_01437_,129.8µm
net321,129.69µm
_03488_,129.685µm
_05029_,129.38µm
_01448_,129.3µm
_08461_,129.3µm
_02021_,129.26µm
_00128_,129.22µm
_02180_,128.92µm
_00660_,128.88µm
_05272_,128.32µm
_07359_,128.3µm
_07229_,128µm
_05827_,127.91µm
_04569_,127.49µm
_02583_,127.44µm
_01142_,127.28µm
net360,127.18µm
_10040_,126.58µm
_06171_,126.205µm
net308,126.04µm
_04382_,126µm
_01064_,125.86µm
net458,125.84µm
_06926_,125.71µm
net537,125.7µm
_00012_,125.645µm
_03288_,125.64µm
_00764_,125.62µm
_04497_,125.55µm
_09407_,125.4µm
_00408_,125.36µm
_01413_,125.06µm
_05066_,124.9µm
_01382_,124.88µm
_01567_,124.88µm
_02960_,124.8µm
_02938_,124.755µm
_02802_,124.68µm
_05612_,124.66µm
_10761_,124.62µm
_02654_,124.34µm
_03415_,124.12µm
_05776_,124.04µm
net329,123.96µm
_00494_,123.72µm
_04308_,123.66µm
_04065_,123.4µm
_10031_,123.1µm
_09611_,122.935µm
_04295_,122.92µm
_03048_,122.5µm
_03219_,122.34µm
_06875_,122.34µm
_04986_,122.3µm
_08430_,122.3µm
_03627_,122.26µm
_06934_,122.26µm
_07885_,122.18µm
net326,121.905µm
_00735_,121.82µm
_03649_,121.79µm
net452,121.28µm
_04245_,121.24µm
net561,120.92µm
_06464_,120.91µm
_04099_,120.88µm
net385,120.82µm
_02788_,120.7µm
net568,120.7µm
_02581_,120.65µm
_05668_,120.44µm
_08462_,120.24µm
_04905_,120.16µm
_03885_,120.14µm
_02677_,120.1µm
_04710_,120.02µm
_02247_,119.78µm
_04420_,119.6µm
_02618_,119.48µm
_03090_,119.2µm
_09750_,119.14µm
_03610_,119.1µm
_01363_,119µm
_01045_,118.98µm
_05244_,118.98µm
_02659_,118.72µm
net181,118.7µm
_08138_,118.615µm
_06382_,118.36µm
_05671_,118.04µm
_10367_,117.96µm
_05542_,117.46µm
_08005_,117.38µm
_00309_,117.14µm
_06439_,117.015µm
net189,116.84µm
_06341_,116.8µm
_03044_,116.64µm
_10008_,116.1µm
net312,115.96µm
_04276_,115.91µm
net292,115.86µm
_01889_,115.63µm
_08231_,115.6µm
_02817_,115.5µm
_08781_,114.98µm
_04750_,114.96µm
_01616_,114.76µm
_00371_,114.7µm
net10,114.69µm
_04380_,114.62µm
_03400_,114.58µm
_08530_,114.26µm
net354,114.17µm
_06530_,113.9µm
net104,113.66µm
_03396_,113.52µm
net493,113.46µm
_02828_,113.36µm
net503,113.345µm
_10355_,113.32µm
_00671_,113.22µm
_09524_,113.14µm
net216,113.12µm
_03319_,113.04µm
_02033_,112.96µm
_06437_,112.945µm
_02647_,112.7µm
_03156_,112.66µm
_03850_,112.64µm
_09192_,112.56µm
_00885_,112.54µm
_01376_,112.54µm
_03632_,112.5µm
_09805_,112.2µm
_06738_,112.14µm
_01544_,112.12µm
_02607_,112.1µm
_06197_,111.725µm
_01313_,111.7µm
_02311_,111.7µm
_05567_,111.62µm
_03795_,111.58µm
_06553_,111.58µm
net451,111.485µm
_02367_,111.42µm
net124,111.24µm
_08273_,111.14µm
net379,111.08µm
_00874_,110.9µm
_02799_,110.86µm
_00668_,110.74µm
_07081_,110.63µm
_01703_,110.5µm
_10562_,110.5µm
_09032_,110.34µm
_01791_,110.22µm
_03397_,110.22µm
_10572_,110.08µm
_01890_,109.72µm
_10599_,109.72µm
_07735_,109.68µm
_01377_,109.54µm
_04623_,109.48µm
_10520_,109.44µm
_01320_,109.3µm
net29,109.06µm
_01081_,109.02µm
_09456_,108.98µm
_08136_,108.86µm
_04271_,108.84µm
_08978_,108.76µm
_02619_,108.75µm
_03120_,108.62µm
_02542_,108.46µm
_09574_,108.44µm
_02328_,108.4µm
_07755_,108.16µm
_04232_,107.96µm
_03599_,107.94µm
_00428_,107.88µm
_08943_,107.86µm
_04262_,107.82µm
_10860_,107.7µm
_03167_,107.54µm
_03228_,107.54µm
_05138_,107.495µm
_02964_,107.4µm
_06323_,107.22µm
net492,106.88µm
_00415_,106.82µm
_10383_,106.82µm
_05119_,106.8µm
_03618_,106.4µm
_04616_,106.28µm
_00059_,106.16µm
_02140_,106.065µm
net103,106.05µm
_07534_,106.02µm
_10390_,106µm
_03602_,105.9µm
_04015_,105.78µm
_02459_,105.51µm
_05942_,105.135µm
_05865_,105.12µm
_09619_,105.12µm
_09631_,105.02µm
_09915_,104.76µm
_03407_,104.56µm
_05548_,104.52µm
_01310_,104.24µm
_03607_,104.06µm
_07775_,103.76µm
_10571_,103.74µm
_01461_,103.7µm
_01468_,103.7µm
_04157_,103.7µm
_04257_,103.7µm
_03086_,103.54µm
_10382_,103.48µm
_01474_,103.18µm
_10093_,102.995µm
_09806_,102.98µm
_01510_,102.96µm
_01578_,102.92µm
_07966_,102.88µm
_03633_,102.86µm
_04240_,102.83µm
_01943_,102.58µm
_09555_,102.56µm
_03073_,102.54µm
_04469_,102.42µm
_10902_,102.42µm
